"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Parafia Świętego Mikołaja Biskupa","77-132","Niezabyszewo","77-132 Niezabyszewo, Niezabyszewo 33","","","59 821 17 22","ks. Tadeusz Łukaszewicz","godz. 8.00, 11.00 godz. 9.30 (Rekowo), 13.00 (Tągowie) ","godz. 17.30 (zimą), 18.00 (latem)","godz. 8.00, 18.00 ","54.1367204,17.4232184","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=163:Parafia-Swietego-Mikolaja-Biskupa"
"Parafia Wniebowzięcia Najświętszej Maryi Panny","83-132 Morzeszczyn","Nowa Cerkiew","83-132 Morzeszczyn Nowa Cerkiew, Kościelna 48,","","","58 536 22 07","ks. Stanisław Borzyszkowski","godz. 8.00 (Bielawki), 9.15, 10.15 (Kulice) godz. 11.15 ","godz. 6.30 (Bielawki), 17.30 soboty: 16.00 (Kulice)","godz. 9.00, 17.30 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=327:Parafia-Wniebowziecia-Najswietszej-Maryi-Panny"
"Parafia Świętej Marii Magdaleny","89-641","Nowa Cerkiew","89-641 Nowa Cerkiew, pl. Kościelny 1","","","52 397 88 34","ks. Jarosław Kaźmierczak","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=333:Parafia-Swietej-Marii-Magdaleny"
"Parafia Świętego Antoniego z Padwy","83-404","Nowa Karczma","83-404 Nowa Karczma","","","58 687 71 78","ks. Jan Spierewka","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=270:Parafia-Swietego-Antoniego-z-Padwy"
"Parafia Niepokalanego Poczęcia Najświętszej Maryi Panny","84-351","Nowa Wieś Lęborska","84-351 Nowa Wieś Lęborska, Grunwaldzka 47","","","59 861 22 27","ks. Andrzej Diedrych","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=284:Parafia-Niepokalanego-Poczecia-Najswietszej-Maryi-Panny"
"Parafia Świętego Mateusza Apostoła i Ewangelisty","86-170","Nowe nad Wisłą","86-170 Nowe nad Wisłą, Krótka 7","","","52 332 75 11","Ks. Grzegorz KAISER","godz. 6.30, 8.00, 9.30, 11.00 godz. 12.30 (kościół filialny), 17.00 ","godz. 7.00, 18.00 sobota: godz. 14.00 (Zakład Poprawczy)","godz. 7.00, 9.30, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=317:Parafia-Swietego-Mateusza-Apostola-i-Ewangelisty"
"Parafia Matki Boskiej Królowej Polski","83-422","Nowy Barkoczyn","83-422 Nowy Barkoczyn","","","58 688 20 81","ks. Mieczysław Drewek","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=354:Parafia-Matki-Boskiej-Krolowej-Polski"
"Parafia Świętego Antoniego Padewskiego","77-115","Nożyno","77-115 Nożyno","","","59 821 25 01","ks. Sylwester Bąk","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=308:Parafia-Swietego-Antoniego-Padewskiego"
"Parafia Matki Bożej Częstochowskiej","76-211","Objazda","76-211 Objazda","","","59 814 17 37","ks. Stanisław Fortuński","godz. 8.00, 9.30 (Rowy), 11.00 ","godz. 17.00 (zimą), 1:800 (latem)","latem godz. 17.30, 19.00 (Rowy) zimą godz. 15.30 (Rowy), 17.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=199:Parafia-Matki-Bozej-Czestochowskiej"
"Parafia Świętych Apostołów Filipa i Jakuba","89-430","Obkas","89-430 Obkas, Obkas 34","","","52 388 15 30","o. Dariusz Wiktorek OCD","godz. 9.30, 11.00 ","godz. 17.00 (I piątek miesiąca)","godz. 17.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=235:Parafia-Swietych-Apostolow-Filipa-i-Jakuba"
"Parafia Matki Bożej Królowej Polski","83-240 Lubichowo","Ocypel","83-240 Lubichowo Ocypel, Główna 4","","","58 582 13 92","ks. Mariusz Herold","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=368:Parafia-Matki-Bozej-Krolowej-Polski"
"Parafia Wniebowzięcia Najświętszej Maryi Panny","89-651 Gotelp","Odry","89-651 Gotelp Odry, Strażacka 4","","","52 398 61 92","ks. Mieczysław Patałuch","godz. 8.00, 10.30 ","godz. 17.00 (zimą), 18.00 (latem)","godz. 9.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=183:Parafia-Wniebowziecia-Najswietszej-Maryi-Panny"
"Parafia Podwyższenia Krzyża Świętego","89-665","Ogorzeliny","89-665 Ogorzeliny, Sławęcińska 2","","","52 398 79 86,","ks. Eugeniusz Pepliński,","godz. 7.45, 9.30, 11.00 ","godz. 7.00 (wtorek i czwartek) 17.30 lub 18.30","godz. 9.00, 17.30 lub 18.30 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=236:Parafia-Podwyzszenia-Krzyza-Swietego"
"Parafia Świętych Apostołów Piotra i Pawła w Opaleniu","83-136","Opalenie","83-136 Opalenie","","","58 535 18 94","ks. Waldemar Opłatkowski","godz. 8.30, 10.30, 16.00 ","godz. 16.00","godz. 8.30, 10.30, 16.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=218:Parafia-Swietych-Apostolow-Piotra-i-Pawla-w-Opaleniu"
"Parafia Podwyższenia Krzyża Świętego","86-150","Osie","86-150 Osie, Kościelna 1","","","52 332 95 02","ks. Konrad Baumgart, mgr teol.","godz. 8.00, 9.30 (Tleń), 10.00, 11.45 godz. 17.00 (od XI-III), 18.00 (latem) ","latem godz. 8.00 i 18.00 zimą godz. 8.00 i 17.00","godz. 7.00, 10.00, 16.00, 17.00 (Tleń), 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=230:Parafia-Podwyzszenia-Krzyza-Swietego"
"Parafia Niepokalanego Poczęcia Najświętszej Maryi Panny","83-242","Osieczna","83-242 Osieczna, os. ks. F. Czaplińskiego 4","","","58 588 14 92","ks. Tadeusz Wandtka","latem: godz. 8.00, 10.30, 15.00 zimą: godz. 8.30, 11.00, 15.00 ","godz. 8.00, 16.30 (zimą), 17.30. (latem)","godz. 10.00, 16.00, 17.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=184:Parafia-Niepokalanego-Poczecia-Najswietszej-Maryi-Panny"
"Parafia Świętego Rocha Sanktuarium św. Rocha","83-221","Osiek","83-221 Osiek, Wyzwolenia 4","","","58 582 12 12, tel./fax 58 582 10 05","ks. Zdzisław Ossowski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=369:Parafia-Swietego-Rocha-Sanktuarium-sw-Rocha"
"Parafia Świętego Maksymiliana Marii Kolbego","83-440 Karsin","Osowo","83-440 Karsin Osowo, Wielewska 17","","","58 687 32 42","ks. Mariusz Drogosz","godz. 8.00, 10.00 nabożeństw: ","godz. 17.00 (zimą), 18.00","godz. 10.00, 18.00 ","53.87413073559,17.893363270703","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=151:Parafia-Swietego-Maksymiliana-Marii-Kolbego"
"Parafia Świętego Jakuba Apostoła","89-662","Ostrowite koło Chojnic","89-662 Ostrowite koło Chojnic","","","52 398 74 13","ks. Janusz Pawlak","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=334:Parafia-Swietego-Jakuba-Apostola"
"Parafia Zwiastowania Najświętszej Maryi Panny","83-213","Pączewo","83-213 Pączewo","","","58 562 00 25","ks. Ireneusz Nowak,","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=370:Parafia-Zwiastowania-Najswietszej-Maryi-Panny"
"Parafia Świętego Mikołaja","77-124","Parchowo","77-124 Parchowo, Kościelna 8","","","59 821 44 85","ks. Antoni Mazur","godz. 7.00, 9.30, 11.30 ","godz. 17.00 (zimą), 18.00 (latem)","godz. 7.00, 10.00, 17.00 ","54.164137533198,17.491992980469","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=164:Parafia-Swietego-Mikolaja"
"Parafia Świętego Mikołaja","89-620 Chojnice","Pawłowo","89-620 Chojnice Pawłowo, Okrężna 1","","","52 397 95 75","ks. Brunon Lubiński","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=335:Parafia-Swietego-Mikolaja"
"Parafia Katedralna Wniebowzięcia Najświętszej Maryi Panny Bazylika Mniejsza","83-130","Pelplin","83-130 Pelplin, pl. Mariacki 2","","","58 536 15 64, http://parafia-pelplin.pl/","ks. inf. Tadeusz Brzeziński, mgr teol.","godz. 7.00, 8.30, 10.00, 12.00, 13.30, 16.00 w kościele Bożego Ciała godz. 18.00 Nieszpory lub nabożeństwo okresowe w katedrze godz. 15.00 ","godz. 7.00, 8.00 w kościele Bożego Ciała godz. 18.00","godz. 7.00, 8.00, 17.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=328:Parafia-Katedralna-Wniebowziecia-Najswietszej-Maryi-Panny-Bazylika-Mniejsza"
"Parafia Narodzenia Najświętszej Maryi Panny Sanktuarium Królowej Pomorza i Matki Jedności","83-123","Piaseczno","83-123 Piaseczno","","","58 535 14 23, www.sanktuarium-piaseczno.pl","ks. Andrzej Ossowski, mgr teol., wicedziekan","godz. 7.50 (Rakowiec), 9.00, 10.30, 16.00 ","godz. 7.30 (wtorek i czwartek), 18.00 Rakowiec: sobota: godz. 15.30 (zimą), 16.50 (latem)","godz. 9.00, 17.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=219:Parafia-Narodzenia-Najswietszej-Maryi-Panny-Sanktuarium-Krolowej-Pomorza-i-Matki-Jednosci"
"Parafia Najświętszego Serca Pana Jezusa","83-261","Piece","83-261 Piece, Kościelna 10","","","58 587 18 08","ks. Witold Szumiato","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=425:Parafia-Najswietszego-Serca-Pana-Jezusa"
"Parafia Świętego Jana Chrzciciela","83-135","Pieniążkowo","83-135 Pieniążkowo","","","58 562 39 45","ks. Roman Ossowski, mgr teol.","godz. 7.20, 9.30, 11.30 ","godz. 16.10 (zimą), 17.30 (latem)","godz. 9.30, 17.30 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=318:Parafia-Swietego-Jana-Chrzciciela"
"Parafia Świętej Elżbiety","83-251","Pinczyn","83-251 Pinczyn, Główna 25","","","58 588 45 84","ks. Mieczysław Bizoń","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=426:Parafia-Swietej-Elzbiety"
"Parafia Świętych Apostołów Piotra i Pawła","83-236","Pogódki","83-236 Pogódki, ks. Kellera 1","","","58 588 11 28","ks. Janusz Grzybek","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=355:Parafia-Swietych-Apostolow-Piotra-i-Pawla"
"Parafia Trójcy Świętej","77-300","Polnica","77-300 Polnica, Polnica 81","","","59 832 34 11, kom. 784 751 098","ks. Stanisław Miotke, mgr teol.","godz. 9.00, 11.15 godz. 12.30 (Kiełpin) ","godz. 18.00","godz. 9.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=193:Parafia-Trojcy-Swietej"
"Parafia Świętego Bartłomieja","86-122","Polskie Łąki","86-122 Polskie Łąki","","","52 331 75 60","ks. Romuald Demski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=288:Parafia-Swietego-Bartlomieja"
"Parafia Niepokalanego Serca Najświętszej Maryi Panny","77-100","Pomysk Wielki","77-100 Pomysk Wielki, Pomysk Wielki 23","","","59 823 13 25","ks. Wojciech Bernard Hapka","godz. 8.30, 11.00 ","godz. 17.00","godz. 9.00, 17.00 ","54.208262,17.5575761","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=165:Parafia-Niepokalanego-Serca-Najswietszej-Maryi-Panny"
"Parafia Świętych Apostołów Piotra i Pawła","77-143","Półczno","77-143 Półczno","","","59 821 43 23, www.parafiapolczno.cba.pl","ks. Krzysztof Kosobucki","godz. 8.00, 10.00 (Msza św. dla dzieci), 11.30 ","godz. 18.00","godz. 18.00 ","54.1514054,17.6389745","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=166:Parafia-Swietych-Apostolow-Piotra-i-Pawla"
"Parafia Matki Boskiej Częstochowskiej","83-300","Prokowo","83-300 Prokowo, Kościelna 1","","","58 684 08 48","ks. Grzegorz Lewandowski, dr teol.","godz. 8 00, 10 00 ","godz. 17 00 (zimą), 18 00 (latem)","godz. 10 00, 18 00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=250:Parafia-Matki-Boskiej-Czestochowskiej"
"Parafia Narodzenia Najświętszej Maryi Panny","89-520 Gostycyn","Pruszcz Bagienica","89-520 Gostycyn Pruszcz Bagienica, Kościelna 24","","","52 334 66 06","ks. Stefan Czarnecki","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=414:Parafia-Narodzenia-Najswietszej-Maryi-Panny"
"Parafia Trójcy Świętej","86-120","Pruszcz k. Bydgoszczy","86-120 Pruszcz k. Bydgoszczy, pl. Jana Pawła II 1","","","52 330 80 25","ks. Jerzy Mroczyński","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=259:Parafia-Trojcy-Swietej"
"Parafia Świętej Anny","77-320 Przechlewo","Przechlewo","77-320 Przechlewo Przechlewo, Młyńska 3","","","59 833 46 12","ks. Krzysztof Jakubek","godz. 7.30, 9.00, 11.00, 17.00 (filia) ","godz. 17.00 (zimą), 18.00 (latem)","godz. 11.00, 17.00 ","53.800215192865,17.253031416455","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=140:Parafia-Swietej-Anny"
"Parafia Świętego Andrzeja Apostoła","83-304","Przodkowo","83-304 Przodkowo, Kartuska 3","","","58 681 97 22","ks. Wacław Mielewczyk","godz. 7 15, 9 00, 11 00, 12 45 (Kobysewo) godz. 18 00 ","godz. 7 00, 18 00","godz. 7 00, 10 00, 16 00, 18 00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=251:Parafia-Swietego-Andrzeja-Apostola"
"Przysiersk - Parafia Świętego Wawrzyńca","86-122 Bukowiec Pomorski","Przysiersk","86-122 Bukowiec Pomorski Przysiersk","","","52 332 27 22","ks. Ireneusz Lehmann","godz. 8.00 (kaplica), 10.30, 16.00 godz. 18.00 (latem) ","godz. 7.00","godz. 8.00 (kaplica), 10.30, 16.00 godz. 18.00 (latem) ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=393:Przysiersk-Parafia-Swietego-Wawrzynca"
"Parafia Świętego Wawrzyńca SANKTUARIUM MARYJNE MATKI KOŚCIOŁA","86-160 Warlubie","Płochocin","86-160 Warlubie Płochocin","","","52 332 62 58","ks. Stanisław Wilkowski, mgr teol.","godz. 8.30, 10.30 ","godz. 17.00 (zimą), 18.00","godz. 10.30, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=319:Parafia-Swietego-Wawrzynca-SANKTUARIUM-MARYJNE-MATKI-KOSCIOLA"
"Parafia Świętego Józefa Oblubieńca Najświętszej Maryi Panny","89-430","Płocicz","89-430 Płocicz","","","52 388 71 20","ks. Piotr Dunst, mgr teol.","godz. 9.00, 11.00 ","godz. 17.00 (zimą), 18.00 (latem)","godz. 9.00, 16.30 (zimą), 18.00 (latem) ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=237:Parafia-Swietego-Jozefa-Oblubienca-Najswietszej-Maryi-Panny"
"Parafia Świętej Trójcy","89-502","Raciąż","89-502 Raciąż, Kasztelańska 4","","","52 336 17 28, 52 559 25 53","ks. Henryk Fetke","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=336:Parafia-Swietej-Trojcy"
"Parafia Świętego Bartłomieja","83-130 Pelplin","Rajkowy","83-130 Pelplin Rajkowy","","","58 536 17 91","ks. Jerzy Kryger","godz. 8.00, 10.30, 16.00 ","godz. 17.30 (zimą), 18.00 (latem)","godz. 8.00, 17.30, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=329:Parafia-Swietego-Bartlomieja"
"Parafia Świętego Michała Archanioła","83-422 Nowy Barkoczyn","Rekownica","83-422 Nowy Barkoczyn Rekownica","","","58 687 74 09","ks. Zbigniew Wysiecki","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=271:Parafia-Swietego-Michala-Archaniola"
"Parafia Świętego Andrzeja Boboli","77-123","Rokity","77-123 Rokity","","","59 821 28 23","ks. Mariusz Łącki","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=309:Parafia-Swietego-Andrzeja-Boboli"
"Parafia Świętego Wojciecha Biskupa i Męczennika","84-219","Rozłazino","84-219 Rozłazino, Długa 27","","","58 678 99 86, www.parafiarozlazino.pl","ks. Sławomir Kozioł, dr teologii","godz. 8.00 (Nawcz), 9.00 godz. 10.00 (Dzięcielec) godz. 11.00 (Popowo), 12.30","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=282:Parafia-Swietego-Wojciecha-Biskupa-i-Meczennika"
"Parafia Świętej Trójcy i Świętej Jadwigi Śląskiej","77-300","Rychnowy","77-300 Rychnowy, Rychnowy 69","","","59 832 33 53","ks. Franciszek Sowiźrał","godz. 8.00, 10.00 (Brzeźno), 12.00 ","godz. 18.00","godz. 12.00, 16.30, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=194:Parafia-Swietej-Trojcy-i-Swietej-Jadwigi-Slaskiej"
"Parafia Świętego Rocha","86-183 Błądzim","Rykowisko","86-183 Błądzim Rykowisko","","","52 332 92 32","ks. Janusz Zgódka","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=289:Parafia-Swietego-Rocha"
"Parafia Najświętszej Maryi Panny Królowej Różańca Świętego","89-642","Rytel","89-642 Rytel, ks. A. Kowalkowskiego 1","","","52 398 51 60","ks. Tomasz Lewandowski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=337:Parafia-Najswietszej-Maryi-Panny-Krolowej-Rozanca-Swietego"
"Parafia Świętego Wawrzyńca","77-320 Przechlewo","Sąpolno","77-320 Przechlewo Sąpolno, Sąpolno 24","","","59 833 48 76","ks. Ireneusz Brzeziński","godz. 8.00, 9.30 (Nowa Wieś), 11.15 ","godz. 17.00 (X-III), 18.00 (IV-IX)","godz. 10.00, 16.30 (Nowa Wieś), 18.00 ","53.806855296926,17.334055586377","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=141:Parafia-Swietego-Wawrzynca"
"Parafia Świętej Anny","84-352","Sarbsk","84-352 Sarbsk","","","59 866 31 79","ks. Kazimierz Stachowiak","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=299:Parafia-Swietej-Anny"
"Sartowice - Parafia Świętej Barbary","86-100 Świecie","Sartowice","86-100 Świecie Sartowice, Sartowice 29","","","52 331 99 25","ks. Ireneusz Machut, mgr teol.","godz. 8.30, 10.15 (Wiąg), 12.00 dni powszednie: godz. 16.00 (zimą), 17.00 (latem)","godz. 16.00 (zimą), 17.00 (latem)","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=394:Sartowice-Parafia-Swietej-Barbary"
"Parafia Miłosierdzia Bożego","84-210","Sasino","84-210 Sasino, Lipowa 3","","","58 572 41 99","ks. Grzegorz Rybicki","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=300:Parafia-Milosierdzia-Bozego"
"Parafia Matki Bożej Różańcowej","86-120","Serock Pomorski","86-120 Serock Pomorski, Wyzwolenia 26","","","52 382 95 19","ks. Tadeusz Daniszewski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=260:Parafia-Matki-Bozej-Rozancowej"
"PARAFIA NARODZENIA NAJŚWIĘTSZEJ MARYI PANNY SANKTUARIUM NMP KRÓLOWEJ KASZUB","83-328","Sianowo","83-328 Sianowo","","","58 685 57 76","ks. Eugeniusz Jan Grzędzicki","godz. 7.30, 9.00 9.45 (Pomieczyńska Huta), 11.00, 18.00 ","godz. 18.00 (zimą), 19.00 (latem) godz. 9.45 (Sianowska Huta w 2 i 4 sobotę)","godz. 8.00, 16.00 (dzieci), 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=252:PARAFIA-NARODZENIA-NAJSWIETSZEJ-MARYI-PANNY-SANKTUARIUM-NMP-KROLOWEJ-KASZUB"
"Parafia Wojskowo-Cywilna Świętego Ignacego Loyoli","84-313","Siemirowice","84-313 Siemirowice, os. Na Skarpie 1/10","","","59 861 45 06","ks. Tomasz Osmałek","","","","54.401287,17.7561933","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=310:Parafia-Wojskowo-Cywilna-Swietego-Ignacego-Loyoli"
"Parafia św. Ignacego Loyoli w Siemirowicach","84-313","Siemirowice","84-313 Siemirowice, os. Na Skarpie 1/10","","","730 267 538","ks. Tomasz OSMAŁEK","godz. 9.30, 11.00 święta zniesione: godz. 17.00 dni powszednie: godz. 17.00 (zimą), 18.00 (latem) www.parafia-siemirowice.pl","godz. 17.00 (zimą), 18.00 (latem) www.parafia-siemirowice.pl","","54.401287,17.7561933","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=431:Parafia-sw-Ignacego-Loyoli-w-Siemirowicach"
"Parafia Świętego Jana Chrzciciela","83-340","Sierakowice","83-340 Sierakowice, Kartuska 25a","","","58 681 61 10","ks. Marek Wera","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=346:Parafia-Swietego-Jana-Chrzciciela"
"Parafia Świętego Marcina","83-340","Sierakowice","83-340 Sierakowice, Kartuska 1","","","58 684 79 25","ks. Bronisław Dawicki","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=347:Parafia-Swietego-Marcina"
"Parafia Świętych Apostołów Piotra i Pawła","86-140 Drzycim","Sierosław","86-140 Drzycim Sierosław, Sierosław 71a","","","52 331 70 91","ks. January Cybulski, mgr teol.","godz. 8.00, 10.00 ","godz. 8.00 (poniedziałek i czwartek) godz. 17.00 (wtorek, środa, piątek) godz. 17.30 (sobota)","godz. 9.00, 17.00 ","53.4931795,18.3150271","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=231:Parafia-Swietych-Apostolow-Piotra-i-Pawla"
"Parafia Niepokalanego Serca Najświętszej Maryi Panny","89-620 Chojnice","Silno","89-620 Chojnice Silno, Gockowicka 4","","","52 398 76 80","ks. Wojciech Klunder","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=338:Parafia-Niepokalanego-Serca-Najswietszej-Maryi-Panny"
"Parafia Świętego Maksymiliana Marii Kolbego","83-250","Skarszewy","83-250 Skarszewy, Szkolna 5","","","kom. 725 595 917","ks. Dariusz Leman","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=356:Parafia-Swietego-Maksymiliana-Marii-Kolbego"
"Parafia Świętego Michała Archanioła","83-250","Skarszewy","83-250 Skarszewy, ks. Ściegiennego 2","","","58 588 27 50, www.skarszewyparafia.pl","ks. Ryszard Konefał","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=357:Parafia-Swietego-Michala-Archaniola"
"Parafia Wszystkich Świętych","83-220","Skórcz","83-220 Skórcz, Kościelna 5","","","58 582 48 14, 58 582 42 57","ks.Dariusz Ryłko","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=371:Parafia-Wszystkich-Swietych"
"Parafia Świętego Stanisława Biskupa i Męczennika","76-230","Skórowo","76-230 Skórowo, Skórowo Stare 12","","","59 811 50 08","ks. Waldemar Pielecki, mgr teol.","godz. 10.45 Żychlin: godz. 9.00 Potęgowo: godz. 9.00, 12.30 Darżewo: godz. 10.45 Głuszyno: godz. 12.30 ","","godz. 17.00","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=200:Parafia-Swietego-Stanislawa-Biskupa-i-Meczennika"
"Parafia Matki Bożej Nieustającej Pomocy","83-400 Kościerzyna","Skorzewo","83-400 Kościerzyna Skorzewo","","","58 686 48 18","ks. Eugeniusz Filipski","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=387:Parafia-Matki-Bozej-Nieustajacej-Pomocy"
"Parafia Ciała i Krwi Pańskiej","83-230","Smętowo Graniczne","83-230 Smętowo Graniczne, Starogardzka 5","","","58 561 95 11","ks. Leszek Kozłowski, mgr teol.","godz. 8.00, 9.30, 11.00 oraz 17.00 ","godz. 17.00 (zimą), 18.00","godz. 10.00, 17.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=320:Parafia-Ciala-i-Krwi-Panskiej"
"Parafia Trójcy Świętej","76-214","Smołdzino","76-214 Smołdzino, Kościelna 1","","","59 811 72 64","ks. Robert Jakubowski","godz. 7.30 (wakacje), 8.30 godz. 10.00 (Smołdziński Las), 11.30 ","godz. 8.00 (poniedziałki, wtorki) godz. 17.30 (XI-III), 18.00 (środy – soboty) godz. 19.15 (soboty – Siecie)","godz. 15.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=201:Parafia-Trojcy-Swietej"
"Parafia Przemienienia Pańskiego i Najświętszej Maryi Panny Królowej Polski","83-314","Somonino","83-314 Somonino, Siemiana 6","","","58 684 11 82","ks. Piotr Kardas, mgr teol.","godz. 7.30, 9.30, 11.15 ","godz. 18.00","godz. 8.00, 10.00, 18.00 ","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=253:Parafia-Przemienienia-Panskiego-i-Najswietszej-Maryi-Panny-Krolowej-Polski"
"Parafia Niepokalanego Serca Maryi","89-412","Sośno","89-412 Sośno, Bydgoska 11","","","52 389 12 18","ks. Andrzej Jaskuła","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=261:Parafia-Niepokalanego-Serca-Maryi"
"Parafia Świętego Marcina w Starej Kiszewie","83-430","Stara Kiszewa","83-430 Stara Kiszewa, Tysiąclecia 28","","","58 687 63 05","ks. Andrzej Taliński","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=427:Parafia-Swietego-Marcina-w-Starej-Kiszewie"
"Parafia Świętego Mikołaja","83-433","Stare Polaszki","83-433 Stare Polaszki","","","58 687 61 04","ks. Edward Zbigniew Dowbusz","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=358:Parafia-Swietego-Mikolaja"
"Parafia Świętej Katarzyny Aleksandryjskiej","83-200","Starogard Gdański","83-200 Starogard Gdański, Tczewska 3","","","58 562 54 23, 58 562 37 87","ks. Witold Kreft","","","","","http://www.diecezja-pelplin.pl/dekanaty-i-parafie?pid=104&sid=375:Parafia-Swietej-Katarzyny-Aleksandryjskiej"
