"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"św. Jana Nepomucena","","32-700 Bochnia,","ul. Ks. St. Wójtowicza 20, 32-700 Bochnia,","http://www.nepomucen.diecezja.tarnow.pl","bochnia2@diecezja.tarnow.pl","14- 61-25-253, 14-61-24-621","Ks. mgr Kazimierz Kapcia","6:30, 8:00, 10:00, 11:30, 15:15, 17:30","6:30, 7:00, 17:30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/724-bochnia-sw-jana-nepomucena"
"św. Mikołaja B.","","32-700 Bochnia,","Pl. św. Kingi 9,, 32-700 Bochnia,","mikolaj.bochnia.iap.pl","bochnia1@diecezja.tarnow.pl","14- 61-23-417","vacat","6:00, 7:30, 9:00, 10:30, 12:00, 14:30, 18:00, 19:30","6:00, 6:30, 7:00, 8:00, 9:00, 19:00 (IX-IV 18:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/725-bochnia-sw-mikolaja-bpa"
"św. Pawła Apostoła","","32-700 Bochnia,","ul. Wyspiańskiego 25,, 32-700 Bochnia,","http://www.pawel.bochnia.diecezja.tarnow.pl/","bochnia3@diecezja.tarnow.pl","14- 61-24-265,","ks. mgr Jan Nowakowski","6:30, 8:00, 9:30, 11:00 12:30, 17:00","6:30, 7:00, 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/723-bochnia-sw-pawla-apostola"
"Najśw. Maryi Panny Częstochowskiej","","33-121 Bogumiłowice 293,","33-121 Bogumiłowice 293,","http://www.bogumilowice.diecezja.tarnow.pl","bogumilowice@diecezja.tarnow.pl","14 - 67-52-401","Ks. Wiesław Jemioło","9:00, 11:00","6:30, śr., pt. 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/722-bogumilowice"
"","","33-334 Kamionka Wielka, Bogusza 55","33-334 Kamionka Wielka, Bogusza 55","","","18-445-65-87","ks. mgr Józef Nowak","dni powszednie","Odpust parafialny","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/84-informacje-o-parafiach-w-diecezji/b/2159-bogusza"
"św. Wojciecha BM","","33-220 Bolesław 33,","33-220 Bolesław 33,","","boleslaw@diecezja.tarnow.pl","14 - 641-50-13","ks. mgr Józef Radłowski","7:30, 9:00, 11:00, 15:00, Pawłów 10:00","7:00, 18:00 (16:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/721-boleslaw"
"Najświętszego Serca Pana Jezusa","","Borek 225, 32-765 Rzezawa,","Borek 225, 32-765 Rzezawa,","www.parafiaborek.pl","borek@diecezja.tarnow.pl","14- 61-29-854","ks. mgr Kazimierz Świętek","8:00, 10:30, 15:00 (IX-VI) w Wlk. Poście, maju i październiku 15:30","6:30, pt. 18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/720-borek"
"Matki Bożej Fatimskiej-Różańcowej","","33-230 Borki 173,","33-230 Borki 173,","www.borki.diecezja.tarnow.pl","borki@diecezja.tarnow.pl","14- 643-12-60","ks. mgr Józef Jeziorek","8:00, 11:00, 15:00","6:30, V-VI 6:30, 18:00, X-XI 6:30, 17:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/719-borki"
"Najśw. Maryi Panny Częstochowskiej","","Borowa 116, 39-215 Czarna,","Borowa 116, 39-215 Czarna,","","borowa1@diecezja.tarnow.pl","14- 68-20-577","ks. Jan Wierzba","8:00, 11:00, 15:00","7:00, śr., czw., pt. 18:00 (16:30)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/718-borowa"
"św. Mikołaja B.","","39-305 Borowa k. Mielca 273,","39-305 Borowa k. Mielca 273,","","borowa2@diecezja.tarnow.pl","17 - 58-15-578","ks. mgr Stanisław Polek","6:30, 7:45, 9:00, 11:00, 17:00, Gliny 7:30, 9:30","6:45, 19:00 (17:00), Gliny 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/717-borowa-sw-mikolaja-bpa"
"Podwyższenia Krzyża św.","","Hubenice 60, 33-262 Borusowa,","Hubenice 60, 33-262 Borusowa,","","borusowa@diecezja.tarnow.pl","14- 64-16-509","ks. mgr Marian Kujda","7:00, 9:00, 16:00","7:00 lub 9:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/716-borusowa"
"Narodzenia Najśw. Maryi Panny","","32-825 Borzęcin 592,","32-825 Borzęcin 592,","http://www.borzecin.diecezja.tarnow.pl/","borzecin@diecezja.tarnow.pl","14- 68-46-014","ks. mgr Czesław Paszyński","6:45, 9:00, 10:30, 12:00, 16:30, Łazy 7:30","6:00, 6:30, 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/715-borzecin"
"Najśw. Maryi Panny Królowej Polski","","Borzęcin Dolny 315, 32-825 Borzęcin,","Borzęcin Dolny 315, 32-825 Borzęcin,","http://www.borzecindolny.diecezja.tarnow.pl/","borzecin_dolny@diecezja.tarnow.pl","14- 68-46-660","ks. mgr Marek Obrzut","7:30, 10:30, 15:00","6:30 w środę nowenna 17.00 i /18.00 lato/","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/714-borzecin-dolny"
"","","33--140 Lisia Góra","Breń 16c , 33--140 Lisia Góra","","bren@diecezja.tarnow.pl","kom. 503-808-256","ks. mgr Czesław Mazur","8:00, 10:30, 15:00","7:00 (środa i piątek 18:00 [czas zimowy 17:00])","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/84-informacje-o-parafiach-w-diecezji/b/2160-bren"
"Najśw. Maryi Panny Wniebowziętej","","Brunary 45, 38-313 śnietnica","Brunary 45, 38-313 śnietnica","","brunary@diecezja.tarnow.pl","18- 35-16-776","ks. Józef Bąk","7:30, 11:00, Czarna 9:30","7:30 lub 17:00 (16:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/713-brunary"
"Najśw. Maryi Panny Wniebowziętej","","33-192 Bruśnik 41,","33-192 Bruśnik 41,","www.brusnik.parafia.info.pl","brusnik@diecezja.tarnow.pl","14 -65-46-098","Ks. Sylwester Krużel","7:00, 8;45, 16:00, Siekierczyna 10:00, Falkowa 11:00","7:00, 17:00 (16:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/712-brusnik"
"Miłosierdzia Bożego","","32-800 Brzesko,","ul. Jana Pawła II 2, 32-800 Brzesko,","http://www.milosierdzie.brzesko.net.pl/","mb@brzesko.net.pl","14- 66-30-147, 14-68-62-440","ks. mgr Wojciech Werner","7:00, 8:30, 10:00, 11:30, 15:15, 17:00, 19:00","6:30, 7:00, 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/710-brzesko-milosierdzia-bozego"
"Najśw. Maryi Panny Matki Kościoła i św. Jakuba Ap.","","32-800 Brzesko,","ul. Głowackiego 2, 32-800 Brzesko,","http://www.jakub.bwi.pl","brzesko1@diecezja.tarnow.pl","14-68-63-705","ks. mgr Józef Drabik","6:00, 7:30, 9:00, 10:30, 12:00, 16:00, 19:00, kośc. Ducha świętego 10:00","6:00, 6:30, 7:00, 8:00, 19:00 (18:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/711-brzesko-sw-jakuba-ap"
"Matki Bożej Częstochowskiej","","32-800 Brzesko,","ul. Kołłątaja 8,, 32-800 Brzesko,","http://www.parafia-slotwina.pl","brzesko_slotwina@diecezja.tarnow.pl","14- 66-30-729","ks. mgr Kazimierz Grych","7:00, 10:00, 18:00","wt, czw, sb 7:00, pn, śr, pt 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/709-brzesko-slotwina"
"Najświętszego Ciała i Krwi Pana Jezusa","","Brzezna 323, 33-386 Podegrodzie,","Brzezna 323, 33-386 Podegrodzie,","www.parafia-brzezna.pl","brzezna@diecezja.tarnow.pl","18- 44-58-505","Ks. mgr Stanisław Posłuszny","8:30, 10:30, 16:30, Strzyganiec 7:00, 12:00","18:15 (7:00), Strzyganiec 17:30 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/708-brzezna"
"Narodzenia św. Jana Chrzciciela","","39-207 Brzeźnica Dębicka 82,","39-207 Brzeźnica Dębicka 82,","www.parafiabrzeznica.pl","brzeznica2@diecezja.tarnow.pl","14- 68-20-213,","ks. mgr Piotr Karwat","7:00, 9:00, 11:00, 16:00","7:00, 17:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/706-brzeznica-narodzenia-sw-jana-chrzciciela"
"św. Stanisława BM","","Brześnica 119, 32-700 Bochnia,","Brześnica 119, 32-700 Bochnia,","http://www.brzeznica.info/","brzeznica1@diecezja.tarnow.pl","14- 68-51-610","Ks. mgr Józef Hołyst","7:00, 9:00, 11:30, 15:30","7:00 śr. 18:00, (16:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/707-brzeznica"
"św. Mikołaja B","","33-182 Brzozowa 1,","33-182 Brzozowa 1,","http://www.brzozowa.diecezja.tarnow.pl","brzozowa@diecezja.tarnow.pl","14 -651-61-02","ks. mgr Stanisław Wojtas","7:00, 9:00, 11:00, w niedziele Wielkiego Postu, w maju i paśdzierniku o godz. 7.30, 11.00 i 15.30","7:00 lub 17:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/705-brzozowa"
"Najśw. Maryi Panny Wniebowziętej","","Brzozówka 171, 33-140 Lisia Góra,","Brzozówka 171, 33-140 Lisia Góra,","","brzozowka@diecezja.tarnow.pl","14-678-47-70","o. mgr Piotr Pacura SNMN","7:30, 10:00","17:00 (18:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/704-brzozowka"
"św. Maksymiliana M. Kolbego","","Buchcice 39, 33-170 Tuchów,","Buchcice 39, 33-170 Tuchów,","","buchcice@diecezja.tarnow.pl","14 691 95 20","ks. mgr Marek Wojnarowski","7:30 (8:00), 10:00 (10:30)","7:00, pn., śr., pt. 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/703-buchcice"
"Matki Bożej Nieustającej Pomocy","","Bucze 99, 32-800 Brzesko,","Bucze 99, 32-800 Brzesko,","http://www.bucze.diecezja.tarnow.pl","bucze@diecezja.tarnow.pl","14- 68-68-810","ks. mgr Ryszard Pluta","7:00, 10:30, 15:00 (z nieszporami)","7:00, śr. 17:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/702-bucze"
"Niepokalanego Serca Najśw. Maryi Panny","","Bukowiec 10, 33-323 Lipnica Wielka,","Bukowiec 10, 33-323 Lipnica Wielka,","","bukowiec@diecezja.tarnow.pl","18- 44-17-430","ks. Janusz Ul","8:00, 10:30, 16:00","7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/701-bukowiec"
"św. Józefa","","Burzyn 134, 33-170 Tuchów,","Burzyn 134, 33-170 Tuchów,","","burzyn@diecezja.tarnow.pl","14- 652-32-14","ks. mgr Andrzej Pecka","8:00, 10:30, 16:00 (15:00)","7:00, śr., czw., pt. 17:00 (18:30)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/700-burzyn"
"św. Józefa Oblubieńca NMP","","38-317 Bystra k. Gorlic 144,","38-317 Bystra k. Gorlic 144,","","bystra@diecezja.tarnow.pl","18-35-13-161","ks. Stanisław Leśniak","7:30, 10:30, 16:00","6:30, 7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/699-bystra"
"Najświętszego Serca Pana Jezusa","","Błonie 80, 33-113 Zgłobice,","Błonie 80, 33-113 Zgłobice,","","blonie@diecezja.tarnow.pl","14-67-43-092","Ks. mgr Tomasz Sowa","7:30, 10:30","18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/b/727-blonie"
"św. Wawrzyńca M","","Cerekiew 6, 32-711 Bogucice,","Cerekiew 6, 32-711 Bogucice,","","cerekiew@diecezja.tarnow.pl","14- 67-17-120","ks. mgr Józef Sadowski","7:30, 11:00, 16:00 (15:00) Wrzępia 8:30, 10:00","6:30, pt., sob. 19:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/226-cerekiew"
"Narodzenia św. Jana Chrzciciela","","Chełm 1, 32-744 Łapczyca,","Chełm 1, 32-744 Łapczyca,","http://www.chelm.diecezja.tarnow.pl","chelm@diecezja.tarnow.pl","14- 61-27-066","ks. mgr Andrzej Krajewski","7:30, 10:30, 15:00, ","7:00 lub 18:30",": 9:00, 18:00","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/227-chelm"
"Najśw. Maryi Panny Częstochowskiej","","Chojnik 270, 33-180 Gromnik,","Chojnik 270, 33-180 Gromnik,","","chojnik@diecezja.tarnow.pl","14- 65-14-169","ks. Stanisław Stec","7:30, 10:30, 15:00 ","7:00 - pon, wt, czw, sobota, 17: 00 (18:00)- śr, pt",": 7:30, 17:00,","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/228-chojnik"
"Imienia Najśw. Maryi Panny","","Chomranice 8, 33-394 Klęczany,","Chomranice 8, 33-394 Klęczany,","","chomranice@diecezja.tarnow.pl","18- 44-33-608","ks. mgr Stanisław Pachowicz","7:00, 9:00, 11:00, 15:30 z nieszporami","6:30, 17:00 (16:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/229-chomranice"
"Wszystkich świętych","","39-331 Chorzelów 377,","39-331 Chorzelów 377,","","chorzelow@diecezja.tarnow.pl","17- 58-41-418, 17- 58-41-363","ks. mgr Andrzej Rams","7:00, 9:00, 11:00, 16:00, Chrząstów 8:00, Ławnica 10:00","6:30, 18:00, Chrząstów pon., czw. 19:00, Ławnica wt., pt. 19:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/230-chorzelow"
"Matki Bożej Bolesnej","","Chotowa 62, 39-217 Grabiny,","Chotowa 62, 39-217 Grabiny,","www.parafia.chotowa.com","chotowa@diecezja.tarnow.pl","14- 67-01-888","ks. Józef Majka","8:00, 10:00","7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/231-chotowa"
"Ducha świętego","","Chronów 16, 32-720 Nowy Wiśnicz,","Chronów 16, 32-720 Nowy Wiśnicz,","http://www.chronow.katolicki.eu","chronow@diecezja.tarnow.pl","14- 68-56-750","ks. Jan Malisz","7.30, 10.30; 15.00 (w maju, październiku i Wielkim Poście)","7.00, 18.00 w środy (17.00 w zimie)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/232-chronow"
"św. Franciszka z Asyżu","","Cieniawa 198, 33-333 Ptaszkowa,","Cieniawa 198, 33-333 Ptaszkowa,","parafiacieniawa.xaa.pl","cieniawa@diecezja.tarnow.pl","18- 44-51-713","Ks. dr Wacław Barnaś","7:30, 10:30, III, V, X 16:00","7:00, śr. 17:00, 18:00 lub 19:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/233-cieniawa"
"Pana Jezusa Miłosiernego i św. Andrzeja Ap.","","33-190 Ciężkowice,","ul. św. Andrzeja 8,, 33-190 Ciężkowice,","http://www.ciezkowice.diecezja.tarnow.pl","ciezkowice@diecezja.tarnow.pl","14- 65-10-030","ks. mgr Jan Zając","7:00, 9:00, 10:15, 11:30, 16:00, Kipszna 8:00, Bogoniowice 14:00","6:30, 7:00, 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/234-ciezkowice"
"św. Antoniego Padewskiego","","Cikowice 87, 32-700 Bochnia,","Cikowice 87, 32-700 Bochnia,","http://www.cikowice.tarnow.opoka.org.pl","cikowice@diecezja.tarnow.pl","14- 61-20-194","ks. dr Leszek Durlak","7:00,8:30,10:00,11:30,17:00(18:00) Damienice14:00(15:00),Stanisławice 15:30(16:30)","6:30, 18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/235-cikowice"
"Matki Bożej Nieustającej Pomocy","","39-215 Czarna,","ul. Spółdzielcza 32a,, 39-215 Czarna,","http://www.czarna.tarnow.opoka.org.pl/","czarna@diecezja.tarnow.pl","14-67-61-085","ks. Stanisław Janusz","7:00, 9:00, 11:00, 16:00","6:30, 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/236-czarna"
"św. Marcina B.","","Czarny Potok 23, 33-390 Łącko,","Czarny Potok 23, 33-390 Łącko,","","czarny_potok@diecezja.tarnow.pl","18-44-79-444","ks. mgr Leszek Babraj","7:00, 9:00, 11:00, 16:00","6:30, 17:00 (18:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/237-czarny-potok"
"Narodzenia Najśw. Maryi Panny","","32-860 Czchów,","Rynek 1, 32-860 Czchów,","www.parafiaczchow.pl","czchow@diecezja.tarnow.pl","14- 66-36-060","ks. dr Ryszard Biernat","7:00, 9:00, 10:30, 19:00 (17:00), Kozieniec 12:00, Drużków 14:00","6:30, 19:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/238-czchow"
"św. Klemensa PM","","39-304 Czermin 477,","39-304 Czermin 477,","http://www.czermin.diecezja.tarnow.pl/","czermin@diecezja.tarnow.pl","17- 58-43-524","ks. mgr Paweł Fałowski","7:00, 9:00, 10:30, 16:00, Kawęczyn 12:00","6:30, 7:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/239-czermin"
"św. Marcina B. i MB Pocieszenia","","33-121 Czermna 101,","33-121 Czermna 101,","http://www.parafiaczermna.pl","czermna@diecezja.tarnow.pl","14-65-28-435","ks. Stanisław Madeja","7:00, 9:30, 11:30, 16:00","6:30, 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/240-czermna"
"Niepokalanego Serca Najśw. Maryi Panny","","Czyrna 37, 33-380 Krynica-Zdrój","Czyrna 37, 33-380 Krynica-Zdrój","","czyrna@diecezja.tarnow.pl","18- 47-41-610","Ks. Adam Basista","8:00, 11:00, Piorunka 9:30","7:00, 17:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/c/241-czyrna"
"Najśw. Maryi Panny Szkaplerznej","","33-200 Dąbrowa Tarnowska,","ul. Zamkowa 3,, 33-200 Dąbrowa Tarnowska,","http://www.dt.diecezja.tarnow.pl/","dabrowa_tarnowska@diecezja.tarnow.pl","14- 64-22-526","ks. mgr Stanisław Cyran","6:00, 8:00, 9:15, 11:00, 16:00, 18:00, stary kościół: 7:00, 10:00, 12:00, Oleśnica: 9:00","6:00, 6:30, 7:00, 18:00, stary kościół 6:30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/299-dabrowa-tarnowska"
"Matki Bożej Nieustającej Pomocy i św. Kazimierza","","Dąbrówka Wisłocka 130a, 39-315 Ruda","Dąbrówka Wisłocka 130a, 39-315 Ruda","","dabrowka_wislocka@diecezja.tarnow.pl","14- 68-36-608","ks. Stanisław Łukasik","8:00, 10:30","16:30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/300-dabrowka-wislocka"
"Przemienienia Pańskiego","","33-210 Olesno, Dąbrówki Breńskie 151 a","33-210 Olesno, Dąbrówki Breńskie 151 a","","dabrowki_brenskie@diecezja.tarnow.pl","14- 64-12-180","ks. mgr Wojciech Prus","dni powszednie","Odpust parafialny","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/301-dabrowki-brenskie"
"Krzyża św. i Matki Bożej Bolesnej","","39-200 Dębica,","ul. 3. Maja 1,, 39-200 Dębica,","http://www.parkrzyzasw-debica.tarnow.opoka.org.pl/","debica5@diecezja.tarnow.pl","14- 681-42-80","ks. mgr Józef Wątroba","7:00, 8:30, 10:00, 11:30, 18:00","6:00, 6:30, 18:30 (18:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/303-debica-krzyza-sw-i-matki-bozej-bolesnej"
"Matki Bożej Anielskiej","","39-200 Dębica,","ul. Chopina 2, 39-200 Dębica,","http://www.parmba-debica.tarnow.opoka.org.pl","debica2@diecezja.tarnow.pl","14- 67-03-047","ks. mgr Jan Krupa","6:30, 8:00, 9:00, 10:30, 12:00, 14:00, 16:00, 18:00; kościół klasztorny 15:00","6:00, 6:30, 7:00, 8:00, 18:00; kościół klasztorny 7:30","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/305-debica-matki-bozej-anielskiej"
"Miłosierdzia Bożego","","39-200 Dębica,","ul. Mickiewicza 2,, 39-200 Dębica,","http://www.milosierdzie.debica.pl/","debica1@diecezja.tarnow.pl","14- 68-12-401,","ks. mgr Józef Dobosz","6:30, 8:00, 9:30, 11:00, 13:00, 15:00, 18:00","6:00, 6:30, 7:00, 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/304-debica-milosierdzia-bozego"
"św. Jadwigi","","39-200 Dębica,","ul. św. Jadwigi 9,, 39-200 Dębica,","http://www.swjadwiga.info","debica3@diecezja.tarnow.pl","14- 68-33-445","ks. mgr Ryszard Piasecki","6:00, 7:30, 9:00, 10:30, 12:00 14:00, 17:00, 19:00 (w wakacje również o 20:00)","6:00, 6:30, 7:00, 7:30, 8:00, 18:00 (19:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/306-debica-sw-jadwigi"
"Najświętszego Serca Pana Jezusa","","39-200 Dębica,","ul. Orla 47,, 39-200 Dębica,","http://www.debica-nspj.tarnow.opoka.org.pl","debica4@diecezja.tarnow.pl","14- 67-78-188,","ks. dr Kazimierz Fąfara","6:30, 8:30, 10:00, 11:30, 14.30 i 18.00","7:00, 18:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/307-debica-latoszyn"
"św. Małgorzaty PM","","32-852 Dębno 9,","32-852 Dębno 9,","http://www.debno.diecezja.tarnow.pl","debno@diecezja.tarnow.pl","14- 66-58-772","ks. mgr Marian Majka","6:30, 8:00, 9:30, 11:00, 16:00, Jastew 9.30","6:30, 18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/308-debno"
"Najświętszego Serca Pana Jezusa","","Delastowice 77, 33-230 Szczucin,","Delastowice 77, 33-230 Szczucin,","http://www.delastowice.diecezja.tarnow.pl","delastowice@diecezja.tarnow.pl","14- 643-62-02","ks. mgr Marek Kula","7:30, 10:30","7:00 (oprócz października), śr. i pt. 18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/302-delastowice"
"Matki Bożej Szkaplerznej","","34-642 Dobra k. Limanowej 99,","34-642 Dobra k. Limanowej 99,","http://www.dobra.diecezja.tarnow.pl","dobra@diecezja.tarnow.pl","18- 33-30-016,","ks. mgr Zbigniew Smajdor","7:00, 9:00, 11:00, 16:00 ","6:30, 18:00 (17:00)",": 6:30, 9:00, 11:00 i 17:00","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/310-dobra"
"Narodzenia Najśw. Maryi Panny","","Dobrków 28, 39-220 Pilzno,","Dobrków 28, 39-220 Pilzno,","http://www.dobrkow.diecezja.tarnow.pl","dobrkow@diecezja.tarnow.pl","14-672-13-90","Ks. Stanisław Jędrzejczyk","7:00, 9:00, 11:00, 16:30","7:00, śr., sob. 18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/311-dobrkow"
"Najśw. Maryi Panny Królowej Polski","","Dobrynin 19, 39-322 Rzemień,","Dobrynin 19, 39-322 Rzemień,","http://www.dobrynin.tarnow.opoka.org.pl/","dobrynin@diecezja.tarnow.pl","17- 77-48-300","ks. mgr Andrzej Jurusik","8:00, 9:30, 11:00, 17:00","6:30, 18:00 (17:00)","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/312-dobrynin"
"Nawiedzenia Najśw. Maryi Panny","","Domosławice 74, 32-860 Czchów","Domosławice 74, 32-860 Czchów","http://www.domoslawiceparafia.republika.pl","domoslawice@diecezja.tarnow.pl","14-66-59-371","ks. mgr Marek Kądziołka","7:00, 10:00, 11:30; nieszpory 16:00","6:00","","","http://www.diecezja.tarnow.pl/index.php/schematyzm/d/313-domoslawice"
