"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Dziekanów Leśny. Matki Bożej Królowej Rodzin","","","ul. Miła 52, 05-092 Łomianki","www.parafiadziekanow.pl","d.kosk@parafiadziekanow.pl","501 161 939","","8:30, 10:00, 11:30 (dla dzieci), 18:00","18:00","","52.351210,","http://archidiecezja.warszawa.pl/parafie/dziekanow-lesny-matki-bozej-krolowej-rodzin/"
"Kalwaria. NIEPOKALANEGO POCZĘCIA NMP","","","ul. Ks. Sajny 2, 05-530 Góra Kalwaria","www.gorakalwaria.marianie.pl","gorakalwaria@marianie.pl","22 727 35 61, fax +48 22 727 21 90","","7:00, 8:30, 10:00 (suma), 11:30 (dla dzieci), 12:45, 19:00","7:00, 8:00, 9:00 (we wtorek), 16:30 (pierwszy piątek miesiąca w roku szkolnym), 18:00","","51.981274,21.220233","http://archidiecezja.warszawa.pl/parafie/gora-kalwaria-niepokalanego-poczecia-nmp/"
"Kampinoskie. NAWIEDZENIA NMP","","","Górki Kampinoskie 69, 05-156 Górki Kampinoskie","","parafia.gorki.kampinoskie@wp.pl","22 794 01 13","","9:00, 10:30","17:30","","52.323370,20.519753","http://archidiecezja.warszawa.pl/parafie/gorki-kampinoskie-nawiedzenia-nmp/"
"Św. MICHAŁA ARCHANIOŁA","","","Warszawska 25, 05-610 Goszczyn","","","48 332 05 26","","8:30, 10:00, 12:00, 18:00 (od kwietnia do września)","7:00, 17:00 (od kwietnia do września - godz. 18:00)","","51.732087,20.852276","http://archidiecezja.warszawa.pl/parafie/goszczyn-sw-michala-archaniola/"
"Mazowiecki MATKI BOŻEJ NIEUSTAJĄCEJ POMOCY","","","ul. Piaskowa 21, 05-825 Grodzisk Mazowiecki","www.mbnp.waw.pl","kancelaria@mbnp.waw.pl","22 755 24 46","","8:00, 10:00, 12:00 (dla rodzin), 18:00","7:00, 18:00","","52.101856,20.649527","http://archidiecezja.warszawa.pl/parafie/grodzisk-mazowiecki-matki-bozej-nieustajacej-pomocy/"
"Mazowiecki. MIŁOSIERDZIA BOŻEGO","","","ul. Orzeszkowej 10 , 05-827 Grodzisk Mazowiecki","www.parafia-mb.csd.pl","","22 755 72 87","","8:00, 10:00 (młodzieżowa), 11:30 (dla dzieci), 13:00, 18:00","7:00, 18:00","","52.110003,20.639055","http://archidiecezja.warszawa.pl/parafie/grodzisk-mazowiecki-milosierdzia-bozego/"
"Mazowiecki. PRZEMIENIENIA PAŃSKIEGO","","","ul. Łączna 1 , 05-825 Grodzisk Mazowiecki","www.parafia-przemienienia-grodzisk.pl","parafia@parafia-przemienienia-grodzisk.pl","22 755 62 44","","8:00, 10:00, 12:00, 18:00","7:15, 18:00","","52.118385,20.612020","http://archidiecezja.warszawa.pl/parafie/grodzisk-mazowiecki-przemienienia-panskiego/"
"Mazowiecki. Św. ANNY","","","Plac Zygmunta Starego 2a, 05-825 Grodzisk Mazowiecki","www.swietaanna.pl","","22 724 06 11, fax +48 22 755 56 45","","7:00, 8:45, 10:00, 11:30, 11:30 (dla dzieci, w kaplicy), 12:45, 18:30, 20:00","7:00, 8:00, 17:30, 18:30","","52.103571,20.622446","http://archidiecezja.warszawa.pl/parafie/grodzisk-mazowiecki-sw-anny/"
"MIŁOSIERDZIA BOŻEGO","","","ul. Jana Pawła II 24, 05-600 Grójec","www.milosierdzie.grojec.eu","","48 664 47 77","","7:30, 9:00, 10:30, 12:00 (dla dzieci), 17:00 (młodzieżowa)","7:00, 17:00","","51.861811,20.873832","http://archidiecezja.warszawa.pl/parafie/grojec-milosierdzia-bozego/"
"Św. MIKOŁAJA BISKUPA","","","ul. Worowska 1, 05-600 Grójec","www.mikolaj.grojec.eu","","48 664 23 65","","6:30, 8:00, 9:30 (młodzieżowa), 11:00 (dla dzieci), 12:30 (suma), 17:00, 19:00","6:30, 7:30, 18:00","","51.867927,20.863424","http://archidiecezja.warszawa.pl/parafie/grojec-sw-mikolaja-biskupa/"
"MB WSPOMOŻENIA WIERNYCH","","","ul. Millenium 13, 05-503 Głosków","www.gloskow.salezjanie.pl","gloskow@salezjanie.pl","22 757 82 99, fax +48 22 757 82 99","","7:30, 10:15, 12:00, 18:00","7:30, 18:00","","52.028771,20.956857","http://archidiecezja.warszawa.pl/parafie/gloskow-mb-wspomozenia-wiernych/"
"Św. FRANCISZKA z ASYŻU","","","ul. 3 Maja 83, 05–080 Izabelin","www.swfranciszek.pl","","22 722 60 94","","8:30, 10:00, 11:30 (suma), 12:45 (dla dzieci), 18:00 (młodzieżowa)","8:00, 18:00","","52.295549,20.799823","http://archidiecezja.warszawa.pl/parafie/izabelin-sw-franciszka-z-asyzu/"
"Św. MICHAŁA ARCHANIOŁA","","","ul. Oziębłowskiego 12, 05-825 Izdebno Kościelne","www.swmichalarch.pl","parafia@swmichalarch.pl","22 720 07 65","","9:00, 11:30","18:00","","52.138185,20.533730","http://archidiecezja.warszawa.pl/parafie/izdebno-sw-michala-archaniola/"
"Św. ROCHA","","","ul. Warecka 37, 05-604 Jasieniec","www.parafia-jasieniec.pl ","jasieniec@parafia-jasieniec.pl","48 661 35 12","","8:00, 9:30, 12:00, 17:00 (poza wakacjami)","7:00, 17:00","","51.821692,20.941991","http://archidiecezja.warszawa.pl/parafie/jasieniec-sw-rocha/"
"Św. ROCHA","","","ul. Główna 2, 05-502 Jazgarzew","www.parafiajazgarzew.pl","roch@warszawa.opoka.org.pl","22 756 76 41","","7:30, 9:15 (młodzieżowa), 11:45 (dla dzieci), 18:00","18:00","","52.042502,20.993455","http://archidiecezja.warszawa.pl/parafie/jazgarzew-sw-rocha/"
"PRZEMIENIENIA PAŃSKIEGO","","","Jeziórka 16, 05-652 Pniewy k. Grójca","www.parafia-jeziorka.pl ","kancelaria@parafia-jeziorka.pl","48 668 69 56","","9:00, 11:30, 16:00","7:00 (poniedziałek, wtorek, środa), 18:00 (czwartek, piątek, sobota; w okresie jesienno-zimowym o godz. 17:00)","","51.881895,20.750317","http://archidiecezja.warszawa.pl/parafie/jeziorka-przemienienia-panskiego/"
"Św. JÓZEFA OPIEKUNA PRACY","","","Józefosław, ul. Ogrodowa 3, 05-500 Piaseczno","www.parafia-jozefoslaw.pl/strona-glowna/","jozefoslaw.parafia@gmail.com","22 750 76 77","","8:00, 9:30, 11:00, 12:30, 18:00","8:00, 18:00 (w okresie zimowym - godz. 17:00)","","52.101574,21.035900","http://archidiecezja.warszawa.pl/parafie/jozefoslaw-sw-jozefa-opiekuna-pracy/"
"ŚWIĘTEJ RODZINY","","","Kamionka, Świerkowa 9/13, 05-502 Piaseczno","www.swieta-rodzina.pl","","22 757 41 28","","7:30. 9:00, 10:30, 12:00, 16:00 (poza wakacjami), 18:00","18:00 (w okresie zimowym - godz. 17:00)","","52.056667,20.979843","http://archidiecezja.warszawa.pl/parafie/kamionka-swietej-rodziny/"
"WNIEBOWZIĘCIA NMP","","","ul. Chopina 22, 05-085 Kampinos","www.parafiakampinos.pl","parafia@parafiakampinos.pl","22 725 00 15","","8:00, 9:30, 11:00","8:00 (poza środą), 17:00 (w dni powszednie w maju, czerwcu i październiku, przez cały rok w środę)","","52.267892,20.460757","http://archidiecezja.warszawa.pl/parafie/kampinos-wniebowziecia-nmp/"
"ŚWIĘTYCH APOSTOŁÓW PIOTRA i PAWŁA","","","Kaski 22a, ul. Królewska 27, 96-314 Baranów","","","46 856 07 25","","","","","52.171272,20.436322","http://archidiecezja.warszawa.pl/parafie/kaski-swietych-apostolow-piotra-i-pawla/"
"MATKI BOŻEJ SZKAPLERZNEJ","","","Kazuń Bielany, ul. Kościelna 1, 05-152 Czosnów","www.parafiakazun.pl","parafiakazun@parafiakazun.pl","22 785 07 67","","7:30, 8:45 (kaplica Podwyższenia Krzyża Świętego w Małocicach), 10:30, 12:00 (suma)","18:00 (od października do lutego - godz. 17:00)","","52.407011,20.680977","http://archidiecezja.warszawa.pl/parafie/kazun-matki-bozej-szkaplerznej/"
"Św. JANA CHRZCICIELA","","","Kędzierówka 1, 05-540 Kędzierówka","","","22 727 61 20","","9:00, 10:30 (w wakacje o 11:00), 12:00 (poza wakacjami), 18:00","18:00","","51.981471,21.039760","http://archidiecezja.warszawa.pl/parafie/kedzierowka-sw-jana-chrzciciela/"
"NARODZENIA NMP","","","ul. 3-go Maja 9, 05-806 Komorów","komorow.mkw.pl","parafiakomorow@magazynparafialny.org","22 758 06 15","","8:00, 9:30, 9:30 (młodzieżowa, Dolny Kościół, od października do maja), 11:00, 11:00 (dla dzieci, Dolny Kościół, od października do maja), 12:30 (poza wakacjami), 18:00 (w wakacje - godz. 19:00)","7:00, 18:00","","52.144669,20.813801","http://archidiecezja.warszawa.pl/parafie/komorow-narodzenia-nmp/"
"ŚWIĘTEJ TRÓJCY","","","Konary 60a, 05-660 Warka","","parafia.konary@wp.pl","48 667 61 23","","9:00, 12:00","7:00 (w okresie zimowym - g. 8:00)","","51.875901,21.236830","http://archidiecezja.warszawa.pl/parafie/konary-swietej-trojcy/"
"MATKI BOŻEJ ANIELSKIEJ w Skolimowie","","","ul. Środkowa 15, 05-510 Konstancin-Jeziorna","www.mbanielska.mkw.pl","","22 754 67 54","","7:30, 9:00, 10:30 (w wakacje o godz. 11:00), 12:00 (poza wakacjami), 18:00","7:00, 18:00","","52.078642,21.103954","http://archidiecezja.warszawa.pl/parafie/konstancin-jeziorna-matki-bozej-anielskiej-w-skolimowie/"
"Św. JÓZEFA OBLUBIEŃCA NMP (Mirków)","","","ul. Jaworskiego 1 , 05-520 Konstancin-Jeziorna","www.swjozef.net","","22 754 38 67","","8:30, 10:30, 12:00 (dla dzieci), 18:00","7:00 (w wakacje w poniedziałek, wtorek, czwartek), 18:00 (w wakacje w środę, piątek, sobotę)","","52.095330,21.135264","http://archidiecezja.warszawa.pl/parafie/konstancin-jeziorna-sw-jozefa-oblubienca-nmp-mirkow/"
"ŚWIĘTEJ BOŻEJ RODZICIELKI MARYI w Klarysewie","","","ul Słoneczna 20, 05-520 Konstancin-Jeziorna","www.parafiaklarysew.waw.pl","","22 756 33 48","","8:00, 10:00, 12:00, 18:00","18:00","","52.098051,21.113498","http://archidiecezja.warszawa.pl/parafie/konstancin-jeziorna-swietej-bozej-rodzicielki-maryi-w-klarysewie/"
"WNIEBOWZIĘCIA NMP","","","al. Józefa Piłsudskiego 54, 05-510 Konstancin-Jeziorna","wniebowziecie.pl","konstancinwniebowziecianmp@gmail.com","22 756 42 45","","7:00, 8:30, 10:00, 11:30, 13:00, 18:30","7:00, 18:30, 17:30 (oprócz wakacji i czasu wizyty duszpasterskiej)","","","http://archidiecezja.warszawa.pl/parafie/konstancin-jeziorna-wniebowziecia-nmp/"
"Kostowiec NMP WSPOMOŻENIA WIERNYCH","","","ul. ks. Stanisława Przeździeckiego 2, 05-831 Młochów","www.parafiakostowiec.pl","proboszcz@parafiakostowiec.pl","22 729 94 85","","7:30 (w kaplicy u Sióstr Rodziny Maryi), 9:30 (dla dzieci), 12:00","7:00 (od poniedziałku do piątku, w kaplicy u Sióstr Rodziny Maryi), 7:30 (sobota, w kaplicy u Sióstr Rodziny Maryi), 18:00","","52.059796,20.743075","http://archidiecezja.warszawa.pl/parafie/kostowiec-nmp-wspomozenia-wiernych/"
"Św. Jana Marii Vianneya","","","Al. E. Marylskiego 5, Książenice, 05-825 Grodzisk Mazowiecki","www.jan-maria-vianney.pl","parafia@jan-maria-vianney.pl","601 319 715","","8:00, 10:00 (dla dzieci), 12:00 (suma)","18:00 (we wtorek o godz. 8:00)","","52.071801,20.693553","http://archidiecezja.warszawa.pl/parafie/ksiazenice-sw-jana-marii-vianneya/"
"MATKI BOŻEJ CZĘSTOCHOWSKIEJ","","","ul. Józefa Chełmońskiego 6, Kuklówka Zarzeczna, 96-325 Radziejowice","www.parafiakuklowka.pl","kancelaria@parafiakuklowka.pl","22 243 29 82","","8:00, 10:00, 11:30, 18:00","7:00, 18:00","","52.047444,20.594277","http://archidiecezja.warszawa.pl/parafie/kuklowka-matki-bozej-czestochowskiej/"
"Warszawskie. MATKI BOŻEJ KRÓLOWEJ MEKSYKU","","","ul. 3-go Maja 40/42, Laski Warszawskie, 05-080 Izabelin","www.parafiawlaskach.pl","parafiawlaskach@gmail.com","22 752 21 07","","9:00, 10:30, 12:00, 19:00","7:00, 18:30","","52.293150,20.846163","http://archidiecezja.warszawa.pl/parafie/laski-warszawskie-matki-bozej-krolowej-meksyku/"
"Św. MAŁGORZATY DM","","","pl. Romana Kobendzy 5, 05-155 Leoncin","","kamyk11@autograf.pl","22 785 65 83","","8:45, 12:00, 17:00","17:30, 18:00","","52.394576,20.540428","http://archidiecezja.warszawa.pl/parafie/leoncin-sw-malgorzaty-dm/"
"Polana. MATKI BOŻEJ KRÓLOWEJ POLSKI","","","Leśna Polana al. Prymasa Tysiąclecia 3 , 05-504 Złotokłos","www.par.lesnapolana.ns48.pl","aruszkowski3@wp.pl","22 727 70 99","","9:00, 11:30, 18:00 (w okresie zimowym - g. 16:00)","8:00 (wtorek, czwartek), 18:00 (poniedziałek, środa, piątek, sobota; w okresie zimowym - g. 17:00)","","51.980998,20.905780","http://archidiecezja.warszawa.pl/parafie/lesna-polana-matki-bozej-krolowej-polski/"
"NARODZENIA ŚW. JANA CHRZCICIELA","","","ul. Warszawska 1, 05-084 Leszno k. Błonia","www.parafia-leszno.com","parafia@parafia-leszno.com","22 725 80 24","","7:30, 9:00, 10:30, 12:00, 18:00","7:00, 18:00","","52.258320,20.592245","http://archidiecezja.warszawa.pl/parafie/leszno-narodzenia-sw-jana-chrzciciela/"
"Bł. HONORATA KOŹMIŃSKIEGO","","","ul. Piaseczyńska 7, Lesznowola, 05-600 Grójec","","","48 664 64 88","","9:00, 11:00, 16:00","19:00 (od października do Niedzieli Bożego Miłosierdzia - godz. 17:00)","","51.912814,20.902927","http://archidiecezja.warszawa.pl/parafie/lesznowola-bl-honorata-kozminskiego/"
"Św. WOJCIECHA BM i św. MARCINA","","","Lewiczyn 1, 05-622 Belsk Duży","www.sanktuarium-lewiczyn.pl","sanktuarium.lewiczyn@gmail.com","48 661 17 60","","9:00, 11:30, 17:00 (od października do Wielkanocy - godz. 16:00)","7:30 (poniedziałek, wtorek, w okresie letnim, od listopada do Wielkanocy), 8:00 (poniedziałek, wtorek, w okresie letnim, od listopada do Wielkanocy), 16:00 (od środy do soboty, od listopada do Wielkanocy), 16:30 (w październiku; od środy do soboty, od listopada do Wielkanocy), 17:00 (w październiku), 17:30 (w maju i czerwcu; od środy do soboty, w okresie letnim), 18:00 (w maju i czerwcu; od środy do soboty, w okresie letnim)","","51.802171,20.860894","http://archidiecezja.warszawa.pl/parafie/lewiczyn-sw-wojciecha-bm-i-sw-marcina/"
"ŚWIĘTEJ TRÓJCY","","","Lipie 33, 05-620 Błędów","","parafialipie@gmail.com","48 668 10 52","","9:00, 11:30, 16:00","18:00 (w okresie zimowym - godz. 16:00)","","51.824534,20.706377","http://archidiecezja.warszawa.pl/parafie/lipie-swietej-trojcy/"
"Św. ROCHA","","","ul. Jakubowicza 120, Lipków, 05-080 Izabelin","www.swroch-lipkow.pl","","22 722 60 80","","8:30, 10:00, 11:30 (dla dzieci), 13:00 (suma), 18:30 (młodzieżowa, od października do czerwca - godz. 17:00)","18:00","","52.279991,20.804760","http://archidiecezja.warszawa.pl/parafie/lipkow-sw-rocha/"
"Magdalenka Św. MARII MAGDALENY","","","ul. Ks. H. Słojewskiego 19, 05-552 Wólka Kosowska","www.parafia-magdalenka.pl","parafia@parafia-magdalenka.pl","22 757 77 63, fax +48 22 757 99 93","","8:30 (w wakacje - godz. 8:00), 10:00 (Lesznowola, w wakacje - godz. 9:30), 11:00, 12:30 (poza wakacjami), 18:00","7:00 (w wakacje - godz. 9:00), 18:00","","52.082962,20.896608","http://archidiecezja.warszawa.pl/parafie/magdalenka-sw-marii-magdaleny/"
"Matki Bożej Anielskiej na Wierzbnie","","","ul. Modzelewskiego 98a, 02-679 Warszawa","www.franciszkanie-mokotow.pl","ofm@franciszkanie-mokotow.pl","22 848 42 35 wew. 226","","7:00, 8:00, 9:30, 11:00 (dla dzieci), 12:30, 17:00, 18:30, 20:00 (w wakacje)","7:00, 8:00, 9:00, 18:30","","","http://archidiecezja.warszawa.pl/parafie/matki-bozej-anielskiej-na-wierzbnie/"
"Matki Bożej Częstochowskiej na Powiślu","","","ul. Zagórna 5, 00-441 Warszawa","www.matka-boza-czestochowska.mkw.pl","","22 629 23 52, fax +48 22 629 23 52","","7:00, 9:00, 10:00, 11:30 (dla dzieci), 13:00 (w wakacje o 12:00), 17:00 (młodzieżowa), 17:00","7:00, 7:30, 18:00","","52.226045,21.040726","http://archidiecezja.warszawa.pl/parafie/matki-bozej-czestochowskiej-na-powislu/"
"Matki Bożej Fatimskiej w Ursusie","","","ul. Zagłoby 37, 02-495 Warszawa","www.smbfat.pl","smbfat@poczta.onet.pl","22 667 02 13, fax 22 662 48 49","","7:30, 9:00, 10:30, 12:00, 18:00","7:00, 7:30, 8:00, 18:00","","52.192128,20.8613","http://archidiecezja.warszawa.pl/parafie/matki-bozej-fatimskiej/"
