"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Przemienienia Pańskiego","36-200","BRZOZÓW","36-200 BRZOZÓW, Plac Grunwaldzki 2","","","13 434 16 34","","6.30; 8.00; 9.30; 11.00; 12.15; 16.00; 18.00","","","",""
"Matki Bożej Pocieszenia","37-304","BRZYSKA WOLA","37-304 BRZYSKA WOLA, Brzyska Wola 202","","","17 242 91 37","","8.00; 11.00","","","",""
"św. Jana Chrzciciela","37-307","BRZÓZA KRÓLEWSKA","37-307 BRZÓZA KRÓLEWSKA, Brzóza Królewska 493","","","17 242 90 74","","7.00; 9.00; 11.00; 17.00","","","",""
"Najświętszego Serca Pana Jezusa","37-110","ŻOŁYNIA","37-110 ŻOŁYNIA, Brzóza Stadnicka 147","","","17 224 80 26","","7.30; 10.30","","","",""
"Niepokalanego Serca NMP","37-114","BIAŁOBRZEGI","37-114 BIAŁOBRZEGI, Budy Łańcuckie 216","","","502 034 899","","6.30; 8.00; 10.30; 15.00","","","",""
"Podwyższenia Krzyża Świętego","38-505","BUKOWSKO","38-505 BUKOWSKO, Bukowsko","","","13 467 44 52","","7.30; 11.00; 15.00","","","",""
"NMP Królowej","37-710","ŻURAWICA","37-710 ŻURAWICA, Buszkowice 134","","","16 671 63 21","","8.00; 10.30; 16.00","","","",""
"Najświętszego Serca Pana Jezusa","38-458","CHORKÓWKA","38-458 CHORKÓWKA, Bóbrka 151","","","13 431 31 51","","7.30; 11.30","","","",""
"Najświętszego Serca Pana Jezusa","36-623","UHERCE MINERALNE","36-623 UHERCE MINERALNE, Bóbrka 57","","","13 469 18 95","","8.30; 12.30","","","",""
"św. Marcina","36-030","BŁAŻOWA","36-030 BŁAŻOWA, ul. Armii Krajowej 1","","","17 229 70 38","","7.00; 9.00; 11.00; 17.00","","","",""
"św. Andrzeja","37-306","GRODZISKO DOLNE","37-306 GRODZISKO DOLNE, Grodzisko Nowe 273","","","17 243 62 10","","8.00; 10.30; 17.00","","","",""
"Matki Bożej Nieustającej Pomocy","37-306","GRODZISKO DOLNE","37-306 GRODZISKO DOLNE, Chodaczów 112","","","17 243 53 01","","8.00; 10.30","","","",""
"Narodzenia NMP","37-552","MŁYNY","37-552 MŁYNY, Chotyniec 28","","","16 628 36 52","","7.30; 11.00","","","",""
"Wniebowzięcia NMP","37-561","CHŁOPICE","37-561 CHŁOPICE, Chłopice 102","","","16 622 24 94","","8.00; 11.00; 16.00","","","",""
"św. Piotra i Pawła","37-534","ADAMÓWKA","37-534 ADAMÓWKA, Cieplice Jarosławskie 213","","","16 622 93 04","","11.00","","","",""
"św. Jana Chrzciciela","37-124","KRACZKOWA","37-124 KRACZKOWA, Cierpisz 109","","","17 741 58 14","","8.00; 10.30","","","",""
"Niepokalanego Poczęcia NMP","37-500","JAROSŁAW","37-500 JAROSŁAW, Cieszacin 202","","","16 621 97 52","","7.30; 10.30","","","",""
"św. Stanisława","38-607","CISNA","38-607 CISNA, Cisna 29","","","13 468 63 19","","niedziele i święta. 8.00; 11.15; (wakacje od VI do VIII 17.00)","","","",""
"Podwyższenia Krzyża Świętego","38-710","CZARNA","38-710 CZARNA, Czarna Górna 110","","","13 461 94 40","","7.30; 11.30; 16.00","","","",""
"Imienia NMP","37-125","CZARNA","37-125 CZARNA, Czarna 618","","","17 226 22 16","","7.30; 10.30; 15.00","","","",""
"Podwyższenia Krzyża Świętego","38-516","TARNAWA DOLNA","38-516 TARNAWA DOLNA, Czaszyn 34","","","13 466 14 40","","8.00; 10.30","","","",""
"Matki Bożej Nieustającej Pomocy","38-460","JEDLICZE","38-460 JEDLICZE, Dobieszyn 122 a","","","13 438 23 11","","8.00; 11.00; 16.00","","","",""
"Matki Bożej Nieustającej Pomocy","37-554","ŁOWCE","37-554 ŁOWCE, Dobkowice 198","","","16 622 23 13","","8.00; 10.30","","","",""
"Najświętszego Serca Pana Jezusa","37-530","SIENIAWA","37-530 SIENIAWA, Dobra 85","","","16 622 73 83","","7.30; 11.00","","","",""
"św. Mikołaja i Matki Bożej Nieustającej Pomocy","36-230","DOMARADZ","36-230 DOMARADZ, Domaradz 436","","","13 434 74 61","","7.00; 9.00; 11.00; 16.00","","","",""
"Matki Bożej Szkaplerznej","37-750","DUBIECKO","37-750 DUBIECKO, Drohobyczka 58","","","16 651 13 91","","8.00; 11.00","","","",""
"Matki Bożej Częstochowskiej","37-716","ORŁY","37-716 ORŁY, Drohojów 14","","","16 671 20 71","","10.30","","","",""
"Niepokalanego Serca NMP","37-750","DUBIECKO","37-750 DUBIECKO, ul. Krasickiego 20","","","16 651 23 70","","7.00; 9.00; 11.15; 15.30","","","",""
"Wszystkich Świętych","38-505","BUKOWSKO","38-505 BUKOWSKO, Dudyńce 1","","","13 467 52 99","","8.00; 11.00","","","",""
"św. Marii Magdaleny","38-450","DUKLA","38-450 DUKLA, ul. Trakt Węgierski 18","","","13 433 00 38","","6.30; 8.00; 9.30; 11.00; 15.00; 18.00","","","",""
"św. Jana z Dukli","38-450","DUKLA","38-450 DUKLA, ul. Pocztowa 5","","","13 433 00 61","","w niedziele i święta. 7.30; 9.00; 10.30; 15.00; 17.00 (1 IV - 30 IX); 18.30 (1 X - 31 III)","","","",""
"św. Michała Archanioła","38-713","LUTOWISKA","38-713 LUTOWISKA, Dwernik 22","","","13 461 08 15","","08.30 (wakacje 19.00)","","","",""
"św. Michała Archanioła i św. Anny","36-204","DYDNIA","36-204 DYDNIA, Dydnia 145","","","13 430 35 70","","7.30; 11.00; 16.00","","","",""
"św. Zofii","36-069","DYLĄGOWA","36-069 DYLĄGOWA, Dylągowa 176","","","16 652 35 02","","7.30; 11.00","","","",""
"Niepokalanego Serca NMP","36-025","DYLĄGÓWKA","36-025 DYLĄGÓWKA, Dylągówka 270","","","17 229 53 09","","7.30; 10.30; 15.00","","","",""
"św. Wawrzyńca","36-065","DYNÓW","36-065 DYNÓW, ul. ks. J. Ożoga 8","","","16 677 44 94","","6.30; 8.00; 9.30; 11.00; 16.00 (wakacje. 18.00)","","","",""
"NMP Królowej Polski","37-100","ŁAŃCUT","37-100 ŁAŃCUT, Dąbrówki 227","","","17 225 13 40","","8.00; 10.30; 15.00","","","",""
"Podwyższenia Krzyża Świętego","37-305","DĘBNO","37-305 DĘBNO, Dębno 197","","","17 242 90 42","","8.00; 10.30","","","",""
"NMP Królowej Polski","37-200","PRZEWORSK","37-200 PRZEWORSK, Dębów 122","","","16 648 16 92","","7.30; 10.30","","","",""
"św. Jadwigi Królowej","38-530","ZARSZYN","38-530 ZARSZYN, Długie 349","","","13 467 10 70","","8.00; 10.30.17.00","","","",""
"Podwyższenia Krzyża Świętego","38-507","JUROWCE","38-507 JUROWCE, Falejówka 120","","","13 462 62 03","","8.00; 11.00","","","",""
"św. Walentego","36-030","BŁAŻOWA","36-030 BŁAŻOWA, Futoma 106","","","17 229 70 94","","8.00; 10.30","","","",""
"Wniebowzięcia NMP","37-207","GAĆ","37-207 GAĆ, Gać 599","","","16 641 14 25","","7.30; 10.30; 15.00","","","",""
"św. Michała Archanioła","37-300","LEŻAJSK","37-300 LEŻAJSK, Giedlarowa 1148","","","17 242 51 51","","7.30; 9.00; 11.00; 16.00","","","",""
"św. Mateusza ","37-203","GNIEWCZYNA","37-203 GNIEWCZYNA, Gniewczyna 530","","","16 642 73 78","","7.15; 9.00; 11.00; 15.30","","","",""
"św. Barbary","36-230","DOMARADZ","36-230 DOMARADZ, Golcowa 1","","","13 434 71 03","","7.30; 10.30; 15.15","","","",""
"Najświętszego Serca Pana Jezusa","37-204","TRYŃCZA","37-204 TRYŃCZA, Gorzyce 314","","","16 642 11 78","","8.00; 10.30; 15.00","","","",""
"św. Mikołaja i św. Józefa","36-207","GRABOWNICA","36-207 GRABOWNICA, Grabownica 767","","","13 439 50 11","","8.00; 10.30; 16.00","","","",""
"Nawiedzenia NMP","36-207","GRABOWNICA","36-207 GRABOWNICA, Grabówka 93","","","13 430 49 05","","7.30; 11.00","","","",""
"Nawiedzenia NMP","37-733","PIKULICE","37-733 PIKULICE, Grochowce 28","","","16 672 03 55","","7.00; 11.30","","","",""
"św. Barbary","37-306","GRODZISKO DOLNE","37-306 GRODZISKO DOLNE, Grodzisko Dolne 248","","","17 243 60 19","","7.00; 9.00; 11.00; 17.00","","","",""
"Matki Bożej Bolesnej","36-025","DYLĄGÓWKA","36-025 DYLĄGÓWKA, Wólka Hyżneńska 89","","","17 229 53 02","","8.00; 10.30; 15.00","","","",""
"Podwyższenia Krzyża Świętego","37-200","PRZEWORSK","37-200 PRZEWORSK, Grzęska 477","","","16 648 79 12","","7.30; 10.30; 15.00","","","",""
"Matki Bożej Pocieszenia","37-110","ŻOŁYNIA","37-110 ŻOŁYNIA, Gwizdów 49","","","17 242 56 98","","8.00; 10.30","","","",""
"Matki Bożej Wspomożycielki Wiernych","36-200","BRZOZÓW","36-200 BRZOZÓW, Górki 74","","","13 434 56 81","","8.00; 11.00; 16.00","","","",""
"Wniebowstąpienia Pańskiego","38-613","WOŁKOWYJA","38-613 WOŁKOWYJA, Górzanka 50","","","13 469 25 81","","8.00; 11.00","","","",""
"św. Maksymiliana Kolbego","38-455","GŁOWIENKA","38-455 GŁOWIENKA, Głowienka 39","","","13 421 97 20","","7.00; 9.00; 11.00; 17.00","","","",""
"Wniebowstąpienia Pańskiego","37-100","ŁAŃCUT","37-100 ŁAŃCUT, Głuchów 95","","","17 225 33 93","","8.00; 11.00; 16.00","","","",""
"św. Marii Magdaleny","38-480","RYMANÓW","38-480 RYMANÓW, Głębokie 39","","","13 435 90 39","","7.30; 11.30","","","",""
"Wniebowzięcia NMP","38-213","HACZÓW","38-213 HACZÓW, Haczów 605","","","13 439 10 12","","7.30; 9.30; 11.00; 16.00 (lato - kościół zabytkowy; zima - kościół nowy)","","","",""
"Niepokalanego Serca NMP","37-232","JAWORNIK POLSKI","37-232 JAWORNIK POLSKI, Hadle Szklarskie 344","","","16 651 41 63","","8.00; 11.00","","","",""
"św. Piotra i Pawła","37-123","Handzlówka","37-123 Handzlówka, Handzlówka 107","","","17 226 42 13","","7.30; 10.30; 15.00","","","",""
"św. Mikołaja","36-067","HARTA","36-067 HARTA, Harta 431","","","16 652 17 65","","7.30; 11.00","","","",""
"NMP Królowej Polski","37-733","PIKULICE","37-733 PIKULICE, Hermanowice 61","","","16 675 18 47","","7.00; 10.30","","","",""
"św. Anny","38-604","HOCZEW","38-604 HOCZEW, Hoczew 71","","","13 469 42 26","","8.30; 12.00","","","",""
"Matki Bożej Wspomożenia Wiernych","37-230","MANASTERZ","37-230 MANASTERZ, Hucisko Jawornickie 257","","","16 651 44 32","","8.00; 10.30; 15.00","","","",""
"św. Stanisława","36-206","HUMNISKA","36-206 HUMNISKA, Humniska 664","","","13 434 69 10","","8.00; 10.30; 16.00","","","",""
"Niepokalanego Poczęcia NMP","36-206","HUMNISKA","36-206 HUMNISKA, Humniska 851","","","13 434 18 17","","8.00; 10.30; 15.00","","","",""
"św. Jadwigi Śląskiej","37-705","PRZEMYŚL","37-705 PRZEMYŚL, Hurko 58","","","16 675 11 98","","7.30; 11.00","","","",""
"św. Andrzeja","37-121","HUSÓW","37-121 HUSÓW, Husów 7","","","17 226 92 10","","7.30; 9.00; 11.00; 16.00","","","",""
"Narodzenia NMP","36-024","HYŻNE","36-024 HYŻNE, Hyżne 154","","","17 229 50 29","","7.30; 10.30; 16.00","","","",""
"św. Klary","36-245","NOZDRZEC","36-245 NOZDRZEC, Hłudno 83","","","13 439 80 74","","8.00; 11.00","","","",""
"Matki Bożej Częstochowskiej","38-422","KROŚCIENKO WYŻNE","38-422 KROŚCIENKO WYŻNE, Iskrzynia, ul. Podkarpacka 30","","","13 431 55 95","","8.00; 10.15","","","",""
"św. Jana Chrzciciela","38-450","DUKLA","38-450 DUKLA, Iwla 55a","","","13 433 05 15","","7.30; 11.00","","","",""
"Wszystkich Świętych","38-440","IWONICZ ZDRÓJ","38-440 IWONICZ ZDRÓJ, Iwonicz, ul. Długa 6","","","13 435 06 25","","7.30; 9.00; 11.00; 16.30","","","",""
"św. Iwony","38-440","IWONICZ ZDRÓJ","38-440 IWONICZ ZDRÓJ, ul. Kwiatowa 10","","","13 435 07 42","","","","","",""
"Zwiastowania Pańskiego","36-203","IZDEBKI","36-203 IZDEBKI, Izdebki 355","","","13 439 90 15","","8.00; 11.00; 16.00","","","",""
"Zwiastowania NMP","36-213","HACZÓW","36-213 HACZÓW, Jabłonica Polska 65","","","13 439 11 01","","7.30; 9.00; 11.00","","","",""
"Matki Bożej Częstochowskiej","36-204","DYDNIA","36-204 DYDNIA, Jabłonka 232","","","13 430 30 61","","7.30; 11.00; 16.00","","","",""
"bł. Jadwigi Królowej","37-203","GNIEWCZYNA","37-203 GNIEWCZYNA, Jagiełła, ul. św. Królowej Jadwigi 103","","","16 648 74 49","","7.30; 10.30","","","",""
"Narodzenia NMP","37-705","PRZEMYŚL","37-705 PRZEMYŚL, Jaksmanice 96 b","","","16 678 04 23","","8.00; 11.00","","","",""
"bł. Jadwigi","38-600","LESKO","38-600 LESKO, Jankowce 117","","","13 469 85 80","","","","","",""
"Chrystusa Króla","37-500","JAROSŁAW","37-500 JAROSŁAW, ul. 3 Maja 49","","","16 621 27 03","","8.00; 9.30; 11.00; 12.15; 16.00; 18.00","","","",""
"Miłosierdzia Bożego","37-500","JAROSŁAW","37-500 JAROSŁAW, ul. Grottgera 1","","","16 621 45 13","","8.00; 9.30; 11.00; 14.00; 18.00","","","",""
"NMP Królowej Polski","37-500","JAROSŁAW","37-500 JAROSŁAW, ul. 3 Maja 12","","","16 621 62 56","","6.45; 8.00; 9.30; 11.00; 12.15. 16.00; 18.00","","","",""
"św. Teresy od Dzieciątka Jezus","37-500","JAROSŁAW","37-500 JAROSŁAW, ul. Dolnoleżajska 65","","","16 621 63 25","","7.15; 10.00; 12.00","","","",""
"Bożego Ciała","37-500","JAROSŁAW","37-500 JAROSŁAW, Plac ks. Piotra Skargi 2","","","16 621 24 60","","6.30; 8.00; 9.30; 11.00; 12.30; 16.00; 18.00; 20.00","","","",""
"Matki Bożej Bolesnej","37-500","JAROSŁAW","37-500 JAROSŁAW, ul. Dominikańska 25","","","16 624 55 25","","6.30; 8.00; 9.30; 11.00; 12.30; 14.00; 18.00; 19.15","","","",""
"Trójcy Przenajświętszej","37-500","JAROSŁAW","37-500 JAROSŁAW, ul. Jana Pawła II 16","","","16 621 22 45","","6.00; 7.30; 9.00; 10.30; 12.00; 15.00; 17.30; 19.00","","","",""
"Ducha Świętego","37-500","JAROSŁAW","37-500 JAROSŁAW, ul. Sienkiewicza 1","","","16 623 21 14","","6.30; 8.00; 9.30; 18.00","","","",""
"św. Stanisława","37-500","JAROSŁAW","37-500 JAROSŁAW, ul. Benedyktyńska 5","","","16 621 52 24","","7.30; 10.00; 11.30; 17.00","","","",""
"Najświętszego Serca Pana Jezusa","37-500","JAROSŁAW","37-500 JAROSŁAW, ul. Łazy Kostkowskie 10","","","16 621 35 26","","7.30; 11.00","","","",""
"św. Brata Alberta","37-500","JAROSŁAW","37-500 JAROSŁAW, Zamojska 6","","","16 621 29 58","","8.00; 11.00","","","",""
"Niepokalanego Poczęcia NMP","36-220","JASIENICA","36-220 JASIENICA, Jasienica Rosielna 37","","","13 430 60 14","","7.30; 10.30; 15.30","","","",""
"Wniebowzięcia NMP","38-450","DUKLA","38-450 DUKLA, Jasionka 40 a","","","13 433 56 50","","7.00; 9.00; 11.00","","","",""
"św. Katarzyny","36-211","JASIONÓW","36-211 JASIONÓW, Jasionów 24","","","13 439 30 08","","7.30; 10.30; 16.00","","","",""
"św. Andrzeja","37-232","JAWORNIK POLSKI","37-232 JAWORNIK POLSKI, Jawornik Polski 13","","","16 651 40 27","","7.30; 9.30; 11.00; 15.00","","","",""
"Wniebowzięcia NMP","37-530","ZARSZYN","37-530 ZARSZYN, Jaćmierz 65","","","13 467 13 16","","7.30; 11.00; 16.00","","","",""
"św. Katarzyny Aleksandryjskiej","38-485","JAŚLISKA","38-485 JAŚLISKA, Jaśliska 20","","","13 431 02 17","","8.00; 11.00; 16.00","","","",""
"św. Antoniego","38-460","JEDLICZE","38-460 JEDLICZE, ul. Wł. Dubisa 3","","","13 435 20 27","","","","","",""
"św. Franciszka z Asyżu","37-310","NOWA SARZYNA","37-310 NOWA SARZYNA, Jelna 85 A","","","17 241 34 27","","8.00; 11.00; 18.00 (zima 17.00)","","","",""
"Matki Bożej Pocieszenia","37-564","JODŁÓWKA","37-564 JODŁÓWKA, Jodłówka 307","","","16 628 83 06","","7.00; 9.00; 11.00; 17.00 (w okresie zimowym 16.00)","","","",""
"św. Piotra i Pawła","38-500","SANOK","38-500 SANOK, Jurowce 6","","","13 462 64 07","","8.00; 10.30","","","",""
"św. Andrzeja","37-724","KALNIKÓW","37-724 KALNIKÓW, Kalników 178","","","16 671 42 04","","7.00; 11.00","","","",""
"Znalezienia Krzyża Świętego","37-743","NOWOSIÓŁKI","37-743 NOWOSIÓŁKI, Kalwaria Pacławska 40","","","16 671 95 44","","7.30; 9.30;11.00; 16.00; 18.00","","","",""
"św. Piotra i Pawła","37-716","ORŁY","37-716 ORŁY, Kaszyce 139","","","16 672 23 19","","8.00; 11.00","","","",""
"św. Michała Archanioła","37-220","KAŃCZUGA","37-220 KAŃCZUGA, ul. Szkolna 1","","","16 642 38 01","","7.30; 9.30; 11.00; 17.00 (zima 16.00)","","","",""
"św. Michała Archanioła","38-480","RYMANÓW","38-480 RYMANÓW, Klimkówka, ul. Zdrojowa 301","","","13 435 57 83","","7.30; 9.15; 11.00; 15.30","","","",""
"Narodzenia NMP","38-462","KOBYLANY","38-462 KOBYLANY, Kobylany 60","","","13 431 48 41","","7.00; 11.30; 16.00","","","",""
"św. Stanisława","37-303","KURYŁÓWKA","37-303 KURYŁÓWKA, Kolonia Polska 2","","","17 242 91 17","","7.30; 11.00","","","",""
"św. Józefa","38-543","KOMAŃCZA","38-543 KOMAŃCZA, Komańcza 88","","","13 467 70 81","","7.00; 11.00","","","",""
"Matki Bozej Pocieszenia","38-420","KORCZYNA","38-420 KORCZYNA, Kombornia 59","","","13 435 48 10","","","","","",""
"św. Maksymiliana Kolbego","38-459","KOPYTOWA","38-459 KOPYTOWA, Kopytowa 304","","","13 431 41 50","","8.00; 11.00; 16.00 (w okresie świąt Bożego Narodzenia i Wielkanocy 8.00; 10.00; 11.30; 16.00)","","","",""
"św. Jakuba","37-552","MŁYNY","37-552 MŁYNY, Korczowa 53","","","16 628 44 22","","7.30; 12.00","","","",""
"NMP Królowej Polski","38-420","KORCZYNA","38-420 KORCZYNA, ul. św. J. S. Pelczara 11","","","13 435 40 19","","7.30; 9.00; 11.00; 16.00","","","",""
"Narodzenia NMP","37-734","FREDROPOL","37-734 FREDROPOL, Kormanice 134","","","16 671 98 81","","7.00; 10.00","","","",""
"NMP Różańcowej","37-114","BIAŁOBRZEGI","37-114 BIAŁOBRZEGI, Korniaktów Południowy 2 B","","","17 224 50 00","","9.00; 11.00","","","",""
"Matki Bożej Bolesnej","37-713","MAĆKOWICE","37-713 MAĆKOWICE, Kosienice 99","","","16 672 24 41","","7.30; 11.00","","","",""
"św. Stanisława","37-112","KOSINA","37-112 KOSINA, Kosina 1017","","","725 112 119","","7.00; 9.00; 11.00; 16.00","","","",""
"Narodzenia NMP","38-508","JUROWCE","38-508 JUROWCE, Strachocina 7","","","13 462 60 58","","","","","",""
"Przemienienia Pańskiego","36-204","DYDNIA","36-204 DYDNIA, Końskie 38","","","600 699 204","","7.30; 11.00","","","",""
"św. Mikołaja","37-124","KRACZKOWA","37-124 KRACZKOWA, Kraczkowa 216","","","17 226 67 00","","7.30; 9.00; 11.00; 17.00","","","",""
"św. Klemensa","37-560","PRUCHNIK","37-560 PRUCHNIK, Kramarzówka 176","","","16 628 80 05","","7.30; 11.00","","","",""
"św. Marcina","37-741","KRASICZYN","37-741 KRASICZYN, Krasiczyn 181","","","16 671 84 14","","8.00; 11.00; 17.00","","","",""
"św. Judy Tadeusza","37-534","ADAMÓWKA","37-534 ADAMÓWKA, Krasne k. Sieniawy 31","","","16 622 91 28","","7.30; 11.00","","","",""
"św. Piotra i Jana z Dukli","38-400","KROSNO","38-400 KROSNO, ul. Kard. Wyszyńskiego 30","","","13 432 01 80","","6.45; 8.00; 10.00; 11.30; 16.00; 18.00","","","",""
"św. Wojciecha i Matki Bożej Częstochowskiej","38-400","KROSNO","38-400 KROSNO, ul. Zielona 10d","","","13 493 04 62","","7.30; 9.00; 11.00; 17.00","","","",""
"Miłosierdzia Bożego","38-400","KROSNO","38-400 KROSNO, ul. Moniuszki 72","","","13 436 23 56","","7.30; 9.00; 10.30; 12.00; 18.30 (zima 17.30)","","","",""
"Ducha Świętego","38-400","KROSNO","38-400 KROSNO, ul. Wieniawskiego 22","","","13 436 64 81","","7.00; 8.30; 10.00; 11.30; 13.00; 18.00; 1 niedziela miesiaca - grupa różańcowa (15.00); 2 niedziela miesiąca - dzieci pierwszokomunijne z rodzicami (15.00); 3 niedziela miesiąca - dzieci niepełnosprawne z rodzicami i opiekunami (15.00)","","","",""
"Nawiedzenia NMP","38-400","KROSNO","38-400 KROSNO, ul. Franciszkańska 5","","","13 436 80 88","","6.45; 8.00; 9.30; 11.00; 12.30; 15.00; 17.00","","","",""
"Podwyższenia Krzyża Świętego","38-400","KROSNO","38-400 KROSNO, Plac Konstytucji 3 Maja 2","","","13 436 54 10","","6.00; 7.30; 9.00; 10.30; 12.00; 13.30; 18.30; 20.00","","","",""
"NMP Królowej Polski","38-401","KROSNO","38-401 KROSNO, ul. ks. Decowskiego 2","","","13 436 80 32","","7.00; 8.30; 10.00; 11.30; 17.00","","","",""
"Najświętszego Serca Pana Jezusa","38-400","KROSNO","38-400 KROSNO, ul. Wyspiańskiego 27","","","13 436 55 08","","7.30; 9.30; 11.30; 17.00","","","",""
"Trójcy Przenajświętszej","38-400","KROSNO","38-400 KROSNO, ul. Piłsudskiego 5","","","13 432 05 65","","6.30; 7.30; 9.00; 10.30; 12.00; 15.30; 18.00","","","",""
"Narodzenia NMP","38-700","USTRZYKI DOLNE","38-700 USTRZYKI DOLNE, Krościenko 173","","","13 461 24 25","","8.00; 11.00","","","",""
"św. Marcina","38-422","KROŚCIENKO WYŻNE","38-422 KROŚCIENKO WYŻNE, ul. Brzozowska 1","","","13 431 50 15","","7.30; 9.00; 11.00; 16.00","","","",""
"św. Andrzeja Boboli","37-220","KAŃCZUGA","37-220 KAŃCZUGA, Krzeczowice 91","","","16 642 39 22","","8.00; 10.30","","","",""
"Matki Bożej Pocieszenia","37-127","KRZEMIENICA","37-127 KRZEMIENICA, Krzemienica 685","","","17 224 77 66","","7.30; 9.00; 10.30; 17.00","","","",""
"Narodzenia NMP","37-755","KRZYWCZA","37-755 KRZYWCZA, Krzywcza 1","","","16 671 14 25","","8.00; 11.00; 16.00","","","",""
"Narodzenia NMP","38-481","RYMANÓW ZDRÓJ","38-481 RYMANÓW ZDRÓJ, Królik Polski, ul. Bieszczadzka 129","","","13 435 73 08","","8.15; 11.15","","","",""
"Matki Bożej Częstochowskiej","37-700","PRZEMYŚL","37-700 PRZEMYŚL, Krówniki 16","","","16 678 03 81","","","","","",""
"Matki Bożej Częstochowskiej","37-700","PRZEMYŚL","37-700 PRZEMYŚL, Kuńkowce 147","","","16 671 00 38","","7.30; 11.00","","","",""
"Matki Bożej Nieustającej Pomocy","37-740","BIRCZA","37-740 BIRCZA, Kuźmina 115","","","16 672 54 40","","7.30; 11.30","","","",""
"Matki Bożej Szkaplerznej","36-030","BŁAŻOWA","36-030 BŁAŻOWA, Kąkolówka 465","","","17 229 77 73","","7.30; 10.30","","","",""
"św. Zofii i św. Szczepana","37-543","LASZKI","37-543 LASZKI, Laszki 173","","","16 628 50 40","","8.00; 11.00; 15.00","","","",""
"Najświętszego Serca Pana Jezusa","36-030","BŁAŻOWA","36-030 BŁAŻOWA, Lecka 232","","","17 229 00 55","","8.00; 10.30","","","",""
"Nawiedzenia NMP","38-600","LESKO","38-600 LESKO, ul. Kościuszki 10","","","13 469 65 33","","7.00; 8.30; 10.00; 11.30; 13.00 (z wyjątkiem wakacji); 18.00","","","",""
"Narodzenia św. Jana Chrzciciela","37-740","BIRCZA","37-740 BIRCZA, Leszczawa 33","","","16 672 54 16","","8.00; 11.30","","","",""
"Niepokalanego Poczęcia NMP","37-723","STUBNO","37-723 STUBNO, Leszno 173","","","16 671 52 17","","7.30; 11.30","","","",""
"Zwiastowania Pańskiego","37-300","LEŻAJSK","37-300 LEŻAJSK, Plac Mariacki 8","","","17 242 00 06","","6.00; 8.00; 9.30; 11.00; 13.00; 15.30; 18.00","","","",""
"Świętej Trójcy","37-300","LEŻAJSK","37-300 LEŻAJSK, Rynek 35","","","17 242 63 00","","7.00; 8.30; 10.00; 11.30; 16.00; 18.00","","","",""
