"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Rektorat kościoła Zmartwychwstania Pańskiego","","","ul. Rakowicka 26/18, 31-510 Krakow","","kapelaniarakowice@pro.onet.pl"," 12 413 30 73","","9:00, 10:00, 11:10, 12:00 [j. łaciński], 13:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/2-krakow---kazimierz/rektorat-kosciola-zmartwychwstania-panskiego.html"
"św. Stanisława BM","","","ul. Zwycięstwa 21, 31-563 Krakow","www.parafia.dabiekrakow.pl","parafia@dabiekrakow.pl"," 12 414 30 16",":","7:00, 8:30, 10:00, 11:30, 13:00, 19:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/2-krakow---kazimierz/sw-stanislawa-bm.html"
"Parafia Miłosierdzia Bożego","","","ul. bpa Bandurskiego 12, 31-515 Krakow","www.oficerskie.info/",""," 12 411 51 17","ks. mgr Zygmunt Kosek","8:00, 9:30, 11:00, 12:00, 13:00, 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/2-krakow---kazimierz/parafia-milosierdzia-bozego.html"
"Parafia Bożego Ciała","","","ul. Bożego Ciała 26, 31‑059 Krakow","www.bozecialo.net",""," 12 430 61 22","ks. mgr Piotr Walczak CRL","6:30, 8:00, 9:30, 11:00, 12:15, 16:00, 19:00 ","19:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/2-krakow---kazimierz/parafia-bozego-ciala.html"
"Parafia św. Katarzyny Aleksandryjskiej","","","ul. Augustiańska 7, 31‑064 Krakow","www.parafia-kazimierz.augustianie.pl","parafia-kazimierz@augustianie.pl"," 12 430 62 42","o. mgr Marek Krzysztof Donaj OSA","7:00 , 9:00, 11:00, 12:15, 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/2-krakow---kazimierz/parafia-sw-katarzyny-aleksandryjskiej.html"
"Parafia św. Kazimierza","","","ul. Bobrowskiego 6, 31-552 Krakow","www.grzegorzki.diecezja.pl","parafia@grzegorzki.vbiz.pl"," 12 411 12 62, kancelaria w. 23","ks. Jozef Jończyk","8:00, 9:30, 11:00, 12:30, 16:30, 18:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/2-krakow---kazimierz/parafia-sw-kazimierza.html"
"Parafia św. Mikołaja","","","ul. Kopernika 9, 31-034 Krakow","www.parafiamikolaj-krakow.pl","parafia@mikolaj.diecezja.pl"," 12 424 04 10","ks. mgr&nbsp;","6:30, 8:00, 9:30, 11:30, 13:00, 15:00, 19:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/2-krakow---kazimierz/parafia-sw-mikolaja.html"
"Parafia Zesłania Ducha Świętego","","","ul. Rostworowskiego 13, 30‑358 Krakow","www.ruczaj.diecezja.pl",""," 12 266 47 06","ks. Kazimierz Wyrwa","7:15, 8:30, 10:00, 11:30, 13:00, 16:00 , 18:00, 19:30 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/3-krakow---salwator/parafia-zeslania-ducha-swietego.html"
"Parafia MB Nieustającej Pomocy","","","ul. Księcia Jozefa 176, 30‑243 Krakow","","mbnieustajpomocy@gmail.com",".  12 429 71 45","ks. mgr Kazimierz Wodniak","8:00, 10:00, 11:30 , 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/3-krakow---salwator/parafia-mb-nieustajacej-pomocy.html"
"Parafia św. Stanisława Kostki","","","ul. Konfederacka 6, 30‑306 Krakow","debniki.sdb.org.pl","debniki@sdb.krakow.pl"," 12 269 16 18","ks. Jan Dubas SDB","7:00, 8:30, 10:00, 11:30, 13:00 , 18:00, 20:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/3-krakow---salwator/parafia-sw-stanislawa-kostki.html"
"Parafia MB Częstochowskiej","","","ul. Korzeniaka 16, 30‑298 Krakow","www.olszanica.kapucyni.pl",""," 12 623 83 79","o. Cezary Pietras OFMCap","7:00, 9:00, 11:00, 18:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/3-krakow---salwator/parafia-mb-czestochowskiej.html"
"Parafia Chrystusa Króla","","","ul. Zaskale 1, 30‑250 Krakow,","www.przegorzaly.pl/guppy_/index.php?lng=pl",""," 12 429 73 77","ks. Andrzej Hajduk SI","7:00, 9:00, 11:30, 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/3-krakow---salwator/parafia-chrystusa-krola.html"
"Parafia Najświętszego Serca Pana Jezusa","","","30-377 Krakow, ul. Wzgorze 33","www.pychowice.salezjanie.pl","pychowice@salezjanie.pl"," 12 266 22 12","ks. dr Jacek Ryłko SDB","7:30, 9:00, 9:00 , 10:00 , 10:30, 12:00, 16:00 , 18:00 ","godz. 16:30- 17:30 sobota","","","http://www.diecezja.pl/parafie/lista-parafii/3-krakow---salwator/parafia-najswietszego-serca-pana-jezusa.html"
"Parafia Najświętszego Salwatora","","","ul. Kościuszki 88, 30‑114 Krakow","www.parafiasalwator.pl","","centrala  12 424 43 60","ks. mgr Stanisław Sudoł","6:30 , 7:30 , 9:00 , 10:00 , 10:30 , 11:15 , 12:00 , 13:15 , 19:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/3-krakow---salwator/parafia-najswietszego-salwatora.html"
"Parafia MB Różańcowej","","","ul. Skotnicka 139a, 30‑394 Krakow","www.parafiaskotniki.pl","kancelaria@parafiaskotniki.pl","+ 48 12 262 16 57","ks. mgr lic. Jozef Czerwiński","8:00, 10:00, 11:30, 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/3-krakow---salwator/parafia-mb-rozancowej.html"
"Parafia Świętych Apostołów Piotra i Pawła","","","ul. Benedyktyńska 37, 30‑398 Krakow","www.tyniec.benedyktyni.pl","parafia@benedyktyni.pl"," 12 688 52 79","o. Andrzej Haase OSB","6:30, 8:00 , 8:30, 10:00 , 10:30, 12:30, 18:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/3-krakow---salwator/parafia-swietych-apostolow-piotra-i-pawla.html"
"Parafia NMP Królowej Polski","","","al. Panieńskich Skał 18, 30‑225 Krakow","www.parafia.justowska.info",""," 12 426 45 75","ks. mgr Roman Łędzki","8:00, 9:30, 11:00, 12:30 , 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/3-krakow---salwator/parafia-nmp-krolowej-polski.html"
"Rektorat pw. bł. Jana Pawła II","","","ul. Bobrzyńskiego 8, 30-348 Krakow","jp2ruczaj.pl",""," 12 269 46 63,  12 269 47 06","","9:00, 12:00, 19:00 ","19:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/3-krakow---salwator/rektorat-pw-bljana-pawla-ii.html"
"Parafia św. Wojciecha","","","ul. św. Wojciecha 4, 30‑134 Krakow","www.swwojciech.com",""," 12 636 73 69","ks. Jozef Caputa","7:30, 9:00, 10:30, 12:00, 13:00 , 18:00 , 19:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/4-krakow---bronowice/parafia-sw-wojciecha.html"
"Parafia św. Jana Kantego","","","ul. Jabłonkowska 18, 30‑139 Krakow","www.jankanty.pl","parafia@jankanty.pl"," 12 637 55 05","ks. mgr lic. Janusz Moskała","7:30, 9:00, 10:30, 12:00, 13:15 , 17:00 , 18:30, 20:00 ","18:30  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/4-krakow---bronowice/parafia-sw-jana-kantego.html"
"bł. Anieli Salawy","","","al. Kijowska 29, 30‑079 Krakow","www.anielasalawa.org.pl","parafia@anielasalawa.org.pl"," 12 637 65 24, fax wew. 41","ks. Aleksander Bandura CM","7:30, 9:00, 10:30, 12:00, 18:00, 19:30 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/4-krakow---bronowice/blanieli-salawy.html"
"Parafia NMP z Lourdes","","","ul. Misjonarska 37, 30‑058 Krakow","www.misjonarska.pl","lourdes_cm@interia.pl"," 12 637 13 94,  12 622 59 21","ks. mgr Jacek Kuziel CM","6:30, 8:00, 9:30, 11:00, 12:30, 15:00, 16:30, 18:30, 20:00 ","18:30  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/4-krakow---bronowice/parafia-nmp-z-lourdes.html"
"Parafia św. Jacka","","","ul. E.W. Radzikowskiego 49, 31-315 Krakow","www.swjacek.info","","","ks. mgr Jacek Piszczek","8:00, 10:00, 12:00, 19:30 ","","","","http://www.diecezja.pl/parafie/lista-parafii/4-krakow---bronowice/parafia-sw-jacka.html"
"Parafia św. Szczepana","","","ul. Sienkiewicza 19, 30‑033 Krakow","www.sw.szczepan.diecezja.krakow.pl","",".  12 632 28 92","ks. mgr Leszek Garstka","6:30, 8:00, 9:30, 11:00, 12:30, 14:00, 18:00, 19:30 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/4-krakow---bronowice/parafia-sw-szczepana.html"
"Parafia św. Antoniego z Padwy","","","ul. Pod Strzechą 16, 31‑352 Krakow","www.antonibronowice.org",""," 12 637 07 53","ks. Marian Bylica","7:00, 10:00, 12:00, 18:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/4-krakow---bronowice/parafia-sw-antoniego-z-padwy.html"
"Parafia Matki Bożej Nieustającej Pomocy","","","ul. Hemara 1, 30‑198 Krakow","www.mydlniki.diecezja.pl","mydlniki@diecezja.pl"," 12 626 04 53","ks. mgr Jan Rajda","7:30, 9:00, 10:30 , 12:00, 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/4-krakow---bronowice/parafia-matki-bozej-nieustajacej-pomocy.html"
"Parafia św. Antoniego z Padwy","","","Rząska, ul. Słoneczna 24, 30-199 Krakow","www.rzaska.diecezja.pl","rzaska@diecezja.pl","","ks. Ignacy Moskwa","7:30, 9:30, 11:00, 16:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/4-krakow---bronowice/parafia-sw-antoniego-z-padwy-.html"
"Parafia Narodzenia św. Jana Chrzciciela","","","Korzkiew 3, 32‑088 Przybysławice","www.parafiakorzkiew.pl","parafia.korzkiew@neostrada.p"," 12 419 42 28","ks. mgr Zbigniew Płachta","8:00, 9:30, 11:00, 16:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/5-krakow---krowordrza/parafia-narodzenia-sw-jana-chrzciciela.html"
"Parafia św. Karola Boromeusza","","","ul. Zdrowa, 31‑216 Krakow","www.karolboromeusz.diecezja.pl",""," 12 416 35 38","ks. mgr Stanisław Czajka","8:00, 9:30, 11:00, 12:15, 17:00 , 18:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/5-krakow---krowordrza/parafia-sw-karola-boromeusza.html"
"Parafia Chrystusa Odkupiciela Człowieka","","","ul. Stelmachow 137, 31-349 Krakow","www.parafiaredemptor.diecezja.pl","kkijas@diecezja.krakow.pl","kom.  602 633 292","ks. mgr Kazimierz Kijas","8:30, 10:00, 11:30, 19:00 ","18:30  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/5-krakow---krowordrza/parafia-chrystusa-odkupiciela-czlowieka.html"
"Parafia Niepokalanego Poczęcia NMP","","","ul. Chełmońskiego 41, 31‑301 Krakow","www.parafia-azory.pl",""," 12 637 49 49","o. mgr Jacek Koman OFM","6:00, 7:30, 9:00, 10:30, 12:00, 13:15, 18:00, 20:00 ","18:30  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/5-krakow---krowordrza/parafia-niepokalanego-poczecia-nmp.html"
"Parafia Stygmatów św. Franciszka z Asyżu","","","ul. Ojcowska 1, 31‑344 Krakow","www.franciszkanie-bronowice.pl","parafia.bronowice@gmail.com"," 12 637 55 96","o. Eligiusz Ryszard Dymowski OFM","7:00, 9:00, 10:30, 12:00, 18:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/5-krakow---krowordrza/parafia-stygmatow-sw-franciszka-z-asyzu.html"
"Parafia św. Jadwigi Królowej","","","ul. Łokietka 60, 31‑334 Krakow","www.swietajadwiga.diecezja.pl","swietajadwiga@diecezja.pl"," 12 637 14 15","ks. mgr Marek Hajdyła R.M.","6:30, 8:00, 9:30, 10:10 , 11:00, 12:30, 17:00, 18:30, 20:30 ","18:30  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/5-krakow---krowordrza/parafia-sw-jadwigi-krolowej.html"
"Parafia NMP Matki Kościoła","","","ul. Pasteura 1, 31‑222 Krakow","www.matka.kosciola.pl","matka@kosciola.pl"," 12 415 53 04, kancelaria w. 20","ks. mgr Franciszek Motyka","7:00, 8:30, 10:00, 11:30, 13:00, 16:00 , 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/5-krakow---krowordrza/parafia-nmp-matki-kosciola.html"
"Rektorat św. Stanisława BM","","","ul. Gaik 7, 31‑338 Krakow","","toniestanislaw@wp.pl","","ks. mgr Jan Urbański","8:00, 10:30, 15:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/5-krakow---krowordrza/rektorat-sw-stanislawa-bm.html"
"Parafia św. Marii Magdaleny","","","ul. Dożynkowa 35, 31‑234 Krakow","parafiawitkowice.krakow.pl/",""," 12 415 64 62","ks. mgr Mieczysław Działek","8:00, 10:00 , 11:30, 16:15 ","","","","http://www.diecezja.pl/parafie/lista-parafii/5-krakow---krowordrza/parafia-sw-marii-magdaleny.html"
"Parafia MB Częstochowskiej","","","Plac Jozefa Kusia 2, 32-087 Zielonki","www.wola-zachariaszowska.pl",""," 12 376 44 16","ks. Michał Kowalski","8:45, 10:30, 17:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/5-krakow---krowordrza/parafia-mb-czestochowskiej.html"
"Parafia Narodzenia NMP","","","ul. ks. Jana Michalika 1, 32‑087 Zielonki","www.parafia-nnmp-zielonki.pl/","parafia@zielonki.krakow.pl"," 12 285 03 21, tel  12 &nbsp;285 00 82","ks. Andrzej Olszowski","7:45, 9:30, 11:45, 17:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/5-krakow---krowordrza/parafia-narodzenia-nmp.html"
"Parafia MB Nieustającej Pomocy","","","Bibice, Rynek 3, 32‑087 Zielonki","",""," 12 285 85 00","ks. mgr Jan Przybocki","7:00, 9:00, 11:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/6-krakow---pradnik/parafia-mb-nieustajacej-pomocy.html"
"Kapelania pw.Chrystusa Odkupiciela","","","ul. Powstańcow 48, 31‑422 Krakow","","","","","12:30 ","","","","http://www.diecezja.pl/parafie/lista-parafii/6-krakow---pradnik/kapelania-pw-chrystusa-odkupiciela.html"
"Parafia Chrystusa Króla","","","Al. 29 Listopada 195, 31‑241 Krakow","www.chrystuskrol.eu","parafia.gotyk@gmail.com"," 12 418 34 35","ks. mgr Stanisław Wątroba","8:00, 9:30, 11:00, 12:30, 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/6-krakow---pradnik/parafia-chrystusa-krola.html"
"Parafia Pana Jezusa Dobrego Pasterza","","","ul. Dobrego Pasterza 4, 31‑416 Krakow","www.dobrypasterz.krakow.pl","",".  12 411 61 28","ks. mgr Dionizy Jedynak","6:30, 7:30 , 8:00, 9:00, 10:00, 11:15, 12:30, 16:00, 18:00, 19:15 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/6-krakow---pradnik/parafia-pana-jezusa-dobrego-pasterza.html"
"Parafia św. Jana Chrzciciela","","","&nbsp;","janchrzciciel.eu","parafia@janchrzciciel.eu","","ks. mgr lic. Jerzy Serwin","7:30, 9:00, 10:30, 12:00, 13:30 , 18:00 , 19:30 ","18:30  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/6-krakow---pradnik/parafia-sw-jana-chrzciciela.html"
"Parafia Najświętszego Imienia Maryi","","","ul. Dzielskiego 1, 31‑465 Krakow","www.rakowice.pijarzy.pl",""," 12 411 44 11, tel  12 413 10 66","o. Wojciech Kałafut","6:00, 7:00, 8:30, 10:00, 11:30, 13:00, 15:00 , 19:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/6-krakow---pradnik/parafia-najswietszego-imienia-maryi.html"
"Parafia MB Ostrobramskiej","","","ul. Meissnera 20, 31‑457 Krakow","www.wieczysta.katolicki.eu","wieczysta@katolicki.eu"," 12 411 28 51, tel  12 413 19 21","o. mgr Andrzej Tupek","6:30, 8:00, 9:30, 11:00, 12:30, 18:00 , 19:15 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/6-krakow---pradnik/parafia-mb-ostrobramskiej.html"
"Parafia NMP Królowej Polski","","","Ul. Jana Pawła II 2, 32-091 Michałowice","www.parafiamichalowice.pl",""," 12 388 50 08","ks. Władysław Dyrcz","7:30, 9:00, 11:00, 17:00 ","17:00 , 18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/6-krakow---pradnik/parafia-nmp-krolowej-polski.html"
"Parafia św. Małgorzaty","","","Raciborowice 2, 32‑091 Michałowice","www.parafia-raciborowice.pl",""," 12 387 70 06","ks. mgr Wiesław Cholewa","7:00, 9:00, 10:00 , 11:00, 17:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/6-krakow---pradnik/parafia-sw-malgorzaty.html"
"Parafia św. Andrzeja Boboli","","","ul. A6 nr 4, 32‑086 Węgrzce 33","www.parafia-wegrzce.pl/portal","",".  12 285 87 33","ks. mgr Wojciech Warzecha","7:00, 9:00, 11:00, 16:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/6-krakow---pradnik/parafia-sw-andrzeja-boboli.html"
"Parafia św. Jakuba Apostoła","","","Więcławice Stare 20, 32‑091 Michałowice","www.swjakub.pl","","","ks. Ryszard Honkisz E.c.","7:50, 9:00, 11:00, 12:15 , 17:00 ","17:00 , 18:30  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/6-krakow---pradnik/parafia-sw-jakuba-apostola.html"
"Parafia Matki Boskiej Fatimskiej","","","ul. Komandosow 18, 30‑334 Krakow","www.podwawelskie.pl","parafia@podwawelskie.pl"," 12 266 62 82 w. 101","ks. mgr Marian Rapacz","7:00, 9:00, 10:00 , 10:30, 12:00, 17:00 , 18:30, 20:00 ","18:30  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/7-krakow---podgorze/parafia-matki-boskiej-fatimskiej.html"
"Parafia św. Kingi","","","ul. Siemomysła 37, 30‑571 Krakow","www.kinga.diecezja.krakow.pl/","plaszow@kinga.diecezja.krakow.pl","","ks. dr Jerzy Czerwień","7:30, 9:30, 11:30, 12:45 , 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/7-krakow---podgorze/parafia-sw-kingi.html"
"Parafia MB Saletyńskiej","","","ul. Cegielniana 43, 30‑404 Krakow","www.krakow.saletyni.pl","cegielniana@saletyni.opoka.org.pl"," 12 266 62 66,  12 266 80 93,","ks. mgr Kazimierz Wolan MS","7:00, 9:00, 10:30, 12:00, 18:00, 20:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/7-krakow---podgorze/parafia-mb-saletynskiej.html"
"Parafia MB Nieustającej Pomocy","","","&nbsp;ul. Zamoyskiego 56, 30-523 Krakow","www.redemptor.pl/parafiakrakow","","","o. dr Andrzej Kukła CSsR","7:30, 9:00, 10:30, 12:00, 16:00 , 18:30, 20:00 ","m-ca) sobota","","","http://www.diecezja.pl/parafie/lista-parafii/7-krakow---podgorze/parafia-mb-nieustajacej-pomocy-.html"
"Parafia św. Józefa","","","ul. Zamoyskiego 2, 30‑523 Krakow","www.jozef.diecezja.pl","jozef@diecezja.pl",".  12 656 17 56","ks. mgr Antoni Bednarz","7:30, 9:00, 10:30, 12:00, 18:30, 20:00 ","18:30  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/7-krakow---podgorze/parafia-sw-jozefa.html"
"Parafia Matki Bożej Fatimskiej","","","ul. Mały Płaszow 11","www.fatimska.profeto.pl","parafia@fatimska.profeto.pl"," 12 378 98 79","ks. Florian Gruca SCJ","7:30, 9:30, 11:00, 12:15, 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/7-krakow---podgorze/parafia-matki-bozej-fatimskiej.html"
"Parafia Najświętszego Serca Pana Jezusa","","","ul. Saska 2, 30‑715 Krakow","www.krakow.sercanie.pl","krakow.par@scj.pl","","ks. Sławomir Knopik SCJ","7:00, 9:00, 9:30 , 10:30, 11:00 , 12:00, 18:00, 18:00 , 19:30 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/7-krakow---podgorze/parafia-najswietszego-serca-pana-jezusa-.html"
"Parafia Zmartwychwstania Pańskiego","","","ul. Szkolna 4, 30‑648 Krakow","www.wola.zmartwychwstancy.pl/","wola@xcr.pl"," 12 655 02 14","ks. mgr Bartłomiej Gzella CR","7:00, 8:30, 10:00, 11:30, 11:30 , 13:00, 18:00, 19:30 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/7-krakow---podgorze/parafia-zmartwychwstania-panskiego-.html"
"Parafia bł. Jerzego Popiełuszki","","","ul. Agatowa 39, 30-798 Krakow","www.zlocien.diecezja-krakow.pl","zlocien@diecezja-krakow.pl","","ks. dr Grzegorz Łopatka","8:00, 10:00 , 11:30, 16:30 ","19:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/8-krakow---prokocim/parafia-bljerzego-popieluszki.html"
"Parafia MB Różańcowej","","","ul. Nowosądecka 41, 30‑683 Krakow","www.parafiapiaskinowe.pl",""," 12 658 09 48","ks. mgr Ireneusz Okarmus","7:00, 8:30, 10:00, 11:30, 13:00, 18:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/8-krakow---prokocim/parafia-mb-rozancowej.html"
"Parafia Narodzenia NMP","","","ul. ks. J. Popiełuszki 35, 30‑898 Krakow","www.biezanow.diecezja-krakow.pl","narodzenianmp@wp.pl",".  12 658 11 37","ks. mgr Bogdan Markiewicz","7:00, 9:00, 10:00 , 11:00, 12:30 , 18:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/8-krakow---prokocim/parafia-narodzenia-nmp-.html"
"Parafia Miłosierdzia Bożego","","","ul. Kurczaba 5, 30-868 Krakow","www.parafianprokocim.parafia.info.pl","parafianprokocim@gmail.com","48 503 761 150","ks. Jozef Bizoń","6:30, 8:00, 9:30, 11:00, 12:30, 18:00 , 19:15 ","miesiąca kancelaria nieczynna sobota","","","http://www.diecezja.pl/parafie/lista-parafii/8-krakow---prokocim/parafia-milosierdzia-bozego.html"
"Parafia św. Marii Magdaleny","","","ul. Niebieska 53, 30‑685 Krakow","www.parafia-kosocice.pl","parafia-kosocice@parafia-kosocice.pl"," 12 451 74 68","ks. Michał Maciejczyk","8:00, 9:30 , 11:00, 15:00 ","","","","http://www.diecezja.pl/parafie/lista-parafii/8-krakow---prokocim/parafia-sw-marii-magdaleny.html"
"Parafia Najświętszej Rodziny","","","ul. Aleksandry 1, 30‑837 Krakow","www.najswietszarodzina.pl","sanktuarium@najswietszarodzina.pl"," 12 658 03 50","ks. mgr Mirosław Dziedzic","6:30, 8:00, 9:30, 11:00, 12:30, 17:00, 19:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/8-krakow---prokocim/parafia-najswietszej-rodziny.html"
"Parafia Najświętszego Serca Pana Jezusa","","","ul. Cechowa 144, 30‑685 Krakow","www.piaskiwielkie.pl/","parafia.piaskiwielkie@gmail.com"," 12 658 43 70","ks. Wojciech Stokłosa","7:00, 9:00, 11:00, 16:00 ","18:00  sobota","","","http://www.diecezja.pl/parafie/lista-parafii/8-krakow---prokocim/parafia-najswietszego-serca-pana-jezusa.html"
