"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Parafia pw. św. Barbary","","","87-602 Chrostkowo, Chrostkowo 21","","chrostkowo@diecezjaplocka.pl","","Marek Trymers","8:00 ; 10:00 ; 12:00","8:00 czas kolędy; 17:00 czas zimowy; 18:00 czas letni","","52.94334,19.252512","http://diecezjaplocka.pl/parafie/chrostkowo-sw-barbary"
"Parafia pw. św. Stanisława Biskupa i Męczennika","","","09-230 Bielsk, Ciachcin","","ciachcin@diecezjaplocka.pl","","Andrzej Krajewski","9:00 ; 11:30 ; 15:00 Dom Pomocy Społecznej Goślice","17:00 ; 18:00 od Wielkanocy do października","","52.6225471,19.7903214","http://diecezjaplocka.pl/parafie/ciachcin-sw-stanislawa-biskupa-i-meczennika"
"Parafia pw. Błogosławionych Płockich Biskup&#243;w Męczennik&#243;w","","","06-400 Ciechanów, ul. Maksymialiana Kolbego 39","","ciechanow.meczennicy@diecezjaplocka.pl","","Sławomir Trzaska","8:30 ; 10:30 ; 12:30 ; 18:00","18:00","","52.8543167,20.6498432","http://diecezjaplocka.pl/parafie/ciechanow-blogoslawionych-plockich-biskupow-meczennikow"
"Parafia pw. Matki Bożej Fatimskiej","","","06-400 Ciechanów, ul. Maksymiliana Kolbego 39","","ciechanow.fatimska@diecezjaplocka.pl","","Jan J&#243;źwiak","8:00 ; 10:00 ; 12:00 ; 18:00","7:00 ; 18:00","","52.8699837,20.5899258","http://diecezjaplocka.pl/parafie/ciechanow-matki-bozej-fatimskiej"
"Parafia pw. św. Franciszka z Asyżu","","","06-400 Ciechanów, ul. Batalionów Chłopskich 10","","ciechanow.franciszek@diecezjaplocka.pl","","Jan Dzieniszewski","7:00 ; 7:00 Dom Pomocy Społecznej Kombatant; 9:00 ; 10:30 ; 12:00 ; 15:00 ; 18:00","7:00 ; 18:00","","52.87646,20.6333561","http://diecezjaplocka.pl/parafie/ciechanow-sw-franciszka-z-asyzu"
"Parafia pw. św. J&#243;zefa","","","06-400 Ciechanów, ul. ks. P. Ściegennego 11","","ciechanow.jozef@diecezjaplocka.pl","","Zbigniew Adamkowski","7:00 ; 8:30 ; 10:00 ; 10:00 kości&#243;ł filialny w Przedwojewie; 11:30 ; 16:00 ; 18:00","6:30 ; 7:00 ; 8:30 ; 18:00","","52.87538,20.6134357","http://diecezjaplocka.pl/parafie/ciechanow-sw-jozefa"
"Parafia pw. św. Piotra Apostoła","","","06-400 Ciechanów, ul. Wyspiańskiego 25","","piotrciechanow@yahoo.pl","","Eugeniusz Mieczysław Graczyk","7:00 ; 8:30 ; 10:00 ; 11:30 ; 13:00 ; 17:00","7:00 ; 18:00","","52.8898239,20.5976067","http://diecezjaplocka.pl/parafie/ciechanow-sw-piotra-apostola"
"Parafia pw. św. Tekli","","","06-400 Ciechanów, ul. Augustiańska 3a","","ciechanow.tekla@diecezjaplocka.pl","","Wojciech Hubert","7:00 ; 8:30 ; 11:30 ; 13:00 ; 17:00","7:00 ; 17:00","","52.8740273,20.6137123","http://diecezjaplocka.pl/parafie/ciechanow-sw-tekli"
"Parafia pw. św. Rocha","","","05-192 Cieksyn, ul. Piłsudskiego 10","","cieksyn@diecezjaplocka.pl","","Krzysztof Krawczyk","8:00 ; 9:30 ; 11:30 ; 16:00","16:00 ; 16:30 czas zimowy; 17:00 ; 17:30 czas letni","","52.5744133,20.6668911","http://diecezjaplocka.pl/parafie/cieksyn-sw-rocha"
"Parafia pw. św. Mikołaja","","","06-430 Sońsk, Ciemniewko 36","","ciemniewko@diecezjaplocka.pl","","Księża mieszkający w parafii","9:00 ; 11:30","18:00","","52.8163643,20.7416744","http://diecezjaplocka.pl/parafie/ciemniewko-sw-mikolaja"
"Parafia pw. św. Wawrzyńca","","","09-530 Gąbin, Czermno 55","","czermno@diecezjaplocka.pl","","Tadeusz Żerdziewski","9:00 ; 12:00","16:00 czas zimowy; 17:00","","52.40577,19.8005962","http://diecezjaplocka.pl/parafie/czermno-sw-wawrzynca"
"Parafia pw. św. Stanisława Biskupa i Męczennika","","","06-415 Czernice Borowe, ul. Kościelna 12","","czernice@diecezjaplocka.pl","","Michał Gaszczyński","10:00 ; 12:00 ; 15:00","8:00 ; 16:30","","53.0306473,20.7162666","http://diecezjaplocka.pl/parafie/czernice-sw-stanislawa-biskupa-i-meczennika"
"Parafia pw. Zwiastowania Najświętszej Maryi Panny","","","09-150 Czerwińsk n. Wisłą, ul. Klasztorna 23","","czerwinsk@diecezjaplocka.pl","","Sławomir Janusz Goworek, SDB","7:00 ; 8:30 ; 10:00 ; 11:30 ; 17:00","7:00 ; 18:00","","52.39562,20.3095436","http://diecezjaplocka.pl/parafie/czerwinsk-zwiastowania-najswietszej-maryi-panny"
"Parafia pw. Przemienienia Pańskiego","","","09-454 Bulkowo, Daniszewo 42","","daniszewo@diecezjaplocka.pl","","Jan Ż&#243;łtowski","8:00 ; 9:30 ; 11:30","17:00","","52.58246,20.1420612","http://diecezjaplocka.pl/parafie/daniszewo-przemienienia-panskiego"
"Parafia pw. św. Stanisława Biskupa i Męczennika","","","","","dabrowa@diecezjaplocka.pl","","Księża mieszkający w parafii","8:00 kaplica; 10:00 ; 12:00","17:00","","52.9665871,20.277874","http://diecezjaplocka.pl/parafie/dabrowa-sw-stanislawa-biskupa-i-meczennika"
"Parafia pw. św. Stanisława Kostki","","","06-516 Szydłowo, Dębsk 108","","debsk@diecezjaplocka.pl","","Janusz Wilkowski","9:00 ; 10:30 kaplica; 12:00 ; 15:00 Ośrodek Rehabilitacyjny w Dąbku","17:00","","53.11442,20.4970932","http://diecezjaplocka.pl/parafie/debsk-sw-stanislawa-kostki"
"Parafia pw. św. Wawrzyńca","","","13-203 Dłutowo, ul. Wolności 49","","dlutowo@diecezjaplocka.pl","","Krzysztof Kowalski","9:00 ; 11:00 ; 16:00","17:00 ; 18:00 czas letni","","53.1871452,19.9609013","http://diecezjaplocka.pl/parafie/dlutowo-sw-wawrzynca"
"Parafia pw. św. Stanisława Biskupa i Męczennika","","","09-522 Dobrzyków, ul. Kościelna 2","","dobrzykow@diecezjaplocka.pl","","Marek Mikołaj Mizerski","9:00 ; 11:30 ; 16:00","17:00 czas zimowy; 18:00","","52.4701767,19.75095","http://diecezjaplocka.pl/parafie/dobrzykow-sw-stanislawa-biskupa-i-meczennika"
"Parafia pw. św. Katarzyny Aleksandryjskiej","","","87-400 Golub-Dobrzyń, ul. Nowa 10","","dobrzyn.katarzyna@diecezjaplocka.pl","","Jarosław Wacław Kulesza","7:00 r&#243;wnież w szpitalu; 9:00 ; 10:30 ; 12:00 ; 16:00 ; 18:00 msza niedzielna w sobotę","7:00 ; 18:00","","53.14354,19.1581688","http://diecezjaplocka.pl/parafie/dobrzyn-n-drweca-sw-katarzyny-aleksandryjskiej"
"Parafia pw. Wniebowzięcia Najświętszej Maryi Panny","","","87-610 Dobrzyń n. Wisłą, ul. Franciszkańska 15","","dobrzyn.wniebowziecie@diecezjaplocka.pl","","Henryk Lewandowski","8:30 ; 10:30 ; 12:00 ; 16:00","7:00 ; 18:00","","52.63692,19.3198967","http://diecezjaplocka.pl/parafie/dobrzyn-n-wisla-wniebowziecia-najswietszej-maryi-panny"
"Parafia pw. św. Stanisława Biskupa i Męczennika","","","09-210 Drobin, ul .Targowa 2","","drobin@diecezjaplocka.pl","","Andrzej Kucharczyk","8:30 ; 10:00 ; 12:00 ; 16:00","7:00 ; 18:00","","52.738636,19.99034","http://diecezjaplocka.pl/parafie/drobin-sw-stanislawa-biskupa-i-meczennika"
"Parafia pw. św. Jana Nepomucena","","","06-330 Chorzele, Duczymin 6","","duczymin@diecezjaplocka.pl","","Księża mieszkający w parafii","9:00 ; 12:00","16:00","","53.25559,20.7982674","http://diecezjaplocka.pl/parafie/duczymin-sw-jana-nepomucena"
