"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Narodzenia Najświętszej Maryi Panny i św. Wolfganga","","","ul. Starowiejska 6, 57-160 Borów","zobacz na mapie UMP","par.borow@archidiecezja.wroc.pl","71/393-31-22","Ks. mgr Zbigniew SOWIŃSKI wicedziekan ","8.00, 9.45 (kaplica), 11.30","17.00 (zima), 18.00 (lato), 16.30 (czwartek, kaplica)","","50.88246,16.98887","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=1&id_par=2"
"Trójcy Świętej","","","Bożnowice, nr 50, 57-210 Henryków","zobacz na mapie UMP","boznowice@archidiecezja.wroc.pl","74/810-23-68","Ks. mgr lic. Marek MEKWIŃSKI ","7.30, 9.00, 11.00, 13.00","16.00, 17.00 (zima), 19.00 (lato)","","50.65332,17.11265","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=44&id_par=1"
"św. Jakuba Apostoła","","","Brożec, nr 81, 57-100 Strzelin","zobacz na mapie UMP","brozec@archidiecezja.wroc.pl","71/392-15-39, 731-766-322","Ks. mgr lic. Janusz BETKOWSKI ","9.00, 10.30, 12.00","17.00, 18.00","","50.81875,17.13313","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=32&id_par=1"
"Podwyższenia Krzyża Świętego","","","ul. Pańska 1, 49-306 Brzeg","zobacz na mapie UMP","brzeg.krzyz@wp.pl","77/416-37-73, 416-53-68","Ks. Bolesław ROBACZEK Kap. hon. Ojca św., Kan. grem. Kap. Koleg. ","7.00, 9.00, 9.00 (Pisarzowice), 10.00, 10.15 (Pawłów), 11.00, 11.30 (Gierszowice), 13.00, 16.00, 18.00","6.30, 7.00, 18.00","","50.86375,17.46899","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=3&id_par=1"
"Miłosierdzia Bożego","","","ul. Ks. K. Makarskiego 49, 49-300 Brzeg","mbbrzeg.archidiecezja.wroc.pl","mbbrzeg@gmail.com","77/411-57-70","Ks. mgr Marcin CZEREPAK RM ","7.30, 9.00, 10.15, 11.30, 12.45, 17.00, 20.00","7.00, 7.30, 18.00","","50.84794,17.46104","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=2&id_par=2"
"św. Mikołaja","","","ul. Jana Pawła II 9, 49-300 Brzeg","www.mikolajbrzeg.pl","mikolaj.brzeg@archidiecezja.wroc.pl","77/416-26-93","Ks. mgr Zdzisław PYSZKA Kan. hon. ex. num. Kap. Koleg., Kap. hon. Ojca św. ","7.30, 8.00 (k. pw. Zmartwychwstania Pańskiego), 9.00, 10.15, 11.30, 12.45, 17.30 (XI-III), 18.00 (IV-X)","7.00, 10.00 (so - szpital), 17.30 (XI-III), 18.00 (IV-X)","","50.86027,17.47036","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=2&id_par=1"
"Najświętszej Maryi Panny Królowej Polski","","","ul. Zielona 2, 56-120 Brzeg Dolny","www.krolowapolski.brzegdolny.pl","mbkp.brzegdolny@archidiecezja.wroc.pl","71/319-58-00","Ks. mgr lic. Jacek WŁOSTOWSKI RM wicedziekan ","7.30, 9.00, 10.15, 11.45 (Łososiowice), 12.00, 18.00","7.00, 16.30 (cz, Łososiowice), 17.00, 18.00","","51.27300,16.72146","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=4&id_par=3"
"Chrystusa Króla","","","ul. Naborowska 5, 56-120 Brzeg Dolny","www.christusrex.brzegdolny.pl","brzegdolny@archidiecezja.wroc.pl","71/319-96-41","Ks. mgr lic. Józef Marek LUBCZYŃSKI RM ","8.00, 10.00, 11.00 (Naborów), 12.00 (k. pw. Wszystkich Świętych), 17.00, 20.00","7.00, 17.00 (cz. Naborów), 18.00","","51.27309,16.70700","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=4&id_par=2"
"Najświętszej Maryi Panny z Góry Karmel","","","Rynek 23, 56-120 Brzeg Dolny","zobacz na mapie UMP","mbsz.brzegdolny@archidiecezja.wroc.pl","71/319-56-89","Ks. mgr Andrzej SYCZ ","8.30, 10.15 (Jodłowice), 12.00, 18.00","18.00","","51.25875,16.71896","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=4&id_par=4"
"św. Mikołaja","","","Brzezia Łąka, ul. Kościelna 2, 55-093 Kiełczów","brzezialaka.archidiecezja.wroc.pl","brzezialaka@archidiecezja.wroc.pl","71/711-72-60 (proboszcz), 71/711-72-61 (wikariusz)","Ks. dr Jerzy ŻYTOWIECKI Kan. hon. Kap. Koleg. ","7.30, 9.00 (Kątna), 10.30 (Raków), 12.00, 18.00; (sobota: Śliwice - 16.00 lato, 17.00 zima)","zima: 16.00 (filie), 17.00; lato: 17.00 (filie), 18.00","","51.12151,17.24374","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=21&id_par=2"
"Najświętszej Maryi Panny Różańcowej","","","Brzezina, nr 63, 49-300 Brzeg","zobacz na mapie UMP","brzezina@archidiecezja.wroc.pl","77/416-37-60","Ks. mgr lic. Marek STANISZEWSKI ","9.00, 10.30, 12,00","17.00 zima, 18.00 lato","","50.88172,17.42450","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=2&id_par=3"
"Najświętszej Maryi Panny Królowej Polski","","","Brzezinka Średzka, Gosławice 27, 55-330 Miękinia","zobacz na mapie UMP","brzezinkasredzka@archidiecezja.wroc.pl","71/317-75-99, 605-201-195","Ks. mgr Piotr ZBOROWSKI RM dziekan ","8.30, 10.30 (Prężyce), 11.30","7.30, 17.00 (Prężyce so.)","","51.21133,16.82187","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=16&id_par=8"
"Oczyszczenia Najświętszej Maryi Panny","","","Bukowie, ul. Klonowa 3, 46-100 Namysłów","zobacz na mapie UMP","bukowie@archidiecezja.wroc.pl","77/419-52-70","Ks. mgr Andrzej STEFANÓW ","8.00, 10.00, 12.00","17.00","","51.14648,17.58174","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=20&id_par=3"
"Najświętszej Maryi Panny Królowej Aniołów","","","Bystrzyca Oławska, ul. Brzegowa 13, 55-200 Oława","zobacz na mapie UMP","bystrzyca@archidiecezja.wroc.pl","71/313-02-81","Ks. mgr Tadeusz ROGACKI Kan. hon. ex. num. Kap. Koleg. ","8.00, 10.00, 12.00","18.00","","50.95797,17.40484","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=9&id_par=1"
"św. Wawrzyńca","","","Cerekwica, Spacerowa 11, 55-100 Trzebnica, skr. pocz. 17","zobacz na mapie UMP","cerekwica@archidiecezja.wroc.pl","71/387-22-23","Ks. Zbigniew KONDRACKI EC ","8.00, 10.00 (Masłów), 12.00","16.00 (zima), 17.00 (lato)","","51.31281,17.12808","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=31&id_par=2"
"św. Michała Archanioła","","","Chomiąża, ul. Średzka 38, 55-320 Malczyce","zobacz na mapie UMP","chomiaza@archidiecezja.wroc.pl","71/317-92-22","Ks. mgr Franciszek MARMOL Kan. hon. ex. num. Kap. Koleg. ","8.30, 10.00, 12.00","17.00 (zima), 18.00 (lato)","","51.21143,16.52701","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=28&id_par=10"
"św. Michała Archanioła","","","Chróścina, nr 23, 56-200 Góra","zobacz na mapie UMP","chroscina@archidiecezja.wroc.pl","515-250-868","Ks. mgr Jarosław GRABAREK Kan. hon. ex. num. Kap. Koleg. ","9.00, 10.30, 12.00","18.00","","51.74348,16.53068","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=45&id_par=1"
"Niepokalanego Poczęcia Najświętszej Maryi Panny","","","ul. Wrocławska 13, 55-001 Chrząstawa Wielka","zobacz na mapie UMP","chrzastawawielka@archidiecezja.wroc.pl","71/318-96-97","Ks. mgr lic. Wiesław CIESIELSKI Kan. hon. ex. num. Kap. Koleg. ","8.00, 10.00, 12.00, 17.00 (zima), 19.00 (lato)","17.00 (zima), 19.00 (lato)","","51.09697,17.30672","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=36&id_par=1"
"Najświętszego Serca Pana Jezusa","","","Chwalimierz, nr 4, 55-300 Środa Śląska","zobacz na mapie UMP","chwalimierz@archidiecezja.wroc.pl","71/317-34-95","Ks. mgr Marek TYCZYŃSKI ","8.00, 10.00, 12.00","18.00, 18.00 (so - Proszków)","","51.14391,16.59202","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=28&id_par=1"
"Najświętszej Maryi Panny Wspomożycielki Wiernych","","","Ciechów, ul. Słoneczna 2, 55-300 Środa Śląska","zobacz na mapie UMP","ciechow@archidiecezja.wroc.pl","71/317-36-00","Ks. mgr Mariusz LUBRYKA SDB ","9.00, 11.00, 12.00","18.00","","51.13293,16.56938","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=28&id_par=2"
"Niepokalanego Poczęcia Najświętszej Maryi Panny","","","ul. Ząbkowicka 31, 57-211 Ciepłowody","zobacz na mapie UMP","cieplowody@archidiecezja.wroc.pl","74/810-33-40","Ks. mgr lic. Ryszard SŁOWIAK RM dziekan ","8.00, 9.30 (Piotrowice Polskie), 10.45 (Kobyla Głowa), 12.00, 18.00 (okazjonalnie)","18.00","","50.67294,16.90177","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=44&id_par=2"
"Najświętszego Imienia Maryi","","","Czepielowice, nr 37, 49-313 Lubsza","zobacz na mapie UMP","czepielowice@archidiecezja.wroc.pl","77/415-97-57","Ks. mgr Adam CZTERNASTEK RM dziekan ","8.00, 9.30, 11.00, 12.30","17.30","","50.87740,17.56222","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=3&id_par=2"
"Podwyższenia Krzyża Świętego","","","ul. św. Brata Alberta 3, 55-003 Czernica Wrocławska","zobacz na mapie UMP","czernica@archidiecezja.wroc.pl","71/318-00-04","Ks. mgr Jan PANKAŁA RM ","8.00, 10.00, 12.00","18.00","","51.04597,17.24539","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=9&id_par=2"
"św. Wawrzyńca","","","Czernina, ul. Kościelna 1, 56-200 Góra","www.parafiaczernina.pl","proboszcz@parafiaczernina.pl","65/543-67-13","Ks. mgr Janusz BOBOWSKI ","8.00, 9.30 (Zaborowice), 11.00","18.00","","51.71956,16.61742","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=8&id_par=2"
"Najświętszego Serca Pana Jezusa","","","Czeszów, ul. Leśna 3, 55-106 Zawonia","zobacz na mapie UMP","czeszow@archidiecezja.wroc.pl","71/312-71-94","Ks. mgr lic. Jacek TOMASZEWSKI ","8.00, 9.30 (Skoroszów), 10.45 (Kuźniczysko), 12.30","17.00, 18.00","","51.38225,17.24600","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=31&id_par=3"
"św. Józefa Oblubieńca NMP","","","Dankowice, nr 11, 57-120 Strzelin","zobacz na mapie UMP","dankowice@archidiecezja.wroc.pl","71/393-06-10","Ks. mgr lic. Andrzej GUŹNICZAK ","8.30, 10.00, 12.00","16.00, zima 17.00, lato 18.00","","50.72079,17.01442","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=27&id_par=1"
"św. Michała Archanioła","","","Długołęka, ul. Wiejska 24, 55-095 Mirków","zobacz na mapie UMP","dlugoleka@archidiecezja.wroc.pl","71/315-21-95","Ks. mgr Franciszek ŁYSIAK RM wicedziekan ","8.00, 10.00, 11.00 (Byków), 12.00, 15.00 (Kamień), 18.00, 20.00","8.00, 18.00","","51.17312,17.19297","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=21&id_par=3"
"Najświętszej Maryi Panny z Góry Karmel","","","Dobra, nr 12, 56-410 Dobroszyce","zobacz na mapie UMP","dobra@archidiecezja.wroc.pl","71/315-53-63","Ks. mgr Dariusz FILOZOF RM ","8.30, 10.15, 12.00","7.00, zima: 17.00; lato: 18.00","","51.23779,17.30610","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=21&id_par=4"
"św. Jadwigi","","","ul. Czereśniowa 12, 56-410 Dobroszyce","zobacz na mapie UMP","dobroszyce@archidiecezja.wroc.pl","71/314-11-63","Ks. Janusz KALICIAK SDS ","8.00, 10.00, 10.30 (Strzelce), 11.30, 18.00","7.00, 18.00, Adwent 17.00","","51.26293,17.33143","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=21&id_par=5"
"Najświętszej Maryi Panny Różańcowej","","","Dobrzenice, nr 47, 57-211 Ciepłowody","zobacz na mapie UMP","dobrzenice@archidiecezja.wroc.pl","74/810-35-61","Ks. mgr Antoni DRWIŁA RM ","7.30, 8.30, 10.00, 11.30","17.00, 18.00","","50.70304,16.91844","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=27&id_par=2"
"Nawiedzenia Najświętszej Maryi Panny","","","nr 81, 55-216 Domaniów","zobacz na mapie UMP","domaniow@archidiecezja.wroc.pl","71/301-77-42","Ks. mgr Marek GÓRDZIAŁEK RM ","8.00, 9.30 (Piskorzów), 10.45 (Brzeźmierz), 12.00","8.00 lub 18.00","","50.89430,17.12910","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=22&id_par=1"
"św. Wojciecha Biskupa i Męczennika","","","Domasław, ul. Wrocławska 34 B, 55-040 Kobierzyce","zobacz na mapie UMP","domaslaw@archidiecezja.wroc.pl","71/725-52-13","Ks. mgr lic. Artur MIAZGA wicedziekan ","8.00, 10.00 (Magnice), 11.30","16.00 (cz, Magnice), 18.00","","51.01150,16.95714","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=47&id_par=15"
"Podwyższenia Krzyża Świętego","","","Domaszczyn, ul. Słoneczna 1, 55-095 Mirków","zobacz na mapie UMP","domaszczyn@archidiecezja.wroc.pl","71/346-98-49","Ks. mgr Zbigniew POŹNIAK RM ","8.00, 11.30, 18.00","18.00 (lato), 17.00 (zima)","","51.18767,17.16469","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=46&id_par=1"
"św. Małgorzaty","","","Gajków, ul. Główna 35, 55-002 Kamieniec Wrocławski","gajkow.archidiecezja.wroc.pl","gajkow@archidiecezja.wroc.pl","71/318-52-59","Ks. mgr lic. Krzysztof JAKUBUS RM, Kap. hon. Ojca św. ","8.00, 9.30 (Dobrzykowice), 11.00, 12.30 (Dobrzykowice)","17.00, 18.00 (Dobrzykowice: śr, pt)","","51.05870,17.18622","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=36&id_par=2"
"Najświętszej Maryi Panny z Góry Karmel","","","Głębowice, nr 46, 56-160 Wińsko","zobacz na mapie UMP","glebowice@archidiecezja.wroc.pl","71/389-04-71","Ks. mgr lic. Jarosław OLEJNIK RM dziekan ","8.30, 10.00, 11.30","7.30, 17.00","","51.44907,16.73633","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=34&id_par=1"
"Wniebowzięcia Najświętszej Maryi Panny","","","Głoska, ul. Kościelna 8, 55-330 Miękinia","zobacz na mapie UMP","gloska@archidiecezja.wroc.pl","71/396-30-76; kom. 664-190-518","Ks. mgr Stefan DOMBAJ Kan. hon. ex. num. Kap. Koleg. ","8.00, 10.00 (Białków), 12.00","zima 17.00, lato 18.00; (Białków - czw.)","","51.24978,16.72702","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=16&id_par=1"
"Wszystkich Świętych","","","ul. Główna 111, 46-134 Głuszyna","zobacz na mapie UMP","gluszyna@archidiecezja.wroc.pl","77/419-14-08","Ks. mgr Jacek PIOTROWSKI ","8.30, 11.15","7.30, 18.00","","51.16192,17.81986","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=33&id_par=1"
"św. Filomeny","","","Gniechowice, ul. Kątecka 53, 55-080 Kąty Wrocławskie","www.filomena.gniechowice.info","gniechowice@archidiecezja.wroc.pl","71/316-87-12","Ks. mgr lic. Jarosław WAWAK RM ","8.00, 10.00, 12.00","8.00, 17.00 (zima), 18.00 (lato)","","50.98831,16.83283","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=11&id_par=1"
"Znalezienia Krzyża Świętego","","","Godzikowice, nr 26, 55-200 Oława","zobacz na mapie UMP","godzikowice@archidiecezja.wroc.pl","71/313-08-22; 693-516-316","Ks. mgr Andrzej BARTOS Kan. hon. ex. num. Kap. Koleg. ","9.00, 10.30 (Jaczkowice), 12.00","17.00","","50.91019,17.31048","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=22&id_par=2"
"św. Faustyny","","","Skwer Ks. S. Chłopeckiego 1A, 56-200 Góra","faustynagora.pl","swfaustyny@archidiecezja.wroc.pl","65/544-16-70, fax 65/543-23-79","Ks. mgr lic. Arkadiusz WYSOKIŃSKI RM, Kap. hon. Ojca św. dziekan ","7.00, 9.00, 10.30, 12.00, 13.15 (z wyj. VII i VIII), 18.00","7.00, 17.00 (XII-II), 18.00","","51.66980,16.52798","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=45&id_par=3"
"św. Katarzyny Aleksandryjskiej","","","ul. Ks. P. Ściegiennego 29, 56-200 Góra","gora-katarzyna.archidiecezja.wroc.pl","gora-katarzyna@archidiecezja.wroc.pl","65/543-26-96","Ks. mgr Henryk WACHOWIAK Kan. hon. ex. num. Kap. Koleg. dziekan ","7.00, 9.00, 10.30, 12.00, 16.00 (z wyj. wakacji), 18.00","7.00, 8.00 (w wakacje), 18.00","","51.66866,16.54124","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=8&id_par=4"
"Wniebowzięcia Najświętszej Maryi Panny","","","pl. Cystersów 1, 57-210 Henryków","zobacz na mapie UMP","par.henrykow@archidiecezja.wroc.pl","74/810-50-69","O. Andrzej DREWNIAK OCist. wicedziekan ","7.00, 7.30, 9.00, 10.30, 12.00","6.30, 17.00 (zima), 18.00 (lato)","","50.65303,17.01293","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=44&id_par=3"
"Podwyższenia Krzyża Świętego","","","Jaksonów, ul. Wrocławska 33, 55-020 Żórawina","zobacz na mapie UMP","jaksonow@archidiecezja.wroc.pl","71/311-47-58","Ks. mgr lic. Henryk GŁÓWKA Kan. hon. Kap. Koleg. ","8.00 (Przecławice), 9.30 (Wilczków), 11.00","17.30, sob. 17.00 (Szczepankowice)","","50.93448,16.96408","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=1&id_par=3"
"Najświętszej Maryi Panny Królowej Polski","","","Januszkowice, ul. Klonowa 3, 55-095 Mirków","zobacz na mapie UMP","januszkowice@archidiecezja.wroc.pl","71/315-43-93","Ks. mgr Ryszard GROBELNY RM ","8.00, 10.00 (Jaksonowice), 12.00, 17.00 (so, Rzędziszowice)","17.00 (zima), 18.00 (lato)","","51.22307,17.24092","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=21&id_par=9"
"Wniebowstąpienia Pana Jezusa","","","Jaszkotle, nr 26, 55-080 Kąty Wrocławskie","zobacz na mapie UMP","jaszkotle@archidiecezja.wroc.pl","71/390-69-14","Ks. Zbigniew ZAPAŚNIK Kan. hon. ex. num. Kap. Koleg. wicedziekan ","8.00, 9.30 (Sadków), 11.30","8.00, 18.00","","51.05728,16.90240","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=11&id_par=2"
"św. Michała Archanioła","","","Jaworów, nr 1, 57-120 Wiązów","zobacz na mapie UMP","jaworow@archidiecezja.wroc.pl","71/394-25-89","Ks. mgr Adam SKALNIAK RM dziekan ","8.30 (Włosów), 9.45, 11.00 (Częstocice), 12.15 (Oleśnica Mała)","zima 17.00, lato 18.00","","50.80257,17.30784","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=32&id_par=2"
"św. Antoniego Padewskiego","","","Jegłowa, ul. Skalników 34, 57-130 Przeworno","zobacz na mapie UMP","jeglowa@archidiecezja.wroc.pl","74/810-23-79","Ks. mgr lic. Piotr KRZYŚKÓW ","9.00, 11.00, 12.30","zima 17.00, lato 18.00","","50.73264,17.15657","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=27&id_par=3"
"Najświętszej Maryi Panny Królowej Polski","","","ul. Oławska 265, 55-220 Jelcz-Laskowice","zobacz na mapie UMP","nmpkp.jelczlaskowice@archidiecezja.wroc.pl","71/318-81-03","Ks. dr hab. Henryk SZELOCH Kan. hon. Kap. Koleg. ","8.00, 10.00, 12.00","17.00 (zima), 18.00 (lato)","","51.01859,17.31277","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=9&id_par=3"
"św. Maksymiliana Kolbego","","","ul. Oławska 44, 55-231 Jelcz-Laskowice","zobacz na mapie UMP","jelczlaskowice@archidiecezja.wroc.pl","71/318-13-74, 71/318-31-46, 71/318-26-02","Ks. mgr Janusz NOWICKI Kan. hon. Kap. Koleg. dziekan ","7.00, 8.30, 10.00, 11.15, 12.30, 18.00","7.00, 17.00 (zima), 18.00 (lato)","","51.03187,17.33716","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=9&id_par=4"
"św. Stanisława Biskupa i Męczennika","","","ul. Wincentego Witosa 47, 55-230 Jelcz-Laskowice","sbm.jelczlaskowice.archidiecezja.wroc.pl","sbm.jelczlaskowice@archidiecezja.wroc.pl","71/318-15-55","Ks. mgr Marek HULA Kan. grem. Kap. Koleg. ","8.00, 10.30, 12.00, 18.00","18.00","","51.04027,17.34941","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=9&id_par=5"
"Chrystusa Króla","","","nr 14, 56-209 Jemielno","zobacz na mapie UMP","jemielno@archidiecezja.wroc.pl","65/544-74-17","Ks. mgr Zenon BIELECKI Kan. hon. Kap. Koleg. ","8.30, 10.00, 12.00","18.00","","51.52430,16.54734","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=8&id_par=5"
"św. Stanisława Biskupa i Męczennika","","","ul. Wrocławska 45, 55-065 Jordanów Śląski","zobacz na mapie UMP","jordanowslaski@archidiecezja.wroc.pl","71/316-11-15","Ks. mgr Wojciech MIŚKOWIEC ","8.00, 10.00 (Glinica), 11.30, 18.00","18.00","","50.86322,16.86834","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=1&id_par=4"
"św. Franciszka z Asyżu","","","Jutrzyna, nr 71, 57-120 Wiązów","zobacz na mapie UMP","jutrzyna@archidiecezja.wroc.pl","71/394-30-21","Ks. mgr Andrzej JACKIEWICZ Kan. hon. ex. num. Kap. Koleg. wicedziekan ","8.00, 9.30 (Kowalów), 11.00","zima 17.00, lato 18.00","","50.75469,17.26173","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=32&id_par=3"
"Miłosierdzia Bożego","","","ul. Spółdzielcza 16, 55-002 Kamieniec Wrocławski","zobacz na mapie UMP","kamieniecwroclawski@archidiecezja.wroc.pl","71/318-51-92","Ks. mgr lic. Jan KISZ Kan. grem. Kap. Koleg., Kap. hon. Ojca św. ","9.00, 11.00, 18.00","18.00","","51.07143,17.17758","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=36&id_par=3"
"św. Michała Archanioła","","","ul. Pokojowa 1, 46-037 Karłowice","www.karlowice.maszt.pl/index.php/parafia","karlowice@archidiecezja.wroc.pl","77/469-71-85","Ks. mgr Henryk KACZMAREK RM ","8.00, 9.30, 11.00","17.00 (zima), 18.00 (lato)","","50.87491,17.71603","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=3&id_par=3"
