"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Parafia Św. Jakuba Apostoła","","","pl. Gustawa Dreszera 11, 05-280 Jadów","","","25 675 47 79","Ks. Bocheński Wiesław Marian","09:00, 10:30, 12:00","07:00","","","http://www.diecezja.waw.pl/struktura/parafie/59/"
"Parafia Św. Anny","","","05-306 Jakubów 39","","parafia.swannyjakubow@wp.pl","25 757 91 93","Ks. Tempczyk Mirosław","09:00, 10:30, 12:00, 17:00","17:00","","","http://www.diecezja.waw.pl/struktura/parafie/87/"
"Parafia Św. Bartłomieja Apostoła","","","ul. Nowodworska 17, 05-124 Janówek Pierwszy","www.diecezja.waw.pl/janowek","","22 713 89 16","Ks. Gołembiewski Jan Kazimierz","09:30, 11:00, 18:00","(7:00 lub 18:00, wg ogłoszeń)","","","http://www.diecezja.waw.pl/struktura/parafie/106/"
"Parafia Narodzenia Pańskiego","","","ul. Kościelna 2, Jasienica, 05-240 Tłuszcz","www.parafiajasienica.waw.pl","parafiajasienica@neostrada.pl","29 757 36 98","Ks. Kozera Krzysztof","08:00, 10:00 (z udziałem dzieci), 12:00, 18:00","(wg ogłoszeń)","","","http://www.diecezja.waw.pl/struktura/parafie/161/"
"Parafia Św. Wojciecha Biskupa Męczennika","","","ul. Rynek 2, 05-317 Jeruzal","www.jeruzal1.parafia.info.pl","kancelaria@parafiajeruzal.pl","25 752 32 93","Ks. Bajurski Leszek Tomasz","09:00, 11:15","17:00 (w maju)","","","http://www.diecezja.waw.pl/struktura/parafie/140/"
"Parafia Matki Bożej Częstochowskiej","","","ul. Piotra Skargi 24, 05-420 Józefów","www.parafiajozefow.pl","parafia@parafiajozefow.pl","22 789 21 05","Ks. Gniedziejko Kazimierz","07:00, 08:30, 09:30 (w nadzwyczajnej formie Rytu Rzymskiego w dolnym kościele), 10:00, 11:30, 13:00 (poza wakacjami), 18:00, 20:00","06:30 (poza wakacjami), 07:00 (poza Adwentem), 08:30, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/121/"
"Parafia Św. Jana Chrzciciela","","","ul. Kasprowicza 2, 05-410 Józefów-Michalin","www.parafia.michalin.pl","","22 789 27 27","Ks. Klimek Piotr","08:00, 10:00, 11:30, 13:00 (poza wakacjami), 18:00","07:00, 08:30, 17:30 (poza styczniem, lutym i wakacjami), 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/110/"
"Parafia Najświętszej Maryi Panny Królowej","","","ul. Sienkiewicza 12, 05-119 Legionowo","www.parafia-jozefow.pl","nmp@parafia-jozefow.pl","22 774 84 94","Ks. Kozłowski Marek","09:00, 11:00, 12:30 (z udziałem dzieci), 18:00","06:30 (poza wakacjami), 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/50/"
"Parafia Miłosierdzia Bożego","","","ul. Kościelna 7A, Józefów, 05-254 Kuligów","","","29 757 93 25","Ks. Legutko Andrzej","09:00, 11:30, 16:00","17:00","","","http://www.diecezja.waw.pl/struktura/parafie/129/"
"Parafia Wniebowzięcia Najświętszej Maryi Panny","","","ul. Mickiewicza 2, 05-310 Kałuszyn","www.parafiakaluszyn.strefa.pl","","25 757 67 93","Ks. Szymański Władysław","07:00, 09:00, 11:00, 12:30 (kaplica w Nowych Groszkach), 17:00","07:00","","","http://www.diecezja.waw.pl/struktura/parafie/88/"
"Parafia Wniebowzięcia Najświętszej Maryi Panny","","","ul. Kard. Stefana Wyszyńskiego 6, Kamieńczyk, 07-202 Wyszków","www.diecezja.waw.pl/kamienczyk","parkamienczyk@gmail.com","29 741 17 93","Ks. Klepacki Kazimierz","08:00 (kaplica w Skuszewie), 09:00, 11:00, 12:30 (kaplica w Kukawkach), 18:00 (od kwietnia do października)","17:00 (od listopada do marca), 18:00 (od kwietnia do października)","","","http://www.diecezja.waw.pl/struktura/parafie/60/"
"Parafia Św. Wita","","","ul. Ks. Zaboklickiego 12, 05-480 Karczew","www.parafiakarczew.pl","","22 780 65 19","Ks. Sobczyk Andrzej","07:00, 09:00, 10:30, 12:00, 18:00","07:00, 08:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/122/"
"Parafia Św. Łukasza Ewangelisty","","","ul. Sprawna 9, 03-147 Warszawa","www.swlukasz.pl","parafia@swlukasz.pl","731 953 284","Ks. Knych Marek Adam","08:30, 10:00, 11:15 (z udziałem dzieci), 12:30, 17:00, 18:00 (w sobotę wg formularza niedzielnego), 19:00","08:00 (w sobotę), 18:00, 18:00 (poza sobotą)","","","http://www.diecezja.waw.pl/struktura/parafie/53/"
"Parafia Najświetszej Maryi Panny Królowej Pokoju","","","Kiciny 57, 07-230 Zabrodzie","","","514 189 496","Ks. Śpiewak Zbigniew","09:30, 12:00","07:00","","","http://www.diecezja.waw.pl/struktura/parafie/61/"
"Parafia Św. Anny","","","Kiczki Drugie 32, 05-319 Cegłów","www.parafiakiczki.pl","parafia@parafiakiczki.pl","25 757 81 13","Ks. Safader Sławomir","08:00, 09:30, 11:30","(8:00 lub 17:00, wg ogłoszeń)","","","http://www.diecezja.waw.pl/struktura/parafie/141/"
"Parafia Św. Klemensa Papieża i Męczennika","","","ul. Gen. Fr. Żymirskiego 39, 05-205 Klembów","www.klembow.parafia.rel.pl","","29 777 90 90","Ks. Powała Fabian","08:00, 10:00 (z udziałem dzieci), 12:00, 16:00 (poza wakacjami)","07:30 (od listopada do kwietnia), 08:00 (od listopada do kwietnia), 18:00 (od maja do października)","","","http://www.diecezja.waw.pl/struktura/parafie/168/"
"Ośrodek duszpasterski Chrystusa Najwyższego Kapłana","","","ul. Kobiałka 49, 03-044 Warszawa","www.parafiakobialka.org","parafiakobialka@gmail.com","","","08:30, 10:00, 12:00, 19:00","08:00 (w czwartek), 09:00 (w sobotę), 18:00 (poza czwartkiem)","","","http://www.diecezja.waw.pl/struktura/parafie/49/"
"Parafia Św. Kazimierza Królewicza","","","ul. Królewska 15, 05-230 Kobyłka","www.parafiastefanowka.pl","parafiastefanowka@wp.pl","22 786 14 89","Ks. Śliwka Piotr Marek","08:00, 10:00, 11:30, 13:00 (poza wakacjami), 18:00","07:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/67/"
"Parafia Świętej Trójcy","","","ul. Kościelna 2, 05-230 Kobyłka","www.trojca.org.pl","","22 786 10 28","Ks. Andrzejewski Jan","07:00, 08:30, 10:00 (dla młodzieży), 11:30 (z udziałem dzieci), 13:00, 18:00","07:00, 07:30, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/66/"
"Parafia Świętej Trójcy","","","ul. Kościuszki 25, 05-340 Kołbiel","www.parafiakolbiel.pl","","25 757 30 19","Ks. Pietrusiński Jan","07:00, 09:00, 10:30, 11:00 (kaplica w Radachówce), 12:00","07:00, 08:00","","","http://www.diecezja.waw.pl/struktura/parafie/98/"
"Parafia Matki Bożej Królowej Polski","","","ul. Czerska 21, 05-400 Otwock","www.parafiaotwock.pl","","22 719 96 50","Ks. Śmigasiewicz Jan","07:00, 08:30, 10:00, 11:30, 13:00, 18:00","07:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/123/"
"Parafia Matki Bożej Jasnogórskiej","","","Królewiec 85, 05-300 Mińsk Mazowiecki","www.diecezja.waw.pl/krolewiec","","25 759 69 66","Ks. Świątkiewicz Arkadiusz","09:00, 11:00 (z udziałem dzieci), 18:00","08:00 (w czwartek), 18:00 (oprócz czwartku)","","","http://www.diecezja.waw.pl/struktura/parafie/99/"
"Parafia Św. Marcina i Mikołaja","","","Kuflew 9, 05-320 Mrozy","","","25 757 88 93","Ks. Kulbat Krzysztof Zbigniew","08:00, 10:00 (kaplica w Sokolniku), 11:30","08:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/142/"
"Parafia Matki Bożej Loretańskiej","","","ul. Kościelna 2, 05-254 Kuligów","","","29 758 00 30","Ks. Kalisiak Robert","09:00, 11:00","","","","http://www.diecezja.waw.pl/struktura/parafie/130/"
"Parafia Świętej Trójcy","","","ul. Rynek 10, 05-334 Latowicz","","parafialatowicz@onet.pl","25 752 11 75","Ks. Mierzejewski Ryszard Stanisław","","","","","http://www.diecezja.waw.pl/struktura/parafie/143/"
"Parafia Matki Bożej Fatimskiej","","","ul. Orląt Lwowskich 8, 05-119 Legionowo","www.mbfatimska.pl","","22 772 82 55","Ks. Chciałowski Tomasz","07:30, 09:00, 11:00 (z udziałem dzieci), 12:30, 18:00 (od października do kwietnia), 19:00 (od maja do września)","17:00 (od października do kwietnia), 18:00, 19:00 (od maja do września)","","","http://www.diecezja.waw.pl/struktura/parafie/75/"
"Parafia Miłosierdzia Bożego","","","ul. Targowa 48, 05-120 Legionowo","","","22 774 44 64","Ks. Och Witold Stanisław","07:30, 09:00, 10:30, 12:00, 13:15, 18:00","16:00 (poza wakacjami), 17:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/76/"
"Parafia Najświętszego Ciała i Krwi Chrystusa","","","ul. Piłsudskiego 47, 05-120 Legionowo","www.diecezja.waw.pl/ncik","ncik@diecezja.waw.pl","22 774 38 78","Ks. Średnicki Hieronim Zbigniew","07:30, 09:00, 10:15, 11:30, 12:45, 16:00 (poza wakacjami), 18:00","07:00, 07:30 (poza wakacjami), 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/77/"
"Parafia Św. Jana Kantego","","","ul. Ks. J. Schabowskiego 2, 05-120 Legionowo","www.jankantylegionowo.pl","","22 774 27 53","Ks. Szcześniak Lucjan","07:00, 08:30, 10:00, 11:30 (z udziałem dzieci), 13:00 (dla młodzieży poza wakacjami), 18:00, 20:00 (w wakacje)","06:15 (w Adwencie), 06:30 (poza Adwentem), 06:45 (w Adwencie), 07:00 (poza Adwentem), 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/78/"
"Parafia Św. Józefa Oblubieńca Najświetszej Maryi Panny","","","ul. Piłsudskiego 5, 05-120 Legionowo","www.legionowo.ordynariat.pl","legionowo@ordynariat.pl","666 210 023","Ks. Pawelak Zenon, od 19.11.2012","07:00, 08:30, 10:00, 11:30 (z udziałem dzieci), 13:00 (poza wakacjami), 18:00 (poza wakacjami), 19:00 (w wakacje)","07:00, 07:30 (poza wakacjami), 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/79/"
"Parafia Św. Szczepana Pierwszego Męczęnnika","","","ul. Głębocka 74, 03-287 Warszawa","www.swietyszczepan.pl","parafia@swietyszczepan.pl","668 127 373","Ks. Paska Marek","08:00, 09:30, 11:00 (z udziałem dzieci), 12:30, 19:00","07:00 (w wakacje), 18:00 (poza wakacjami)","","","http://www.diecezja.waw.pl/struktura/parafie/547/"
"Parafia Św. Antoniego z Padwy","","","ul. Lipowa 1, Lucynów Duży, 07-201 Wyszków","parafia.lucynowduzy.pl","","29 742 45 86","Ks. Niewęgłowski Dariusz","09:00, 10:30, 12:00","08:00 (w środę), 18:00 (poza środą)","","","http://www.diecezja.waw.pl/struktura/parafie/131/"
"Parafia Miłosierdzia Bożego","","","ul. Ługi 58A, 05-400 Otwock","www.diecezja.waw.pl/lugi","","22 788 26 46","Ks. Seta Kazimierz","07:00, 09:00, 10:30 (z udziałem dzieci), 12:00, 18:00","07:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/124/"
"Parafia Najświętszej Maryi Panny Królowej Różańca Świętego","","","ul. Kard. Stefana Wyszyńskiego 5, Majdan, 05-200 Wołomin","www.diecezja.waw.pl/majdan","","22 787 80 41","Ks. Lewiński Bogdan Stanisław","09:00, 11:30","","","","http://www.diecezja.waw.pl/struktura/parafie/169/"
"Parafia Matki Bożej Królowej Polski","","","ul. Jutrzenki 26, 05-260 Marki","www.parafiamarkipustelnik.pl","","22 771 22 91","Ks. Makowski Wojciech Wiesław","07:00, 08:00 (kaplica Sióstr Franciszkanek Rodziny Maryi), 09:00, 10:30, 12:00, 18:00","07:00 (kaplica Sióstr Franciszkanek Rodziny Maryi), 08:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/177/"
"Parafia Najświętszej Maryi Panny Matki Kościoła","","","ul. Ząbkowska 54B, 05-270 Marki","www.nmp-mk.pl","parafianmp@onet.eu","500 396 036","Ks. Gugała Dariusz","07:00, 09:00, 11:00, 18:00","07:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/176/"
"Parafia Św. Andrzeja Boboli","","","al. Józefa Piłsudskiego 248/252, 05-261 Marki","www.marki.michalici.pl","","22 781 14 92","Ks. Żurad Adam CSMA, od 27.07.2014","07:00, 08:30, 10:00, 11:30, 18:00","07:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/68/"
"Parafia Św. Izydora","","","al. Józefa Piłsudskiego 93, 05-270 Marki","www.izydormarki.pl","kancelaria@izydormarki.pl","22 781 10 51","Ks. Sztajerwald Kazimierz Edward","07:00, 09:00, 10:15, 12:00 (z udziałem dzieci), 18:00","07:00, 08:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/175/"
"Parafia Św. Feliksa z Kantalicjo","","","ul. Kościuszkowców 85A, 04-545 Warszawa","www.parafiaswfeliksa.pl","","22 815 46 16","Ks. Czerwiński Bernard","07:00, 08:30, 10:00, 11:30 (z udziałem dzieci poza wakacjami), 13:00, 18:30","06:45 (w Adwencie), 07:00 (poza Adwentem), 08:00, 18:30","","","http://www.diecezja.waw.pl/struktura/parafie/41/"
"Parafia Św. Jana Chrzciciela","","","ul. Kard. Wyszyńskiego 31, Miąse, 05-240 Tłuszcz","www.parafia.miase.pl","","29 757 24 46","Ks. Dobosz Ryszard","09:00, 11:00","17:00 (od października do lutego), 18:00 (od marca do września)","","","http://www.diecezja.waw.pl/struktura/parafie/162/"
"Parafia Dobrego Pasterza","","","ul. Przewodowa 15/21, 04-874 Warszawa","www.dobregopasterza.org.pl","dobregopasterza@dobregopasterza.org.pl","22 243 26 19","Ks. Ożóg Marcin","08:30, 10:30 (z udziałem dzieci), 12:00, 19:00 (poza wakacjami), 20:00 (w wakacje)","06:30 (w Adwencie), 08:30, 18:30","","","http://www.diecezja.waw.pl/struktura/parafie/7/"
"Parafia Matki Bożej Dobrej Rady","","","ul. Szafirowa 58, 04-954 Warszawa","www.parafiamiedzeszyn.pl","","22 872 05 83","Ks. Gajda Witold Józef","08:00, 10:00, 11:30 (z udziałem dzieci), 13:00, 18:00","07:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/6/"
"Parafia Imienia Najświętszej Maryi Panny","","","ul. Bursztynowa 16, 04-749 Warszawa","imieniamaryi.netstrefa.pl","kancelaria@imieniamaryi.netstrefa.pl","22 812 60 90","Ks. Sławiński Grzegorz","07:00, 08:30, 10:00, 11:30 (z udziałem dzieci), 13:00 (poza wakacjami), 18:00 (dla młodzieży)","07:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/8/"
"Parafia Przemienienia Pańskiego","","","ul. Armii Krajowej 34, 05-071 Sulejówek-Miłosna","www.parafiamilosna.pl","milosna@wpraga.opoka.org.pl","22 783 55 39","Ks. Czajkowski Antoni","07:00, 08:00, 09:30, 11:00 (z udziałem dzieci), 12:30, 18:00","07:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/157/"
"Parafia Najświętszego Serca Pana Jezusa","","","ul. Borkowska 1, 05-077 Warszawa-Wesoła","www.parafiastaramilosna.pl","parafiastaramilosna@gmail.com","22 773 39 35","Ks. Cyliński Krzysztof Piotr","08:00, 09:30, 11:00 (z udziałem dzieci), 12:30, 18:00","16:00 (w środę w styczniu)","","","http://www.diecezja.waw.pl/struktura/parafie/44/"
"Parafia Św. Hieronima","","","ul. Rumiankowa 2/4, 05-077 Warszawa-Wesoła","www.swhieronim.waw.pl","parafia@swhieronim.waw.pl","22 773 26 07","Ks. Popis Stanisław","08:00, 10:00, 11:30 (z udziałem dzieci), 13:00, 18:00 (dla młodzieży poza wakacjami), 19:00 (w wakacje)","07:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/45/"
"Parafia Narodzenia Najświetszej Maryi Panny","","","ul. Kościelna 1, 05-300 Mińsk Mazowiecki","www.parafiaminsk.pl","","25 758 25 38","Ks. Sędek Marek Lech","06:30, 08:00, 09:30, 11:00, 12:30, 16:00 (poza wakacjami), 18:00","06:30, 07:00, 08:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/89/"
"Parafia Św. Antoniego z Padwy","","","ul. Stefana Kardynała Wyszyńskiego 54, 05-300 Mińsk Mazowiecki","","","25 758 50 28","Ks. Byrski Jan","07:00, 08:30, 10:00, 11:15, 12:30, 16:00 (poza wakacjami), 18:00","07:00, 07:45 (poza wakacjami), 08:30, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/100/"
"Parafia Św. Jana Chrzciciela","","","ul. Gen. Sosnkowskiego 43A, 05-300 Mińsk Mazowiecki","","","","Ks. Sobieszek Marian","07:30, 09:00, 11:00, 17:00","07:00","","","http://www.diecezja.waw.pl/struktura/parafie/101/"
"Parafia Św. Michała Archanioła","","","ul. Bolesława Chrobrego 2, 05-300 Mińsk Mazowiecki","www.michal.ordynariat.pl","par.michal@ordynariat.pl","25 754 55 69","Ks. Prus Adam, od 21.04.2013","07:15 (Karmel w Nowych Osinach), 09:00, 10:30, 12:00, 18:00","18:00","","","http://www.diecezja.waw.pl/struktura/parafie/90/"
"Ośrodek duszpasterski Matki Bożej Fatimskiej","","","Mistów 24C, 05-306 Jakubów","www.parafiamistow.pl","","25 757 95 91","","09:00, 11:00","08:30 (w czwartek i sobotę), 18:00 (w poniedziałek, wtorek, środę i piątek)","","","http://www.diecezja.waw.pl/struktura/parafie/91/"
"Parafia Matki Bożej Nieustającej Pomocy","","","ul. Laskowa 38, 05-400 Otwock","www.diecezja.waw.pl/mladz","","22 788 44 33","Ks. Micek Bronisław","09:00, 11:00, 17:00","07:00 (we wtorek), 18:00 (poza wtorkiem)","","","http://www.diecezja.waw.pl/struktura/parafie/115/"
"Parafia Miłosierdzia Bożego","","","ul. Akacjowa 2, Mostówka, 07-230 Zabrodzie","","","29 758 25 33","Ks. Grygier Janusz","09:00, 11:00, 16:00 (od listopada do marca), 18:00 (od kwietnia do października)","07:00 (w czwartki poza majem, czerwcem i paźdiernikiem), 16:00 (poza czwartkiem w okresie od listopada do marca)","","","http://www.diecezja.waw.pl/struktura/parafie/132/"
"Parafia Św. Teresy od Dzieciątka Jezus","","","ul. Św. Teresy 3, 05-320 Mrozy","mojaparafia.eu/?p=3","mrozy@mojaparafia.eu","25 757 41 93","Ks. Pietrzak Krzysztof","08:00, 09:30, 11:45, 18:00","08:00, 18:00","","","http://www.diecezja.waw.pl/struktura/parafie/92/"
