"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Parafia pw. św. Jana Pawła II","19-330","Ełk","19-330 Ełk, św. Maksymiliana Marii Kolbego 7","elk-jp2.diecezja.elk.pl/","","","","8.00, 11.00, 17.00","17.00","","53.7995744,22.35147119999999","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=46"
"Parafia pw. Św. Rafała Kalinowskiego","19-300","Ełk","19-300 Ełk, Jana Pawła II 6","www.elk.salezjanie.pl/","","(87) 620-97-20","","7:30, 9:00, 10:30, 12:00, 18:00","7:00; 18:00","","53.8030219,22.359689900000035","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=37"
"Parafia pw. Św. Tomasza Apostoła","19-300","Ełk","19-300 Ełk, 11 listopada 28","www.tomasz.elk.pl/","","(87) 621 65 78","","8.00,9.30, 11.00, 1300, 1800","800, 1800 (w okresie wakacyjnym msza o 800); niedziele: 8.00,9.30, 11.00, 1300, 1800","","53.8322883,22.334024399999976","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=43"
"Parafia pw. Wniebowzięcia Najświętszej Maryi Panny","16-424","Filipów","16-424 Filipów, Konopnickiej 5","","","(87) 569-60-97","","8.00, 10.00, 12.00, 14.00 (kaplica w Garbasie II), 18.00","7.00, 18.00; niedziele: 8.00, 10.00, 12.00, 14.00 (kaplica w Garbasie II), 18.00","","54.1800765,22.616291100000012","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=59"
"Parafia pw. Św. Antoniego Padewskiego","19-400","Gąski","19-400 Gąski, Gąski 27","","","516-137-959","","8:30, 10:30","18.00 (zimą 17.00)","","54.0103571,22.486800500000072","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=74"
"Parafia pw. Św. Maksymiliana Marii Kolbego","16-402","Gawrych Ruda","16-402 Gawrych Ruda, Suwałki 4","","","(087) 563-92-91","","9.00, 19.00 (w okresie letnim: 9.00, 11.30)","16.00 (w okresie letnim: 18.00), niedziele: 9.00, 19.00 (w okresie letnim: 9.00, 11.30)","","54.01942640000001,22.984903199999962","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=67"
"Parafia pw. św. Anny","16-506","Giby","16-506 Giby, Dziemianówka 26","","","87 516-50-74","","9:00, 11:00","16:00 (latem 19:00)","","54.038815,23.357889","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=108"
"Parafia pw. św. Anny","11-500","Giżycko","11-500 Giżycko, Królowej Jadwigi 12","","","87 428-69-26","","8:00, 9:30, 11:00, 12:30, 17:30","7:00; 17:30","","54.044612,21.786219999999958","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=112"
"Parafia pw. św. Brunona","11-500","Giżycko","11-500 Giżycko, Pionierska 14","brunongizycko.pl/","","87 428-35-57","","6:30, 8:00, 9:30, 10:30, 12:00, 13:00, 18:00","6:30; 7:00; 18:00","","54.040504,21.774231900000018","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=117"
"Parafia pw. św. Kazimierza Królewicza","11-500","Giżycko","11-500 Giżycko, Pionierska 14a","","","87 428-58-21","","7:00, 9:00, 10:15, 11:30, 17:30","7:00; 12:00; 17:30","","54.0407261,21.77428120000002","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=113"
"Parafia pw. Najświętszego Serca Pana Jezusa","16-404","Jeleniewo","16-404 Jeleniewo, Suwalska 38","","","(87) 568-30-94","","8.00, 10.00, 12.00, święta zniesione: 10.00, 17.00","8.00 (w środy 17.00), niedziele: 8.00, 10.00, 12.00, święta zniesione: 10.00, 17.00","","54.20242214273441,22.91380646210939","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=63"
"Parafia pw. Św. Apostołów Piotra i Pawła","12-201","Pisz","12-201 Pisz, Jeże 5b","","","87 423-01-21","","8:30, 12:00","18:00","","","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=127"
"Parafia pw. Św. Apostołów Piotra i Pawła","19-400","Judziki","19-400 Judziki, Judziki 4a","","","(87) 520-76-60","","9.00, 11.00","17.00, niedziele: 9.00, 11.00","","54.0103571,22.486800500000072","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=80"
"Parafia pw. Ducha świętego","16-411","Kaletnik","16-411 Kaletnik, Kaletnik","","","(87) 564-79-28","","9.00, 10.00 (w budynku szkoły w Jeglińcu), 12.00","7.00, 17.00 (od października do maja 16.00), niedziele: 9.00, 10.00 (w budynku szkoły w Jeglińcu), 12.00","","54.17557014547616,23.08386589101565","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=52"
"Parafia pw. Wniebowzięcia Najświetszej Maryi Panny","19-314","Kalinowo","19-314 Kalinowo, Mazurska 1","www.parafiakalinowo.pl/","","87 629-84-26","","8.00, 10.00, 12.15","7.00 (lub 1700); niedziele: 8.00, 10.00, 12.15","","53.86995811087385,22.672614676196304","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=49"
"Parafia pw. św. Jana Kantego","11-500","Giżycko","11-500 Giżycko, Kamionki","","","87 428-15-20","","9:00","17:00","","54.0590617,21.64274009999997","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=120"
"Parafia pw. Matki Bożej Wspomożenia Wiernych","12-250","Klusy","12-250 Klusy, Klusy 12","","","(87) 423 79 91","","9.00 (kaplica w Różyńsku), 10. 45, 12.30 (kaplica w Skomacku)","18 (okres zimowy 16 lub 17); niedziele: 9.00 (kaplica w Różyńsku), 10. 45, 12.30 (kaplica w Skomacku)","","53.7910534,22.116579399999978","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=45"
"Parafia pw. MB Gietrzwałdzkiej","12-200","Pisz","12-200 Pisz, Kocieołek Szlachecki","","","87 423-33-91","","10:00","17:00","","","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=128"
"Parafia pw. Św. Maksymiliana Marii Kolbe","16-300","Augustów","16-300 Augustów, Kolnica","","","(087) 644 91 02","","9:30","","","53.79439530422419,23.050326787304698","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=33"
"Parafia pw. Św. Maksymiliana Marii Kolbego","11-700","Kosewo","11-700 Kosewo, Kosewo 9","","","(89) 742-45-98","","8:30, 11.30","18.00 (zimą 17.00)","","53.82866780000001,21.387661699999967","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=92"
"Parafia pw. Św. Jana Chrzciciela","19-420","Kowale Oleckie","19-420 Kowale Oleckie, Kościuszki 29","","","(87) 523-82-33","","7.00, 830 (kaplica w Drozdowie), 10.00, 12.00, 17.00","17.00, niedziele: 7.00, 830 (kaplica w Drozdowie), 10.00, 12.00, 17.00","","54.1625759,22.417211700000053","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=81"
"Parafia pw. Przemienienia Pańskiego","16-503","Krasnopol","16-503 Krasnopol, Wojska Polskiego 15","","","87 564-02-32","","9:00, 12:00, 17:00","7:30","","54.1150542,23.20616300000006","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=109"
"Parafia pw. Zwiastowania Najświętszej Maryi Panny","16-310","Krasnybór","16-310 Krasnybór, Krasnybór 45","","","(87) 641-40-12","","7.30, 9.00 (kościół św. Rocha), 11.30 (kościół Zwiastowania NMP). W okresie zimowym: 9.00 (kościół św. Rocha), 11.30 (kościół Zwiastowania NMP)","7.00 (kościół Matki Bożej); niedziele: 7.30, 9.00 (kościół św. Rocha), 11.30 (kościół Zwiastowania NMP). W okresie zimowym: 9.00 (kościół św. Rocha), 11.30 (kościół Zwiastowania NMP)","","53.7279809,23.199093100000027","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=87"
"Parafia pw. Wniebowzięcia NMP","11-612","Kruklanki","11-612 Kruklanki, 22 Lipca 28","","","87 421-70-21","","8:30, 11:30","18:00 (zimą 17:00)","","54.089661,21.92455700000005","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=114"
"Parafia pw. Narodzenia NMP","12-230","Biała Piska","12-230 Biała Piska, Kumielsk 1","","","87 423-98-08","","9:00, 12:30","17:00","","","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=139"
"Parafia pw. Św. Maksymiliana Marii Kolbe","11-610","Kuty","11-610 Kuty, Kuty 61","","","(87) 427-93-31","","9.00, 11.00, 12.30 (kaplica w Krzywińskich)","17.00, niedziele: 9.00, 11.00, 12.30 (kaplica w Krzywińskich)","","54.1666667,21.96666670000002","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=98"
"Parafia pw. Matki Bożej Anielskiej","16-315","Lipsk","16-315 Lipsk, Kościelna 28","","","(87) 642-26-90","","8:00, 10:00, 12:00, 17:00; święta zniesione: 8:00, 10:00, 17:00","8:00, 17:00; niedziele: 8:00, 10:00, 12:00, 17:00; święta zniesione: 8:00, 10:00, 17:00","","53.7372408,23.39147920000005","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=88"
"Parafia pw. Św. Marii Magdaleny","16-326","Mikaszówka","16-326 Mikaszówka, Mikaszówka 17","parafiawmikaszowce.pl/","","","","9.00, 10.15 (kaplica w Rudawce), 11.30 (kaplica w Strzelcowiźnie)","","","53.88869807416837,23.394205880664003","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=89"
"Parafia pw. Matki Bożej Różańcowej","11-730","Mikołajki","11-730 Mikołajki, Kajki 27","mikolajki-mbr.diecezja.elk.pl/","","(87) 421-60-76","","8.30, 10.00, 12.00, 18.00 (w okresie letnim 20.00)","8.00, 18.00 (w okresie letnim 19.00), niedziela: 8.30, 10.00, 12.00, 18.00 (w okresie letnim 20.00)","","53.7989098,21.57601939999995","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=93"
"Parafia pw. Św. Mikołaja","11-730","Mikołajki","11-730 Mikołajki, Ks. Jerzego Popiełuszki 1","www.parafiamikolajki.hekko.pl/","","87 777 00 09","","7.30, (kaplica w Tałtach 9.30), 11. 00, 13.00, 18.00 (w okresie letnim 19.00).","17.00, (kaplica w Tałtach 16.00, w okresie letnim 18.00), niedziele: 7.30, (kaplica w Tałtach 9.30), 11. 00, 13.00, 18.00 (w okresie letnim 19.00).","","53.8015848,21.576320699999997","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=94"
"Parafia pw. Matki Bożej Królowej Polski","11-513","Miłki","11-513 Miłki, Giżycka 47","parafia-milki.pl","","","","8:30, 11:30","17:00","","","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=115"
"Parafia pw. Matki Bożej Anielskiej","16-305","Monkinie","16-305 Monkinie, Monkinie","","","(087) 641 00 11","","9:00, 12:00","","","53.983096,23.08798909999996","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=35"
"Parafia p.w. Św. Józefa Rzemieślnika","19-321","Nowa Wieś Ełcka","19-321 Nowa Wieś Ełcka, Małeckich 1","nwe.diecezja.elk.pl","","(87) 619-74-68","","9.00, 10.45 (kaplica w Bobrach), 12.30","","","53.770554743555586,22.328033207450062","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=39"
"Parafia pw. Niepokalanego Serca NMP","12-250","Orzysz","12-250 Orzysz, Okartowo 9","","","87 425-30-66","","8:00, 12:00","18:00","","","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=140"
"Parafia pw. Najświętszej Maryi Panny Królowej Polski","19-400","Olecko","19-400 Olecko, Pl. Wolności 18","nmp.olecko.pl/","","519-768-137","","07.00, 08.30, 10.00, 10.00 (kaplica w Gordejkach) 11.30, 13.00, 14.00 (hospicjum w Jaśkach), 14.00 (kaplica szpitalna w Olecku), 18.00, dni powszednie: 06.30, 07.00, 18.00","06.30, 07.00, 18.00","","54.03660459309139,22.505151608459528","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=82"
"Parafia pw. Podwyższenia Krzyża Świętego","19-400","Olecko","19-400 Olecko, Zamkowa 6","www.krzyzolecko.pl/","","87 520-22-98","","8:00, 10:00, 12:00, 17:00","7:30; 18:00","","54.039179,22.510250000000042","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=75"
"Parafia pw. Świętej Rodziny","19-401","Olecko","19-401 Olecko, Os. Siejnik I 15","swieta-rodzina.olecko.pl/","","(87) 523-92-20","","8.30, 11.00, 18.00","18.00, niedziele: 8.30, 11.00, 18.00","","54.024663,22.489746999999966","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=83"
"Parafia pw. Wniebowzięcia Najświętszej Maryi Panny","19-400","Olecko","19-400 Olecko, Osiedle Lesk 22","","","(87) 523-40-96","","9.15, 11.00","17.00, niedziele: 9.15, 11.00","","54.0337279,22.506943099999944","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=76"
"Parafia pw. Podwyższenia Krzyża Świetego","11-606","Budry","11-606 Budry, Olszewo Węgorzewskie 29","www.parafiaolszewo.na11.pl/","","(87) 437-70-11","","8:30, 10:00","17.00","","54.3045546,21.753771599999936","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=99"
"Parafia pw. MB Szkaplerznej","12-250","Orzysz","12-250 Orzysz, Giżycka 1a","","","87 423-89-93","","7:00, 8:00, 10:00, 11:30, 18:00","7:00; 18:00","","","http://diecezjaelk.pl/parafie.html?sobi2Task=sobi2Details&catid=2&sobi2Id=141"
