"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Świętego Andrzeja Boboli","","Bukowa","Bukowa 71, 23-400 Biłgoraj","www.bukowa.zamojskolubaczowska.pl","","84 641 87 02","Ks. Stanisław Ciupak","9.00, 11.00 , na tygodniu: 18.00 (czas letni)","","","","http://diecezja.zamojskolubaczowska.pl/parafia,24"
"Wniebowzięcia Najświętszej Maryi Panny","","Buśno","Buśno, 22-135 Białopole","busno.zamojskolubaczowska.pl","andrewniger@op.pl","82 568 23 10","Ks. Andrzej Łuszcz","9.00, 11.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,62"
"Świętego Andrzeja Boboli","","Bystre","Krzeszów n. Sanem, 37-418 Krzeszów","","","15 879 9332","Ks. Henryk Misa","8.00, 10.00 (Kulno), 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,14"
"Podwyższenia Krzyża Świętego","","Cewków","Cewków 90, 37-632 Stary Dzików","","","16 631 82 03","Ks. Grzegorz Stankiewicz","8.00, 10.30, 16.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,31"
"Narodzenia Najświętszej Maryi Panny","","Chmielek","Chmielek 76, 23-412 Łukowa","","ks.tworek@op.pl","601 819 425","Ks. Marek Tworek","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,195"
"Narodzenia Najświętszej Maryi Panny","","Chodywańce","Chodywańce 33, 22-664 Jarczów","parafiachodywance.pl","kontakt@parafiachodywance.pl","84 663 45 08","Ks. Piotr Lenart","8.30, 10.00, 11.30 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,147"
"Świętego Maksymiliana Kolbego","","Cichobórz","Cichobórz, 22-500 Hrubieszów","","","84 651 01 90","Ks. Andrzej Wysokiński","9.00, 11.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,50"
"Świętego Wojciecha","","Cieszanów","ul. Sobieskiego 2, 37-611 Cieszanów","","","16 631 11 55","Ks. Mieczysław Startek","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,32"
"Przemienienia Pańskiego","","Czartowiec","Czartowiec, 22-630 Tyszowce","www.czartowiec.zamojskolubaczowska.pl","","84 661 91 94","Ks. Piotr Lizakowski","9.00, 11.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,176"
"Świętego Jana Chrzciciela","","Czerniczyn","Czerniczyn 39, 22-500 Hrubieszów","parafiaczerniczyn.republika.pl","","84 691 32 02","Ks. Piotr Kawecki","9.00, 10.30 (kaplica w Mienianach), 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,51"
"Świętego Michała Archanioła","","Cześniki","Cześniki, 22-424 Sitno","","","84 618 01 46","Ks. Marian Oszust","9.00, 11.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,78"
"Matki Bożej Częstochowskiej","","Czołki","Czołki, 22-424 Sitno","","","84 611 4901","Ks. Wieslaw Wróbel","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,124"
"Podwyższenia Krzyża Świętego","","Dachnów","Dachnów 83, 37-611 Cieszanów","","","16 632 32 36","Ks. Ireneusz Fedec","8.30, 11.00, 17.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,33"
"Świętego Maksymiliana Kolbego","","Dąbrowica","Dąbrowica 150, 23-400 Biłgoraj","","","84 686 4892","Ks. Józef Bednarski","godz.: 9.00, 11.30 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,193"
"Świętego Maksymiliana Kolbego","","Deszkowice","Deszkowice I, 22-448 Sułów","","","84 682 65 22","Ks. Bolesław Michalski","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,126"
"Matki Bożej Częstochowskiej","","Dołhobyczów","Parkowa 2, 22-540 Dołhobyczów","","","84 653 2421","Ks. Krzysztof Soliło","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,96"
"Niepokalanego Poczęcia Najświętszej Maryi Panny","","Dub","Dub 96, 22-435 Komarów","","","84 615 33 22","Ks. Witold Mikulski","8.00,12.00, 9.30/ Kotlice, Śniatycze/, 10.30 /Niewirków/, ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,177"
"Trójcy Przenajświętszej","","Dubienka","Kościelna 1, 22-145 Dubienka","","","82 566 80 17","Ks. Piotr Ciećkiewicz","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,63"
"Świętego Antoniego","","Dyniska Stare","Dyniska Stare, 22-678 Ulhówek","","","84 661 66 16","Ks. Wiesław Mokrzycki","8.30, 10.00, 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,148"
"Wniebowzięcia Najświętszej Maryi Panny","","Dzierążnia","Dzierążnia 42, 22-610 Krynice","","","84 663 01 42","Ks. Jerzy Rzeszowski","9.00, 11.00, 13.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,168"
"Świętego Jana Nepomucena i Matki Bożej Szkaplerznej","","Frampol","3maja 6, 23-440 Frampol","","","84 685 75 34","Ks. Andrzej Stefanek","8.30, 10.15 (filia), 12.00, 18.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,25"
"Wniebowzięcia Najświętszej Maryi Panny","","Gdeszyn","Gdeszyn, 22-455 Miączyn","www.parafia-gdeszyn.pl","","84 641 83 44","Ks. Ryszard Ostasz","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,40"
"Świętego Bartłomieja Apostoła","","Goraj","Kościelna 2, 23-450 Goraj","","","84 685 80 12","Ks. Adam Marek","8.30, 10.00, 11.30 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,26"
"Wniebowzięcia Najświętszej Maryi Panny","","Gorajec","Gorajec, 22-463 Radecznica","","","84 681 02 04","Ks. Zbigniew Szczygieł","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,127"
"Miłosierdzia Bożego","","Gozdów","Gozdów 193a, 22-550 Werbkowice","www.gozdow.zamojskolubaczowska.pl","","84 657 32 27","Ks. Stanisław Solilak","8.00, 10.00 (filia), 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,52"
"Świętego Stanisława Biskupa","","Górecko Kościelne","Górecko Kościelne 11, 23-460 Józefów","www.gorecko.pl","","84 687 80 45","Ks. Tadeusz Sochan","8.00, 10.00, 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,73"
"Świętego Mikołaja","","Grabowiec","Kościelna 5, 22-425 Grabowiec","www.grabowiec.edu.pl","","84 651 24 06","Ks. Zygmunt Żółkiewski","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,41"
"Matki Bożej Królowej Świata","","Grodysławice","Grodysławice 82, 22-640 Rachanie","","","84 663 34 30","Ks. Adam Czupich","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,97"
"Matki Bożej Nieustającej Pomocy","","Gromada","Gromada 152, 23-400 Biłgoraj","parafiambnp.pl",""," 605 361 173","Ks. Marek Kuśmierczyk","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,27"
"Świętej Anny","","Gródek","Gródek 100, 22-664 Jarczów","www.grodek.zamojskolubaczowska.pl","grodek@zamojskolubaczowska.pl","84 666 46 37","Ks. Mieczysław Szynal","8.00 (Werszczyca), 9.00, 10.30 (Szlatyn), 10.30 (Nedeżów), 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,98"
"Miłosierdzia Bożego","","Harasiuki","Harasiuki 123A, 37-413 Harasiuki","","","15 879 13 56","Ks. Wiesław Polewany","8.00, 11.30 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,15"
"Świętej Jadwigi Śląskiej","","Hedwiżyn","Hedwiżyn 45a, 23-400 Biłgoraj","","","84 687 17 47","Ks. Piotr Sobczuk","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,28"
"Wniebowzięcia Najświętszej Maryi Panny","","Honiatycze","Honiatycze 32, 22-550 Werbkowice","","","84 661 06 04","Ks. Andrzej Ciapa","9.00, 11.30 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,178"
"Świętego Jacka i Matki Bożej Różańcowej","","Horodło","Jurydyka 2, 22-523 Horodło","www.horodlo.zamojskolubaczowska.pl","kruhe@poczta.onet.pl","84 651 52 81","Ks. Henryk Krukowski","Horodło - Kościół św. Jacka: 9.15, 11.30, ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,64"
"Niepokalanego Poczęcia Najświętszej Maryi Panny","","Horyniec","Konopnickiej 2, 37-620 Horyniec","","","16 631 30 16","Ks. o. Sylwester Miecznik (OFM Conv.)","kościół parafialny: 11.00, 16.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,105"
"Przemienienia Pańskiego","","Horyszów","Horyszów 109A, 22-455 Miączyn","","","84 618 05 15","Ks. Rudolf Karaś","9.00, 11.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,42"
"Podwyższenia Krzyża Świętego","","Horyszów Polski","Horyszów Polski 67, 22-424 Sitno",".",".","84 611 11 14","Ks. Józef Czaus","8.00, 9.30 (Stanisławka), 10.30 (Kol. Sitno), 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,125"
"Świętego Jana Chrzciciela","","Hostynne","Hostynne 13, 22-550 Werbkowice","","","84 680 8447","Ks. Paweł Wróbel","9.00, 11.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,53"
"Świętego Stanisława Kostki","","Hrubieszów","Plac Staszica 6, 22-500 Hrubieszów","www.hrubieszow.bernardyni.pl","","84 696 23 93","Ks. o. Wenancjusz Stasiuk OFM","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,56"
"Ducha Świętego","","Hrubieszów","Nowa 11, 22-500 Hrubieszów","www.duch.hrub.eu","","84 696 46 12","Ks. Marek Giergiel","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,54"
"Najświętszej Maryi Panny Nieustającej Pomocy","","Hrubieszów","Dwernickiego 85, 22-500 Hrubieszów","","","84 696 35 10","Ks. Andrzej Puzon","8.00, 9.30, 11.00, 12.00, 12.00 (Dziekanów) ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,65"
"Świętego Mikołaja","","Hrubieszów","3-go Maja 6, 22-500 Hrubieszów","www.hrubieszow.parafia.info.pl","","84 696 3279","Ks. Wiesław Oleszek","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,55"
"Matki Bożej Królowej Polski","","Hucisko","Hucisko, 37-413 Harasiuki","","","15 879 31 16","Ks. Wiesław Motyka","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,16"
"Najświętszego Serca Jezusa","","Hulcze","Hulcze 32, 22-540 Dołhobyczów","","","84 653 16 40","Ks. Jerzy Piasecki","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,149"
"Podwyższenia Krzyża Świętego","","Huta Krzeszowska","ul. Księdza Mulawy 1, 37-413 Huta Krzeszowska","www.hutakrzeszowska.zamojskolubaczowska.pl","hkrzeszowska@zamosc.opoka.org.pl","15 879 21 35","Ks. Krzysztof Koprowski","8.00, 9.15, 11.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,17"
"Chrystusa Króla","","Huta Różaniecka","Huta Różaniecka 59, 37-613 Ruda Różaniecka","","","16 631 97 78","Ks. Marek Barszczowski","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,106"
"Świętego Stanisława Biskupa","","Jarczów","Jarczów, 22-664 Jarczów","www.jarczow.zamojskolubaczowska.pl","parafia_jarczow@wp.pl","84 663 45 25","Ks. Jarosław Nowak","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,158"
"Najświętszego Serca Jezusa","","Jarosławiec","Jarosławiec 37, 22-424 Sitno","","","84 611 20 13","Ks. Tadeusz Bastrzyk","8.30, 10.00, 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,79"
"Świętego Antoniego Padewskiego","","Jeziernia","Jeziernia 100, 22-600 Tomaszów Lub.","www.jeziernia.zamojskolubaczowska.pl","jeziernia@zamojskolubaczowska.pl","84 665 87 08","Ks. Mieczysław Grabowski","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,159"
"Niepokalanego Poczęcia Najświętszej Maryi Panny","","Józefów","Wojska Polskiego 11, 23-460 Józefów","www.parafia.jozefow.prv.pl","parjozefow@neostrada.pl","84 687 80 28","Ks. Zenon Mrugała","7.00, 9.30, 11.00 (rodzinna), 11.00 (filia), 12.30 (suma), 18.00 (17.00 - w okresie zimowym) ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,74"
"Świętego Krzyża","","Kalinówka","Kalinówka 14, 22-420 Skierbieszów","","","84 621 36 88","Ks. Stanisław Górnik","9.00, 11.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,116"
"Najświętszego Serca Jezusa","","Klemensów","Bodaczów 150B, 22-460 Szczebrzeszyn","www.klemensow.zamojskolubaczowska.pl","ryszardw4@gmail.com","84 682 1615","Ks. Ryszard Wróbel","8.00, 10.00, 12.00, 16.00 (18.00) ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,128"
"Świętej Trójcy","","Komarów","ul. 3 Maja 10, 22-435 Komarów","www.parafiakomarow.pl","","84 615 31 27","Ks. Franciszek Nieckarz","10.00, 12.00, 16.00 8.00 (filia) ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,179"
"Matki Bożej Bolesnej","","Korytków Duży","Korytków Duży 121 a, 23-400 Biłgoraj","","","84 685 7892","Ks. Krzysztof Gajewski","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,194"
"Świętego Andrzeja Boboli","","Kosobudy","Kosobudy 37, 22-470 Zwierzyniec","www.kosobudy.zamojskolubaczowska.pl","kosobudy@zamojskolubaczowska.pl","84 687 25 14","Ks. Józef Zwolak","- Kościół Parafialny ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,80"
"Zesłania Ducha Świętego","","Krasnobród","Sanatoryjna 34a, 22-440 Krasnobród","krasnobrod-uducha.pl","","84 660 7088","Ks. Roman Sawic","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,81"
"Nawiedzenia Najświętszej Maryi Panny","","Krasnobród","Tomaszowska 18, 22-440 Krasnobród","www.krasnobrod-sanktuarium.pl","nmp3@wp.pl","84 6607030","Ks. Eugeniusz Derdziuk","7.00, 9.00, 10.30, 12.00, 17.00 (czas letni 18.00) ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,11"
"Przemienienia Pańskiego","","Krowica","Krowica 77, 37-625 Krowica Sama","","","16 632 61 58","Ks. Zbigniew Sawicki","7.30, 9.00 (w Budomierzu), 9.30 (w Krowicy Lasowej), 10.30 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,88"
"Narodzenia Najświętszej Maryi Panny","","Kryłów","ul. Sokalska 3a, 22-530 Mircze","","","84 651 98 12","Ks. Stefan Kuk","9.15, 11.15, 12.00, 13.15, 14.30 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,57"
"Świętego Stanisława Biskupa","","Krynice","Krynice, 22-610 Krynice","","","84 663 02 13","Ks. Zbigniew Mazurek","9.00, 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,169"
"Narodzenia Najświętszej Marii Panny","","Krzeszów","Kościelna 27, 37-418 Krzeszów","","","15 879 83 05","Ks. Stanisław Kolano","8.00, 11.00, 16.00 (18), 9.30 (w Jasienniku Starym) ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,18"
"Podwyższenia Krzyża Świętego","","Księżpol","Kościelna 50, 23-415 Księżpol","ksiezpol.parafia.info.pl","ksiezpol@parafia.info.pl","84 687 74 44","Ks. Marian Drążek","7.30, 9.30 (Rakówka), 11.30 oraz 18.00 (w okresie letnim odwołana, w okresie zimowym o 17.00)","","","","http://diecezja.zamojskolubaczowska.pl/parafia,139"
"Matki Bożej Częstochowskiej","","Lipiny","Lipiny Górne Borowina 1, 23-423 Potok Górny","www.parafialipinygorne.pl","","84 685 33 06","Ks. Stanisław Małysz","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,19"
"Świętego Andrzeja Apostoła","","Lipsko","Mogiłek 2, 37-610 Narol","","","16 631 70 22","Ks. Julian Leńczuk","8.00, 8.00 (Brzeziny), 10.00 (Złomy), 11.00, 11.30 (Dębiny), 16.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,107"
"Świętego Jana Chrzciciela","","Lipsko","Lipsko k. Zamościa 259, 22-400 Zamość","parafia-lipsko.pl","info@parafia-lipsko.pl","84 671 38 32","Ks. Tomasz Winogrodzki","7.30, 9.15 (Białowola), 10.45 (Zarzecze), 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,82"
"Matki Bożej Fatimskiej","","Lisie Jamy","Lisie Jamy, 37-600 Lubaczów","","","16 632 36 41","Ks. Mariusz Kot","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,89"
"Bł. Jakuba Strzemię B, Św. Stanisława Bpa","","Lubaczów","ul. Kościuszki 2, 37-600 Lubaczów","www.konkatedra.zamojskolubaczowska.pl","","16 632 10 72","Ks. Andrzej Stopyra","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,91"
"Świętego Karola Borumeusza","","Lubaczów","ul. Mickiewicza 85, 37-600 Lubaczów","boromeusz.lubaczow.pl","","16 632 22 86","Ks. Czesław Gołdyn","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,90"
"Matki Bożej Różańcowej","","Lubycza Królewska","Sobieskiego 2, 22-680 Lubycza Królewska","www.parafialubycza.republika.pl","","84 661 70 16","Ks. Robert Mokrzyński","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,160"
"Niepokalanego Poczęcia Najświętszej Maryi Panny","","Luchów Górny","Luchów Górny, 23-420 Tarnogród","","","84 689 62 58","Ks. Leszek Pankowski","8.00, 9.30 (w Jastrzębcu), 11.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,140"
"Matki Bożej Szkaplerznej","","Łabunie","Kościelna 43, 22-437 Łabunie","www.labunie.zamojskolubaczowska.pl","labunie@zamojskolubaczowska.pl","84 611 30 26","Ks. Piotr Rawlik","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,83"
"Świętych Apostołów Piotra i Pawła","","Łaszczów","3maja 14, 22-650 Łaszczów","","","84 661 15 04","Ks. Zbigniew Kociołek","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,99"
"Trójcy Przenajświętszej","","Łaszczówka","Łaszczówka, 22-600 Tomaszów Lub.","www.laszczowka.zamojskolubaczowska.pl","trinitas@zamojskolubaczowska.pl","84 664 36 55","Ks. Jarosław Przyczyna","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,161"
"Niepokalanego Serca Najświętszej Maryi Panny","","Łaziska","Łaziska, 22-420 Skierbieszów","","","84 621 26 06","Ks. Janusz Wyłupek","8.00, 10.00 (Dębowiec), 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,117"
"Opieki Świętego Józefa NMP i Świętego Michała Archanioła","","Łosiniec","Łosiniec 14b, 22-672 Susiec","","","84 665 42 11","Ks. Zenon Góra","8.30, 10.00 (Ulów), 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,162"
"Matki Bożej Śnieżnej","","Łukawica","Łukawica 1, 37-610 Narol","","","16 631 93 25","Ks. Cezary Błaszczuk","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,108"
"Objawienia Pańskiego","","Łukawiec","Łukawiec, 37-626 Łukawiec","www.parafialukawiec.iap.pl","","16 631 2244","Ks. Janusz Sokołowski","8.00, 9.30, 11.00, 16.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,92"
"Wniebowzięcia Najświętszej Maryi Panny","","Łukowa","Łukowa 232, 23-412 Łukowa","www.lukowa.parafia.info.pl","kostrub@opoka.org.pl","84 687 40 19","Ks. Waldemar Kostrubiec","8.00, 9.00 (w Chmielku), 10.00, 11,30 (w Osuchach), 11.30 (w Babicach), 16.30 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,141"
"Świętych Apostołów Piotra i Pawła","","Machnów Nowy","22 lipca 19, Machnów Nowy, 22-674 Machnów","www.parafiamn.cba.pl","","84 661 73 36","Ks. Jarosław Cioch","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,163"
"Matki Bożej Królowej Polski","","Machnówek","Machnówek 51, 22-678 Ulhówek",".",".","84 641 74 86","Ks. Piotr Gałczyński","8.00, 10.00 (filia), 12.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,150"
"Świętego Tomasza Apostoła","","Majdan Sopocki","Majdan Sopocki II 15, 22-672 Susiec","www.majdan-sopocki.parafia.info.pl","","84 665 43 19","Ks. Krzysztof Śniosek","8.00, 9.30, 10.45, 12.15, 16.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,75"
"Świętych Apostołów Piotra i Pawła","","Majdan Stary","Majdan Stary 37, 23-414 Majdan Stary","","","84 685 18 84","Ks. Jan Pysz","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,20"
"Świętego Michała Archanioła","","Miączyn","Grabowiecka 87, 22-455 Miączyn","www.miaczyn.zamojskolubaczowska.pl","miaczyn@zamojskolubaczowska.pl","84 618 00 15","Ks. Piotr Szeptuch","9.00, 12. 00","","","","http://diecezja.zamojskolubaczowska.pl/parafia,43"
"Zmartwychwstania Pańskiego","","Mircze","Hrubieszowska 32, 22-530 Mircze","www.mircze.zamojskolubaczowska.pl","parafia@zp.mircze.parafia.info","84 651 90 17","Ks. Tomasz Giergiel","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,58"
"Świętej Marii Magdaleny","","Młodów","ul. Jana Pawła II 2, 37-600 Lubaczów","www.parafiamlodow.pl","","16 632 07 05","Ks. Jan Semeniuk","8.00, 11.00, 16.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,93"
"Znalezienia Krzyża Świętego","","Mokrelipie","Mokrelipie 98, 22-463 Radecznica","","","84 681 80 63","Ks. Mieczysław Filip","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,129"
"Świętych Apostołów Piotra i Pawła","","Moniatycze","Moniatycze, 22-500 Hrubieszów","","","84 691 80 05","Ks. Jerzy Sopel","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,66"
"Wniebowzięcia Najświętszej Maryi Panny","","Nabróż","Nabróż - Kolonia 23, 22-650 Łaszczów","","","84 643 72 43","Ks. Jerzy Truś","8.00, 10.00, 11.30 (filia), 13.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,100"
"Narodzenia Najświętszej Maryi Panny","","Narol","Józefowska 10, 37-610 Narol","www.narol.zamojskolubaczowska.pl","szczerbacz@tlen.pl","16 631 75 53","Ks. Czesław Szczerba","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,109"
"Matki Bożej Częstochowskiej","","Nieledew","Nieledew 315, 22-554 Trzeszczany","www.nieledew.parafia.info.pl","nieledew@parafia.info.pl","84 657 52 12","Ks. Janusz Granda","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,67"
"Świętego Wojciecha i Matki Bożej Różańcowej","","Nielisz","Nielisz 196, 22-413 Nielisz","","","84 631 27 32","Ks. Dariusz Soniak","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,130"
"Narodzenia Najświętszej Maryi Panny","","Niemstów","Niemstów 103, 37-611 Cieszanów","","","16 631 20 04","Ks. Andrzej Wysokiński","0.00, 10.00 (filia), 11.30 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,34"
"Nawiedzenia Najświętszej Maryi Panny","","Nowe Brusno","Nowe Brusno, 37-620 Horyniec","",""," 693 433 629","Ks. Bogusław Kornaga","8.00, 11.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,110"
"Wniebowzięcia Najświętszej Maryi Panny","","Nowe Sioło","Nowe Sioło 87, 37-611 Cieszanów,","","","16 631 11 40","Ks. Władysław Dobrowolski","8.00 (9.00), 10.00 (11.00) ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,35"
"Przemienienia Pańskiego","","Nowosiółki","Nowosiółki 41, 22-652 Telatyn","www.nowosiolkiparafia.wordpress.com","stzak@neostrada.pl","84 661 41 88","Ks. Stanisław Żak","7.30, 9.15, 11.00 ","","","","http://diecezja.zamojskolubaczowska.pl/parafia,101"
"Wniebowzięcia Najświętszej Maryi Panny","","Obsza","Obsza 67, 23-413 Obsza","","","84 689 10 11","Ks. Paweł Sochacki","","","","","http://diecezja.zamojskolubaczowska.pl/parafia,142"
