"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"Św. Stanisława Biskupa","","","ul. Tkaczowa 154, 36-040 Boguchwała","parafiaboguchwala.pl","boguchwala@rzeszow.opoka.org.pl","17 871 44 36","Ks. mgr lic. Mariusz Mik","lato 7.00, 9.00; 11.00; 18.00; zima 7.00; 9.00; 11.00; 17.00","zima 6.30; 7.00; 17.00; lato 6.30; 7.00; 18.00","","49.98413010000001,21.935985300000002","http://www.diecezja.rzeszow.pl/2015/04/boguchwala/"
"Najświętszej Maryi Panny Częstochowskiej","","","Borek Wielki 421, 39-120 Sędziszów Młp.","www.parafia.bw.vot.pl","parafia@bw.vot.pl","17 221 69 47","Ks. mgr lic. Jan Pikul"," 9.00; , 7.00, 11.00, 16.00","zima 6.30, 17.00; lato 6.30, 18.00","","50.085292636958286,21.666433722278807","http://www.diecezja.rzeszow.pl/2015/05/borek-wielki/"
"Św. Jana Chrzciciela","","","Bratkowice 402, 36-055 Bratkowice","","","17 855 10 12","Ks. mgr Józef Książek"," 6.30, 8.00, 9.30, 11.00, 17.00","lato 6.30, 18.00; zima 6.30, 17.00","","50.056877666976874,21.889199152080398","http://www.diecezja.rzeszow.pl/2015/05/bratkowice/"
"Św. Mikołaja","","","Brzeziny 619, 39-111 Brzeziny","www.parafiabrzeziny.pl","brzeziny-mikolaj@wp.pl","17 223 32 14","Ks. mgr Józef Kłosowski"," 9.00; , 7.00, 10.30, 15.00","lato 7.00, 18.30; zima 7.00, 16.30","","49.931459815297885,21.542934182496467","http://www.diecezja.rzeszow.pl/2015/05/brzeziny/"
"Podwyższenia Krzyża Świętego","","","ul. Słoneczna 1, 39-230 Brzostek","www.parafia.brzostek.alpha.pl/","brzostek.parafia@o2.pl","14 683 03 00 ","Ks. dr Jan Cebulak"," 9.00; , 7.00;, 8.30; 10.00; 11.30; 17.00;","zima 7.00; 17.00; lato 7.00; 18.00","","49.878865000000005,21.41226","http://www.diecezja.rzeszow.pl/2015/04/brzostek-2/"
"Św. Marii Magdaleny","","","Brzyska 15a, 38-212 Brzyska","parafiabrzyska.ns48.pl/","brzyska@rzeszow.opoka.org.pl","13 446 01 18","Ks. Edward Pasionek"," 7.00, 9.00, 11.30, 15.00; , 10.15","zima 7.00, 17.00; lato 7.00, 19.00","","49.81999600000002,21.359639899999998","http://www.diecezja.rzeszow.pl/2015/04/brzyska/"
"Niepokalanego Serca NMP","","","Budy Głogowskie 845, 36-060 Głogów Młp.","","","17 851 94 16","Ks. mgr lic. Paweł Zimny"," 7.30; 10.30; 15.00;"," wtorki   7.30; 18.00 (17.00)","","","http://www.diecezja.rzeszow.pl/2015/04/budy-glogowskie/"
"Św. Franciszka z Asyżu","","","Bystrzyca 53, 39-124 Iwierzyce","www.parafiabystrzyca.pl","parafia@parafiabystrzyca.pl","17 864 28 18","Ks. mgr Leszek Moryl"," 8.00, 11.00,"," 19.00 (17.00)","","49.977510900000006,21.729145800000015","http://www.diecezja.rzeszow.pl/2015/05/bystrzyca/"
"Św. Maksymiliana Kolbe","","","Bzianka 20A, 35-213 Rzeszów","","","17 851 32 89","Ks. mgr Roman Gawron"," 7.30; 10.30;","lato 18.00; zima 17.00","","50.04168685127418,21.866455523735905","http://www.diecezja.rzeszow.pl/2015/05/bzianka/"
"Matki Bożej Łaskawej","","","Chmielnik 4a, 36-016 Chmielnik","www.sanktuariumchmielnik.pl/","kontakt@sanktuariumchmielnik.pl","17 229 66 23","Ks. mgr Mariusz Cymbała"," 7.15; 9.15; 11.15; 16.00;","lato 6.30, 18.00; zima 6.30, 17.00","","49.983965,22.116567999999997","http://www.diecezja.rzeszow.pl/2015/05/chmielnik-rzeszowski/"
"Św. Michała Archanioła","","","Cieklin 327, 38-222 Dębowiec","www.cieklin.ejp2.pl","parafiacieklin@gmail.com","13 479 18 00","Ks. Franciszek Motyka"," 9.45876; , 7.00, 8.30, 11.00, 16.00","zima 17.00; lato 18.30","","","http://www.diecezja.rzeszow.pl/2015/04/cieklin/"
"Przemienienia Pańskiego","","","Cmolas 252 a, 36-105 Cmolas","www.parafiacmolas.pl","parafia@cmolas.org","17 283 76 45","Ks. mgr lic. Michał Bator"," 7.00; , 9.15, 15.00; , 10.00; , 7.00, 8.05   szkolna, 9.15, 11.00, 17.00"," 6.30 i 18.30(17.00)","","50.296406467044754,21.741637337298105","http://www.diecezja.rzeszow.pl/2015/04/cmolas/"
"Św. Stanisława Biskupa","","","Czarna Sędziszowska 77, 39-123 Czarna k. Ropczyc","www.czarna.rzeszow.opoka.org.pl/","","17 745 56 11","Ks. mgr Edward Brzana"," 7.00, 9.00, 11.00, 15.00","lato 6.30, 18.00; zima 6.30, 17.00","","50.12429830000001,21.75399969999999","http://www.diecezja.rzeszow.pl/2015/05/czarna-sedziszowska/"
"Św. Maksymiliana Kolbe","","","Czeluśnica 185, 38-204 Tarnowiec,","","","13 445 56 06","Ks. Roman Niedziela"," 7.30, 10.30, 16.00","zima 17.00; lato 18.00","","49.72743435700079,21.52436230737359","http://www.diecezja.rzeszow.pl/2015/04/czelusnica/"
"Świętej Trójcy","","","ul. Kościelna 1, 38-120 Czudec","www.sanktuariumczudec.pl","czudec@gmail.com","17 277 10 11","Ks. mgr Antoni Kocoł"," 7.00, 8.30, 10.00, 11.30, 15.30","lato 6.30, 18.00; zima 6.30, 17.00","","49.9460653,21.8189117","http://www.diecezja.rzeszow.pl/2015/04/czudec/"
"Matki Bożej Królowej Polski","","","Dąbrowa 131, 36-071 Trzciana","www.dabrowa.parafia.info.pl/","","17 851 41 16","Ks. dr Artur Ziąber"," 8.30, 11.00","lato 18.00; zima 17.00","","50.01748378339613,21.785329175693366","http://www.diecezja.rzeszow.pl/2015/05/dabrowa/"
"Św. Judy Tadeusza","","","Dąbrówka 2a, 38-211 Jasło","www.parafia-dabrowka-gamrat.pl","parafia.dabrowka.gamrat@gmail.com","13 445 70 17","Ks. mgr Marian Chłopiński"," 7.00, 9.00, 11.00, 14.30"," 7.00, 18.00 (17.00)","","","http://www.diecezja.rzeszow.pl/2015/04/dabrowka-gamrat/"
"Matki Bożej Niepokalanej","","","Desznica 29, 38-230 Nowy Żmigród","","","13 441 51 52 tel. fax","Ks. mgr Józef Obłój"," 7.00, 11.00","lato 19.00; zima 17.00","","","http://www.diecezja.rzeszow.pl/2015/04/desznica/"
"Św. Bartłomieja Apostoła","","","Dębowiec 177, 38-220 Dębowiec","www.debowiec.ejp2.pl/","debowiecparafia@gmail.com","13 441 30 14","Ks. mgr Krzysztof Samborski MS"," 7.30, 9.00, 10.30, 12.00,","zima 6.30, 17.00; lato 6.30, 18.00","","","http://www.diecezja.rzeszow.pl/2015/04/debowiec/"
"św. Stanisława Biskupa","","","Dobrzechów 281, 38-100 Strzyżów","www.dobrzechow.parafia.info.pl","dobrzechow@rzeszow.opoka.org.pl","17 276 39 22","Ks. mgr lic. Maciej Figura"," 7.00, 8.30, 10.45, 16.00 (15.00); , 9.30","lato 7.00, 18.00; zima 7.00, 17.00","","","http://www.diecezja.rzeszow.pl/2015/05/dobrzechow/"
"Miłosierdzia Bożego","","","Domatków 209, 36-100 Kolbuszowa","","","17 227 23 33","Ks. mgr Stanisław Marczewski"," 8.00, 10.30, 15.00"," 18.00","","50.2020598,21.7393947","http://www.diecezja.rzeszow.pl/2015/04/domatkow/"
"Dobrego Pasterza","","","Faliszówka 51, 38-459 Kopytowa","","","13 431 40 64","Ks. mgr Jan Wnęk"," 8.00, 10.30, 15.00-nieszpory"," 18.00 (17.00)","","49.65112465787059,21.6002962719101","http://www.diecezja.rzeszow.pl/2015/04/faliszowka/"
"Najświętszego Serca Pana Jezusa","","","Folusz 56/6, 38-222 Cieklin","","","13 441 31 58","","zima 10.00; , 8.30, 11.00","lato 18.00; środa i piątek, 9.15; zima 17.00","","49.62717597444823,21.361518665519625","http://www.diecezja.rzeszow.pl/2015/04/folusz/"
"Narodzenia NMP","","","ul. Ks. Blajera 6,, 
38-130 Frysztak, tel. 17 277 78 30","www.parafia.frysztak.pl","parafia@frysztak.pl","17 277 78 30","Ks. mgr Bogusław Bogaczewicz"," 7.00; 9.00; 10.30; 12.00, 16.00"," 6.00; 7.00; 18.00(17.00)","","","http://www.diecezja.rzeszow.pl/2015/04/frysztak/"
"Św. Maksymiliana Kolbe","","","Glinik 103, 
39-106 Łączki Kucharskie,","","","17 221 08 90","Ks. Czesław Łaguz","zima 7.30, 10.30, 15.30; lato 7.00, 9.00, 11.00"," 7.00 lub 18.00","","49.984965482641115,21.535503039483746","http://www.diecezja.rzeszow.pl/2015/05/glinik/"
"Św. Józefa Robotnika","","","Glinik Polski, 38-204 Tarnowiec","","","13 442 37 15","Ks. mgr lic. Marian Płonka"," 8.00; 10.30; 15.30 (W. Post, maj, październik);","zima 17.00; lato 18.00","","49.70606125554987,21.549695141783694","http://www.diecezja.rzeszow.pl/2015/04/glinik-polski/"
"Matki Bożej Częstochowskiej","","","Glinik Zaborowski 113,, 
38-100 Strzyżów, tel. 17 779 05 03","","","17 779 05 03","Ks. mgr Mariusz Siniak"," 7.30, 10.30, 15.00(Wlk.Post, maj, październik)"," 18.00(17.00)","","49.880123302546345,21.668932499455508","http://www.diecezja.rzeszow.pl/2015/05/glinik-zaborowski/"
"Narodzenia Św. Jana Chrzciciela","","","Gładyszów 46, 38-315 Uście Gorlickie","www.parafia-gladyszow.pl/","gladyszow@rzeszow.opoka.org.pl","18 351 00 22","Ks. mgr Artur Wesołowski"," 9.00; , 7.00, 11.00"," 17.00","","49.46714412920511,21.302080139036246","http://www.diecezja.rzeszow.pl/2015/04/gladyszow/"
"św. Józefa","","","ul. Jana Pawła II, 27, 36-060 Głogów Młp.","niwa.parafia.info.pl/","parafianiwa@interia.eu","17 859 14 45","Ks. dr Stanisław Kamiński"," 9.00, 12.00 17.00 (III niedz,. Godz. 15.00   dla"," 18.00","","50.15258285385206,21.948879648051225","http://www.diecezja.rzeszow.pl/2015/04/glogow-malopolski-sw-jozefa/"
"Trójcy Przenajświętszej","","","ul. Kościelna 4, 36-060 Głogów Młp.","sanktuariumglogowmlp.pl/","","17 851 75 83","Ks. Adam Samel","lato 6.30, 8.00, 9.30, 11.00, 18.00,; zima 6.30, 8.00, 9.30, 11.00, 12.30, 18.00"," 6.30, 7.15   kaplica NMP, 18.00","","","http://www.diecezja.rzeszow.pl/2015/04/glogow-malopolski-fara/"
"Św. Maksymiliana Kolbe","","","Głojsce, ul. Szkolna 19, 38-450 Dukla","www.glojsce.rzeszow.opoka.org.pl","","13 433 04 05","Ks. mgr Janusz Kunior"," 8.00, 10.30,","zima 16.00; lato 18.00","","49.570280999999994,21.615029399999997","http://www.diecezja.rzeszow.pl/2015/04/glojsce/"
"Św. Krzysztofa","","","Godowa 287, 38-100 Strzyżów","www.godowa.pl","wkrn@rz.onet.pl","17 276 11 65","Ks. mgr lic. Roman Wałczyk"," 7.30, 10.30, 16.00 (17.00)"," 7.00, 18.00","","49.78159088956027,21.807926872998593","http://www.diecezja.rzeszow.pl/2015/05/godowa/"
"Św. Katarzyny","","","Gogołów 2, 38-131 Gogołów","www.parafiagogolow.pl","","17 277 83 11","Ks. mgr Jacek Cierpich"," 6.45, 8.30, 11.00, 16.00 (maj i październik); , 8.00","w zależności od pory roku, 18.00 (17.00)","","","http://www.diecezja.rzeszow.pl/2015/04/gogolow/"
"Matki Bożej Nieustającej Pomocy","","","ul. 11-go Listopada 89, 38-300 Gorlice","www.nieustajacejpomocy.gorlice.pl","info@nieustajacejpomocy.gorlice.pl","18 352 24 36","Ks. mgr Marek Urban","zima 7.00, 8.30, 10.00, 11,15, 17.30; lato 7.00, 8.30, 10.00,11.15, 18.00","zima 6.30, 17.30; lato 6.30, 18.00","","49.664762161906,21.155666861069168","http://www.diecezja.rzeszow.pl/2015/04/gorlice-glinik-mariampolski/"
"Narodzenia NMP","","","Pl. Kościelny 1, 38-300 Gorlice","www.bazylikagorlice.pl","","18 353 76 30 ","Ks. mgr Stanisław Ruszel"," 6.00, 7.00, 8.30, 10.00,11.30, 13.00, 16.00,"," 6.00, 6.30, 7.00, 8.00, 18.00","","","http://www.diecezja.rzeszow.pl/2015/04/gorlice-narodzenia-nmp-fara/"
"Św. Andrzeja Boboli","","","ul. Partyzantów 11, 38-300 Gorlice","www.bobolagorlice.parafia.info.pl","abobolagorlice@gmail.com","18 352 57 17","Ks. mgr Stanisław Kogut"," 6.30, 8.00, 9.30, 11.00, 19.00","zima 6.30, 18.00; lato 6.30, 19.00","","49.654672879812786,21.14673559592258","http://www.diecezja.rzeszow.pl/2015/04/gorlice-sw-andrzeja-boboli/"
"Św. Jadwigi Królowej","","","ul. Ariańska 4, 
38-300 Gorlice,","www.jadwiga.gorlice.pl","gorlice-jadwiga@rzeszow.opoka.org.pl lub parafiagorlice@poczta.fm","18 353 14 46, przełożona: S. Halina Boruch , 5 sióstr","Ks. mgr Jerzy Gondek"," 7.30, 9.00, 10.30, 12.00, 17.00"," 6.30, 18.00","","49.652125999999996,21.161662999999994","http://www.diecezja.rzeszow.pl/2015/04/gorlice-sw-jadwigi-krolowej/"
"Św. Jakuba Starszego Apostoła","","","Góra Ropczycka 120, 39-120 Sędziszów Młp.","goraropczycka.org/","parafia@goraropczycka.org","17 745 19 97","Ks. mgr Julian Jarząb"," 6.30, 9.00, 11.00, 15.30","lato 6.30, 18.00 (17.00)","","50.06706707809951,21.645616400626054","http://www.diecezja.rzeszow.pl/2015/05/gora-ropczycka/"
"Ofiarowania NMP","","","ul. Centralna 104, 36-051 Górno","www.parafiagorno.pl","e-mail: poczta@parafiagorno.pl","17 772 87 20","Ks. mgr Jan Lib"," 14.00; , 7.30, 11.00, 18.00(17.00); , 9.30"," 18.30 (15.00); , 7.00, 18.00(17.00)","","","http://www.diecezja.rzeszow.pl/2015/05/gorno/"
"Niepokalanego Serca NMP i Św. Stanisława Kostki","","","Grodzisko Strzyżowskie 163, 38-102 Grodzisko Strzyżowskie","parafiagrodzisko.jimdo.com/","parafiagrodzisko@onet.pl","17 276 57 07","Ks. Jerzy Oczoś"," 8.00, 10.00; , 7.15, 9.00, 10.30, 15.30","lato 18.00; zima 17.00","","49.927276432515406,21.63225421012551","http://www.diecezja.rzeszow.pl/2015/05/grodzisko-strzyzowskie/"
"Św. Antoniego Padewskiego","","","Gwoźnica Górna 330, 38-116 Gwoźnica Górna","","","17 746 57 00","Ks. mgr lic. Zygmunt Mularski","cały rok, 7,30; 10,30; 16,00","lato 18,00; zima 17,00","","49.80194213447283,21.983189086651123","http://www.diecezja.rzeszow.pl/2015/04/gwoznica/"
"Św. Doroty","","","Harklowa 92, 38-243 Harklowa","","","13 449 40 10","Ks. mgr Stanisław Łukasik"," 9.30; , 7.30, 11.00, 16.00"," 18.00 (17.00)","","49.7180833,21.3468538","http://www.diecezja.rzeszow.pl/2015/04/harklowa/"
"Matki Bożej Niepokalanej","","","Hermanowa 286, 36-020 Tyczyn","%20http://parafia-hermanowa.blog.onet.pl/","parafia.hermanowa@op.pl","17 221 92 96","Ks. mgr Wiesław Bednarz"," 7.30, 9.00, 10.30; lato 15.00"," 18.00 (17.00)","","","http://www.diecezja.rzeszow.pl/2015/05/hermanowa/"
"Matki Bożej Królowej","","","Jabłonica 40, 38-200 Jasło","","","13 449 32 46","Ks. mgr Antoni Łagoda"," 9.30; , 8.00, 11.00","lato 18.00; zima 17.00","","49.79165984847838,21.326248470365133","http://www.diecezja.rzeszow.pl/2015/04/jablonica/"
"Zwiastowania NMP","","","Januszkowice 201, 39-230 Brzostek","","januszkowice@rzeszow.opoka.org.pl","14 683 05 13","Ks. mgr Stanisław Mirek"," 8.00, 11.00, 15.00","zima 17.00; lato 18.00","","49.84278563103411,21.452605806320207","http://www.diecezja.rzeszow.pl/2015/04/januszkowice/"
"Św. Stanisława Kostki","","","Jasionka 300, 36-002 Jasionka","","","17 772 30 62","Ks. Michał Leśniara"," 7.00, 10.00; , 11.30; , 8.30,"," 18.00(17.00); zima 6.30, 17.00; lato 6.30, 18.00","","","http://www.diecezja.rzeszow.pl/2015/04/jasionka/"
"Chrystusa Króla","","","ul. Dolna 33, 38-200 Jasło","","chrystus.krol.jaslo@gmail.com","13 446 84 72","Ks. mgr Grzegorz Bokota"," 8.00; 11.00;; , 7.00, 9.30, 12.15, 17.00"," 18.00; , 17.00","","49.74110912817413,21.48974767588654","http://www.diecezja.rzeszow.pl/2015/04/jaslo-chrystusa-krola/"
"Dobrego Pasterza","","","ul. Sobniowska 34, 38-200 Jasło","www.jaslodobrypasterz.jasielskie.pl/","","13 445 50 76","Ks. dr Marian Putyra"," 9.00, 11.00; , .8.00, 9.30, 11.00, 17.00","lato 18.00; zima 17.00","","49.726683168594896,21.471332364992925","http://www.diecezja.rzeszow.pl/2015/04/jaslo-dobrego-pasterza/"
"Matki Bożej Częstochowskiej","","","ul. Mickiewicza 39, 38-200 Jasło","www.jaslombcz.pl/","","13 446 29 90","Ks. mgr Tadeusz Gąsiorowski"," 8.00, 9.30, 11.00, 12.15, 17.00,","zima 7.00, 17.00; lato 7.00, 18.00","","","http://www.diecezja.rzeszow.pl/2015/04/jaslo-matki-bozej-czestochowskiej/"
"Matki Bożej Królowej Świata","","","ul. Niegłowicka 39, 38-200 Jasło","www.parafianieglowice.pl","parafia@parafianieglowice.pl","+48 793 55 84 48","Ks. mgr Leszek Saczek"," 8.00, 10.30, 15.00","zima 17.00; lato 18.00","","49.7214209792261,21.463277292126325","http://www.diecezja.rzeszow.pl/2015/04/jaslo-matki-bozej-krolowej-swiata/"
"Miłosierdzia Bożego","","","ul. Rafineryjna 15, 38-200 Jasło","milosierdziejaslo.pl","","13 446 96 88","Ks. dr Zbigniew Pałka"," 8.00, 10.30, 17.00","zima 18.00; lato 19.00","","49.730293179685134,21.449554154917838","http://www.diecezja.rzeszow.pl/2015/04/jaslo-milosierdzia-bozego/"
"NSPJ i Niep. Serca NMP","","","ul. Św. Jana z Dukli 4, 38-200 Jasło","www.jaslo-zolkow.rzeszow.opoka.org.pl","jaslo-zolkow@rzeszow.opoka.org.pl","13 446 90 88","Ks. mgr Jan Gibała"," 7.30, 10.15, nabożeństwo- 16.00"," 7.00; dodatkowo 17.00 (I Czw, IPt, Isob); , 7.00, 18.00 (17.00)","","49.72649788675417,21.472805425895555","http://www.diecezja.rzeszow.pl/2015/04/jaslo-nspj-i-niep-serca-nmp/"
"Św. Antoniego","","","ul. Chopina 1, skr. poczt. 66, 38-200 Jasło","www.jaslo.franciszkanie.pl","jaslo@franciszkanie.pl","13 446 34 91","O. mgr lic. Krzysztof Kozioł OFM Conv."," 6.00, 7.30, 9.00, 10.30, 12.00, 14.30"," 6.30, 7.00, 8.00, 18.00","","49.74531250000001,21.466650499999982","http://www.diecezja.rzeszow.pl/2015/04/jaslo-sw-antoniego/"
"Św. Stanisława Biskupa","","","ul. Krasińskiego 4, 38-200 Jasło","www.kosciolek.info","malykosciolek@gmail.com","720 35 87 36 tel. dyżurny; 13 448 34 90 prob","Ks.  Tadeusz Paszek"," 6.30, 7.30, 9.00, 10.15, 12.00, 18.00"," 6.30, 7.00, 7.20, 18.00","","","http://www.diecezja.rzeszow.pl/2015/05/jaslo-sw-stanislawa/"
"Wniebowzięcia NMP","","","ul. Farna 2, 38-200 Jasło","www.fara-jaslo.rzeszow.opoka.org.pl","farajaslo@rzeszow.opoka.org.pl","13 446 37 58","Ks. mgr Zbigniew Irzyk"," 6.30, 8.00, 9.30, 11.00, 12.15, 18.00","w okresie wakacji, 6.30, 8.00, 18.00; w ciągu roku szkolnego, 6.30, 7.00, 8.00, 18.00","","49.74590871955779,21.472401156127916","http://www.diecezja.rzeszow.pl/2015/04/jaslo-wniebowziecia-nmp-fara/"
"Podwyższenia Krzyża Świętego","","","Jaszczew, 38-460 Jedlicze","","","13 431 22 35","Ks. mgr Tadeusz Madej"," 8.00, 10.30, 16.00"," 18.00 (17.00)","","49.73810617808837,21.630814273054423","http://www.diecezja.rzeszow.pl/2015/04/jaszczew/"
"Matki Bożej Wspomożenia Wiernych","","","Jawornik 126, 38-114 Niebylec","www.jawornik-niebylecki.rzeszow.opoka.org.pl","jawornik-n@rzeszow.opoka.org.pl","17 277 35 84","Ks. mgr Adam Kaczor"," 8.00, 10.30, dodatkowo 15.00 w maju i październiku","lato, 18.00; jesień i zima, 17.00; wiosna, 18.00","","49.8530288096397,21.898236051495985","http://www.diecezja.rzeszow.pl/2015/04/jawornik/"
"Najświętszego Serca Jezusowego","","","Kamień 293, 36-053 Kamień","www.kamien.edl.pl","","17 855 66 06","Ks. mgr Marian Gwizdak"," 8.15; , 7.00; 9.30; 11.00; 18.00 (17.00)","zima 7.00; 17.00; lato 7.00; 18.00","","50.310060637484845,22.158575073518787","http://www.diecezja.rzeszow.pl/2015/05/kamien/"
"Św. Maksymiliana Kolbe","","","Kamień Krzywa Wieś 41b, 36-053 Kamień","www.parafiakw.strefa.pl/","parafiakw@gmail.com","17 855 66 58","Ks. mgr Piotr Kuźniar"," 8.00; 11.00"," 18.00(17.00)","","50.34626321387808,22.122502560470654","http://www.diecezja.rzeszow.pl/2015/05/kamien-krzywa-wies/"
"Matki Bożej Częstochowskiej","","","Kamień Podlesie 77, 36-053 Kamień","","","512 98 00 26","Ks. mgr Stanisław Buszta"," 7.30, 10.30"," 18.00 (17.00)","","","http://www.diecezja.rzeszow.pl/2015/05/kamien-podlesie/"
"Podwyższenia Krzyża Świętego","","","Kamionka 201, 39-122 Kamionka","www.kamionka.rzeszow.opoka.org.pl","kamionka@rzeszow.opoka.org.pl","17 223 30 52","Ks. mgr Piotr Stefański","zima 8.00, 10.00, 11.30 DPS, 14.00; lato 8.00, 10.00, 11.30 DPS"," 19.00 (17.00)","","50.078043512845774,21.67669047643458","http://www.diecezja.rzeszow.pl/2015/05/kamionka/"
"Podwyższenia Krzyża Świętego","","","Kawęczyn Sędziszowski 100A, 39-120 Sędziszów Młp,","","","17 745 42 02","Ks. mgr Zygmunt Markowicz"," 8.00, 10.30","zima 17.00; lato 18.00","","50.11899830882249,21.66897174007523","http://www.diecezja.rzeszow.pl/2015/05/kaweczyn/"
"Matki Bożej Królowej Polski","","","Kąty 194, 38-230 Nowy Żmigród","parafiakaty.manifo.com/","parafiakaty@gmail.com","13 441 52 52","Ks. mgr Stanisław Grzyb"," 8.00, 11.00","lato 18.00; zima 17.00","","","http://www.diecezja.rzeszow.pl/2015/04/katy/"
"św. Urszuli Ledóchowskiej","","","Kielanówka 148, 35-106 Rzeszów","","","17 859 26 36","Ks. mgr Marek Buchman"," 8.15, 10.00, 15.30","zima 17.00; lato 18.00","","","http://www.diecezja.rzeszow.pl/2015/04/kielanowka/"
